"medication_definition_id"|"medication"|"problem_definition_id"|"problem"|"patient_link_frequency"|"link_ratio"
"141765"|"Pen Needles 31G X 8 MM Miscellaneous"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"5"|"0.416667"
"141765"|"Pen Needles 31G X 8 MM Miscellaneous"|"69387"|"Type I Diabetes Mellitus"|"2"|"0.5"
"141765"|"Pen Needles 31G X 8 MM Miscellaneous"|"69388"|"Type I Diabetes Mellitus Uncontrolled"|"10"|"0.714286"
"141765"|"Pen Needles 31G X 8 MM Miscellaneous"|"69402"|"Diabetes Mellitus Poorly Controlled"|"47"|"0.746032"
"141766"|"Pen Needles 29G X 12MM Miscellaneous"|"69380"|"Diabetes Mellitus"|"4"|"0.133333"
"141766"|"Pen Needles 29G X 12MM Miscellaneous"|"69402"|"Diabetes Mellitus Poorly Controlled"|"26"|"0.684211"
"141832"|"Glycerin (Pediatric) 1.2 GM Rectal Suppository"|"65055"|"Chronic Constipation"|"2"|"1"
"142005"|"Omeprazole 20 MG Oral Tablet Delayed Release"|"60899"|"Abdominal Pain"|"3"|"0.6"
"142005"|"Omeprazole 20 MG Oral Tablet Delayed Release"|"64688"|"Esophageal Reflux"|"9"|"0.409091"
"142033"|"Cimzia 2 X 200 MG Subcutaneous Kit"|"70455"|"Rheumatoid Arthritis"|"3"|"1"
"142035"|"Simply Saline 0.9 % Nasal Aerosol Solution"|"62598"|"Allergic Rhinitis"|"2"|"0.5"
"142041"|"MCT Pro-Cal Oral Packet"|"67945"|"Von Gierke's Disease (GSD Type I)"|"2"|"1"
"142137"|"Cetirizine HCl Childrens Alrgy 1 MG/ML Oral Syrup"|"62598"|"Allergic Rhinitis"|"6"|"0.857143"
"142191"|"Omega 3 1000 MG Oral Capsule"|"67970"|"Hyperlipidemia"|"6"|"0.166667"
"142191"|"Omega 3 1000 MG Oral Capsule"|"283292"|"Essential Hypercholesterolemia"|"2"|"0.333333"
"142202"|"Cetirizine-Pseudoephedrine 5-120 MG Oral Tablet Extended Release 12 Hour"|"62598"|"Allergic
Rhinitis"|"11"|"0.785714"
"142267"|"Cyto-Q 80 MG/10ML Oral Liquid"|"257912"|"Disorder Of Mitochondrial Metabolism"|"2"|"0.666667"
"142307"|"Clobetasol Propionate 0.05 % External Foam"|"69901"|"Psoriasis"|"2"|"1"
"142309"|"Vyvanse 20 MG Oral Capsule"|"75818"|"Attention-deficit Hyperactivity Disorder"|"6"|"1"
"142309"|"Vyvanse 20 MG Oral Capsule"|"75819"|"ADHD, Predominantly Inattentive Type"|"3"|"0.6"
"142309"|"Vyvanse 20 MG Oral Capsule"|"275486"|"ADHD, Combined Type"|"7"|"0.7"
"142310"|"Vyvanse 40 MG Oral Capsule"|"75818"|"Attention-deficit Hyperactivity Disorder"|"3"|"0.230769"
"142310"|"Vyvanse 40 MG Oral Capsule"|"75819"|"ADHD, Predominantly Inattentive Type"|"4"|"0.666667"
"142310"|"Vyvanse 40 MG Oral Capsule"|"275486"|"ADHD, Combined Type"|"8"|"0.888889"
"142310"|"Vyvanse 40 MG Oral Capsule"|"291687"|"Attention Deficit Disorder Without Hyperactivity"|"2"|"0.285714"
"142311"|"Vyvanse 60 MG Oral Capsule"|"75818"|"Attention-deficit Hyperactivity Disorder"|"2"|"0.666667"
"142311"|"Vyvanse 60 MG Oral Capsule"|"275486"|"ADHD, Combined Type"|"4"|"0.666667"
"142315"|"Sular 34 MG Oral Tablet Extended Release 24 Hour"|"63470"|"Benign Essential Hypertension"|"3"|"1"
"142316"|"Prezista 600 MG Oral Tablet"|"76835"|"HIV Infection"|"20"|"0.606061"
"142316"|"Prezista 600 MG Oral Tablet"|"76842"|"Acquired Immunodeficiency Syndrome (AIDS)"|"14"|"0.608696"
"142352"|"CefTAZidime Powder"|"62586"|"Chronic Maxillary Sinusitis"|"3"|"0.75"
"142352"|"CefTAZidime Powder"|"62588"|"Chronic Ethmoidal Sinusitis"|"8"|"0.888889"
"142362"|"Omnaris 50 MCG/ACT Nasal Suspension"|"62598"|"Allergic Rhinitis"|"17"|"0.53125"
"142362"|"Omnaris 50 MCG/ACT Nasal Suspension"|"62611"|"Chronic Rhinitis"|"2"|"0.4"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"142362"|"Omnaris 50 MCG/ACT Nasal Suspension"|"87011"|"Drip Or Drainage Down Throat From Above"|"2"|"0.5"
"142414"|"Zaleplon 5 MG Oral Capsule"|"61108"|"Insomnia"|"3"|"0.75"
"142415"|"Zaleplon 10 MG Oral Capsule"|"61108"|"Insomnia"|"7"|"1"
"142416"|"Amitiza 8 MCG Oral Capsule"|"65076"|"Irritable Bowel Syndrome"|"2"|"1"
"142496"|"Luvox CR 100 MG Oral Capsule Extended Release 24 Hour"|"76351"|"Depression"|"2"|"0.5"
"142496"|"Luvox CR 100 MG Oral Capsule Extended Release 24 Hour"|"76546"|"Obsessive Compulsive
Disorder"|"3"|"0.75"
"142647"|"L-Arginine 1000 MG Oral Tablet"|"257912"|"Disorder Of Mitochondrial Metabolism"|"3"|"1"
"142717"|"Chloraseptic Gargle 1.4 % Mouth/Throat Liquid"|"62596"|"Common Cold"|"3"|"0.75"
"142717"|"Chloraseptic Gargle 1.4 % Mouth/Throat Liquid"|"62760"|"Acute Pharyngitis"|"13"|"0.928571"
"142717"|"Chloraseptic Gargle 1.4 % Mouth/Throat Liquid"|"77890"|"Upper Respiratory Infection"|"3"|"0.375"
"142717"|"Chloraseptic Gargle 1.4 % Mouth/Throat Liquid"|"77891"|"Acute Upper Respiratory
Infection"|"15"|"0.833333"
"142717"|"Chloraseptic Gargle 1.4 % Mouth/Throat Liquid"|"274534"|"Acute Sore Throat"|"2"|"1"
"142728"|"Dulcolax Milk of Magnesia 400 MG/5ML Oral Suspension"|"166777"|"Constipation"|"3"|"1"
"143148"|"Blood Pressure Monitor/L Cuff Miscellaneous"|"63467"|"Hypertension"|"9"|"0.642857"
"143148"|"Blood Pressure Monitor/L Cuff Miscellaneous"|"63470"|"Benign Essential Hypertension"|"2"|"0.4"
"143222"|"FreeStyle Freedom Lite w/Device Kit"|"69380"|"Diabetes Mellitus"|"2"|"0.4"
"143222"|"FreeStyle Freedom Lite w/Device Kit"|"69402"|"Diabetes Mellitus Poorly Controlled"|"4"|"0.8"
"143223"|"Pristiq 50 MG Oral Tablet Extended Release 24 Hour"|"61118"|"Anxiety (Symptom)"|"2"|"0.285714"
"143223"|"Pristiq 50 MG Oral Tablet Extended Release 24 Hour"|"75080"|"Parkinson's Disease"|"4"|"0.666667"
"143223"|"Pristiq 50 MG Oral Tablet Extended Release 24 Hour"|"76351"|"Depression"|"8"|"0.2"
"143223"|"Pristiq 50 MG Oral Tablet Extended Release 24 Hour"|"76357"|"Major Depression, Recurrent"|"2"|"1"
"143223"|"Pristiq 50 MG Oral Tablet Extended Release 24 Hour"|"76587"|"Anxiety Disorder NOS"|"2"|"0.666667"
"143224"|"Pristiq 100 MG Oral Tablet Extended Release 24 Hour"|"75080"|"Parkinson's Disease"|"2"|"1"
"143224"|"Pristiq 100 MG Oral Tablet Extended Release 24 Hour"|"76351"|"Depression"|"7"|"0.35"
"143224"|"Pristiq 100 MG Oral Tablet Extended Release 24 Hour"|"76357"|"Major Depression, Recurrent"|"3"|"1"
"143226"|"Xyzal 2.5 MG/5ML Oral Solution"|"62598"|"Allergic Rhinitis"|"24"|"0.727273"
"143226"|"Xyzal 2.5 MG/5ML Oral Solution"|"62606"|"Allergic Rhinitis Due To Dust Mite"|"2"|"1"
"143227"|"Patanase 0.6 % Nasal Solution"|"62585"|"Chronic Sinusitis"|"3"|"0.25"
"143227"|"Patanase 0.6 % Nasal Solution"|"62588"|"Chronic Ethmoidal Sinusitis"|"4"|"0.222222"
"143227"|"Patanase 0.6 % Nasal Solution"|"62598"|"Allergic Rhinitis"|"20"|"0.540541"
"143227"|"Patanase 0.6 % Nasal Solution"|"62606"|"Allergic Rhinitis Due To Dust Mite"|"2"|"1"
"143227"|"Patanase 0.6 % Nasal Solution"|"62611"|"Chronic Rhinitis"|"5"|"0.294118"
"143229"|"Voltaren 1 % GEL"|"70146"|"Osteoarthritis"|"12"|"0.545455"
"143229"|"Voltaren 1 % GEL"|"70191"|"Localized Osteoarthritis Of The Hand"|"6"|"1"
"143229"|"Voltaren 1 % GEL"|"70193"|"Localized Osteoarthritis Of The Knee"|"3"|"1"
"143229"|"Voltaren 1 % GEL"|"70219"|"Osteoarthritis Of The Knee"|"4"|"0.444444"
"143229"|"Voltaren 1 % GEL"|"70221"|"Osteoarthritis Of Multiple Sites"|"4"|"0.666667"
"143229"|"Voltaren 1 % GEL"|"70455"|"Rheumatoid Arthritis"|"8"|"0.380952"
"143229"|"Voltaren 1 % GEL"|"70475"|"Scleroderma"|"4"|"0.5"
"143229"|"Voltaren 1 % GEL"|"73564"|"Lateral Epicondylitis"|"2"|"1"
"143229"|"Voltaren 1 % GEL"|"83212"|"Diffuse Idiopathic Skeletal Hyperostosis (DISH)"|"2"|"0.666667"
"143229"|"Voltaren 1 % GEL"|"85623"|"Joint Pain, Localized In The Knee"|"6"|"0.333333"
"143229"|"Voltaren 1 % GEL"|"85701"|"Joint Pain, Localized In The Shoulder"|"2"|"0.333333"
"143229"|"Voltaren 1 % GEL"|"90952"|"Joint Pain, Localized In The Left Shoulder"|"2"|"0.5"
"143229"|"Voltaren 1 % GEL"|"278685"|"Arthralgias In Multiple Sites"|"7"|"0.777778"
"143235"|"Allegra ODT 30 MG TBDP"|"62598"|"Allergic Rhinitis"|"5"|"0.833333"
"143235"|"Allegra ODT 30 MG TBDP"|"64181"|"Asthma"|"3"|"0.375"
"143247"|"Amoclan 600-42.9 MG/5ML SUSR"|"251528"|"Acute Otitis Media"|"2"|"1"
"143249"|"Actonel 150 MG Oral Tablet"|"69340"|"Osteopenia"|"15"|"0.555556"
"143249"|"Actonel 150 MG Oral Tablet"|"69341"|"Osteoporosis"|"30"|"0.625"
"143249"|"Actonel 150 MG Oral Tablet"|"69342"|"Postmenopausal Osteoporosis"|"3"|"0.5"
"143249"|"Actonel 150 MG Oral Tablet"|"69346"|"Drug-induced Osteoporosis"|"2"|"0.666667"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"143249"|"Actonel 150 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"3"|"0.272727"
"143251"|"Treximet 85-500 MG Oral Tablet"|"60828"|"Headache"|"2"|"0.25"
"143251"|"Treximet 85-500 MG Oral Tablet"|"74533"|"Migraine Headache"|"15"|"0.454545"
"143251"|"Treximet 85-500 MG Oral Tablet"|"74534"|"Classic Migraine (With Aura)"|"6"|"0.75"
"143251"|"Treximet 85-500 MG Oral Tablet"|"74537"|"Common Migraine (Without Aura)"|"7"|"0.583333"
"143251"|"Treximet 85-500 MG Oral Tablet"|"74538"|"Common Migraine (Without Aura) With Intractable
Migraine"|"4"|"1"
"143252"|"Ferralet 90 90-1 MG Oral Tablet"|"77962"|"Anemia"|"27"|"0.818182"
"143252"|"Ferralet 90 90-1 MG Oral Tablet"|"288609"|"Menometrorrhagia"|"2"|"0.333333"
"143272"|"PARoxetine HCl 25 MG Oral Tablet Extended Release 24 Hour"|"61118"|"Anxiety (Symptom)"|"2"|"0.5"
"143272"|"PARoxetine HCl 25 MG Oral Tablet Extended Release 24 Hour"|"76351"|"Depression"|"4"|"0.363636"
"143272"|"PARoxetine HCl 25 MG Oral Tablet Extended Release 24 Hour"|"76587"|"Anxiety Disorder NOS"|"2"|"1"
"143274"|"ROPINIRole HCl 2 MG Oral Tablet"|"75054"|"Restless Legs Syndrome"|"5"|"0.714286"
"143274"|"ROPINIRole HCl 2 MG Oral Tablet"|"75080"|"Parkinson's Disease"|"4"|"0.8"
"143274"|"ROPINIRole HCl 2 MG Oral Tablet"|"75125"|"Multiple Sclerosis"|"2"|"0.666667"
"143275"|"ROPINIRole HCl 3 MG Oral Tablet"|"75080"|"Parkinson's Disease"|"2"|"0.5"
"143277"|"ROPINIRole HCl 0.25 MG Oral Tablet"|"75054"|"Restless Legs Syndrome"|"11"|"0.916667"
"143277"|"ROPINIRole HCl 0.25 MG Oral Tablet"|"275602"|"Organic Periodic Limb Movement Sleep
Disorder"|"3"|"0.75"
"143278"|"ROPINIRole HCl 0.5 MG Oral Tablet"|"75054"|"Restless Legs Syndrome"|"8"|"0.727273"
"143298"|"Calcium 600-D 600-400 MG-UNIT Oral Tablet"|"69341"|"Osteoporosis"|"2"|"0.5"
"143305"|"PhenylAde Essential Drink Mix Oral Powder"|"75807"|"Phenylketonuria"|"2"|"1"
"143351"|"Sinus Rinse Bottle Kit Nasal Packet"|"60869"|"Cough"|"3"|"0.6"
"143351"|"Sinus Rinse Bottle Kit Nasal Packet"|"62578"|"Acute Sinusitis"|"2"|"0.666667"
"143351"|"Sinus Rinse Bottle Kit Nasal Packet"|"62598"|"Allergic Rhinitis"|"3"|"0.5"
"143351"|"Sinus Rinse Bottle Kit Nasal Packet"|"62614"|"Deviated Nasal Septum (Acquired)"|"2"|"0.666667"
"146411"|"ROPINIRole HCl 5 MG Oral Tablet"|"75054"|"Restless Legs Syndrome"|"2"|"1"
"146411"|"ROPINIRole HCl 5 MG Oral Tablet"|"75080"|"Parkinson's Disease"|"2"|"0.666667"
"146558"|"GNP Aspirin 325 MG Oral Tablet Delayed Release"|"62975"|"Coronary Artery Disease"|"2"|"1"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"60869"|"Cough"|"3"|"0.1"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"62597"|"Rhinitis"|"4"|"0.8"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"62598"|"Allergic Rhinitis"|"115"|"0.705521"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"62601"|"Allergic Rhinitis Due To Grass Pollen"|"2"|"0.666667"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"62606"|"Allergic Rhinitis Due To Dust Mite"|"2"|"0.666667"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"62611"|"Chronic Rhinitis"|"5"|"0.416667"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"64181"|"Asthma"|"19"|"0.145038"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"69941"|"Urticaria"|"2"|"0.5"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"77891"|"Acute Upper Respiratory Infection"|"6"|"0.113208"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"257912"|"Disorder Of Mitochondrial Metabolism"|"4"|"0.363636"
"146622"|"Cetirizine HCl 5 MG/5ML Oral Syrup"|"278350"|"Eczema"|"6"|"0.133333"
"146629"|"NexIUM 10 MG Oral Packet"|"60895"|"Vomiting (Symptom)"|"3"|"0.375"
"146629"|"NexIUM 10 MG Oral Packet"|"60899"|"Abdominal Pain"|"2"|"0.4"
"146629"|"NexIUM 10 MG Oral Packet"|"62598"|"Allergic Rhinitis"|"4"|"0.210526"
"146629"|"NexIUM 10 MG Oral Packet"|"64688"|"Esophageal Reflux"|"34"|"0.653846"
"146629"|"NexIUM 10 MG Oral Packet"|"292064"|"Dysphagia"|"4"|"0.4"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"61118"|"Anxiety
(Symptom)"|"2"|"0.666667"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"76272"|"Schizoaffective Disorder"|"3"|"1"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"76351"|"Depression"|"11"|"0.611111"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"76357"|"Major Depression,
Recurrent"|"4"|"1"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"76383"|"Dysthymic
Disorder"|"2"|"0.666667"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"76536"|"Generalized Anxiety
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

Disorder"|"2"|"0.666667"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"85752"|"Tobacco Use"|"3"|"0.2"
"146632"|"Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour"|"196089"|"Adjustment Disorder With
Anxiety And Depressed Mood"|"2"|"1"
"146633"|"Cetirizine HCl Childrens 1 MG/ML Oral Solution"|"62598"|"Allergic Rhinitis"|"2"|"0.5"
"146634"|"Trelstar LA Mixject 11.25 MG Intramuscular Suspension Reconstituted"|"80830"|"Malignant Neoplasm Of
The Prostate Gland"|"2"|"0.666667"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"69380"|"Diabetes Mellitus"|"7"|"0.21875"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"69381"|"Type II Diabetes Mellitus"|"6"|"0.4"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"69386"|"Type II Diabetes Mellitus With
Complication - Uncontrolled"|"2"|"1"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"69402"|"Diabetes Mellitus Poorly
Controlled"|"10"|"0.5"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"69549"|"Polycystic Ovarian
Syndrome"|"7"|"1"
"146658"|"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour"|"283296"|"Abnormal Weight Gain"|"3"|"0.5"
"146702"|"Calcium 600+D Plus Minerals 600-400 MG-UNIT Oral Tablet"|"257944"|"Vitamin Deficiency"|"2"|"1"
"146710"|"Sulfamethoxazole-Trimethoprim 800-160 MG/20ML Oral Suspension"|"67695"|"Cystic
Fibrosis"|"2"|"0.666667"
"146710"|"Sulfamethoxazole-Trimethoprim 800-160 MG/20ML Oral Suspension"|"70027"|"Folliculitis"|"2"|"1"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"61118"|"Anxiety
(Symptom)"|"5"|"0.263158"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"75125"|"Multiple Sclerosis"|"5"|"0.625"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"75819"|"ADHD, Predominantly
Inattentive Type"|"3"|"0.375"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"75932"|"Anxiety Disorder Due To
General Medical Condition With Generalized Anxiety"|"2"|"1"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76348"|"Bipolar II Disorder"|"2"|"0.5"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76351"|"Depression"|"45"|"0.584416"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76352"|"Major Depression, Single
Episode"|"3"|"0.6"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76357"|"Major Depression,
Recurrent"|"12"|"0.521739"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76359"|"Major Depression, Recurrent
With Melancholia"|"5"|"0.833333"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76361"|"Moderate Recurrent Major
Depression"|"11"|"0.6875"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76363"|"Major Depression, Recurrent
With Psychotic Features"|"2"|"1"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76364"|"Recurrent Major Depression In
Partial Remission"|"2"|"0.666667"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76383"|"Dysthymic
Disorder"|"4"|"0.666667"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76388"|"Bipolar Disorder
NOS"|"3"|"0.6"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76389"|"Atypical Depressive
Disorder"|"2"|"0.5"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76536"|"Generalized Anxiety
Disorder"|"6"|"0.26087"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76546"|"Obsessive Compulsive
Disorder"|"2"|"0.4"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"76680"|"Adjustment Disorder With
Anxiety"|"4"|"0.571429"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"275520"|"Bipolar I Disorder, Most
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

Recent Episode, Depressed - Severe Without Psychotic Features"|"2"|"1"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"275526"|"Severe Recurrent Major
Depression Without Psychotic Features"|"2"|"0.666667"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"275538"|"Moderate Single Episode
Major Depression"|"2"|"1"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"275604"|"Depression With
Anxiety"|"4"|"0.8"
"146716"|"BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour"|"291647"|"Intervention And Counseling
On Cessation Of Tobacco Use"|"3"|"0.75"
"146824"|"Requip XL 8 MG Oral Tablet Extended Release 24 Hour"|"75080"|"Parkinson's Disease"|"9"|"0.5625"
"146849"|"Requip XL 2 MG Oral Tablet Extended Release 24 Hour"|"75054"|"Restless Legs Syndrome"|"6"|"0.75"
"146849"|"Requip XL 2 MG Oral Tablet Extended Release 24 Hour"|"75080"|"Parkinson's Disease"|"4"|"0.307692"
"146860"|"Ocella 3-0.03 MG Oral Tablet"|"69549"|"Polycystic Ovarian Syndrome"|"7"|"0.4375"
"146860"|"Ocella 3-0.03 MG Oral Tablet"|"85949"|"Birth Control Method - Oral Contraceptives"|"2"|"0.4"
"146860"|"Ocella 3-0.03 MG Oral Tablet"|"187792"|"Gynecologic Services Contraceptive
Management"|"7"|"0.636364"
"146860"|"Ocella 3-0.03 MG Oral Tablet"|"250989"|"Oral Contraceptives"|"5"|"0.714286"
"146893"|"Requip XL 4 MG Oral Tablet Extended Release 24 Hour"|"75054"|"Restless Legs Syndrome"|"2"|"0.5"
"146893"|"Requip XL 4 MG Oral Tablet Extended Release 24 Hour"|"75080"|"Parkinson's Disease"|"3"|"0.5"
"146969"|"RisperiDONE 1 MG/ML Oral Solution"|"75907"|"Mental Retardation With Other Behavioral
Symptoms"|"2"|"0.666667"
"146969"|"RisperiDONE 1 MG/ML Oral Solution"|"252543"|"Encephalopathy"|"2"|"0.222222"
"146969"|"RisperiDONE 1 MG/ML Oral Solution"|"275496"|"Autistic Disorder"|"12"|"0.75"
"146973"|"RisperiDONE 4 MG Oral Tablet"|"76232"|"Paranoid Schizophrenia"|"2"|"0.666667"
"146973"|"RisperiDONE 4 MG Oral Tablet"|"76272"|"Schizoaffective Disorder"|"3"|"0.75"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"75818"|"Attention-deficit Hyperactivity Disorder"|"3"|"0.375"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"75834"|"Disruptive Behavior Disorder"|"4"|"1"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"75854"|"Oppositional Defiant Disorder Of Childhood"|"3"|"0.75"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"75897"|"Pervasive Developmental Disorders"|"2"|"0.666667"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"75904"|"Atypical Pervasive Developmental Disorder"|"2"|"1"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"76212"|"Psychosis"|"3"|"0.75"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"76306"|"Episodic Mood Disorders"|"11"|"0.785714"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"251600"|"Dementia"|"4"|"0.666667"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"257912"|"Disorder Of Mitochondrial Metabolism"|"2"|"0.666667"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"275486"|"ADHD, Combined Type"|"3"|"0.214286"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"275496"|"Autistic Disorder"|"5"|"0.714286"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"275553"|"Bipolar I Disorder, Most Recent Episode"|"3"|"1"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"275615"|"Behavioral Insomnia Of Childhood"|"2"|"1"
"146975"|"RisperiDONE 0.25 MG Oral Tablet"|"289876"|"Alzheimer's Disease With Behavioral
Disturbance"|"3"|"0.75"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76213"|"Schizophrenia"|"2"|"1"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76232"|"Paranoid Schizophrenia"|"5"|"0.833333"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76238"|"Paranoid Schizophrenia, Stable"|"3"|"0.6"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76245"|"Undifferentiated Schizophrenia"|"3"|"1"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76272"|"Schizoaffective Disorder"|"6"|"0.857143"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76281"|"Chronic Schizophrenia"|"2"|"1"
"146989"|"RisperiDONE 3 MG Oral Tablet"|"76307"|"Bipolar Disorder"|"2"|"0.5"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"30261"|"Bipolar I Disorder, Most Recent Episode, Depressed - Severe
With Psychotic Features"|"3"|"0.75"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"61108"|"Insomnia"|"2"|"0.285714"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"75834"|"Disruptive Behavior Disorder"|"2"|"0.666667"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"75854"|"Oppositional Defiant Disorder Of Childhood"|"3"|"0.428571"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76212"|"Psychosis"|"5"|"0.714286"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76213"|"Schizophrenia"|"2"|"0.4"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"146992"|"RisperiDONE 1 MG Oral Tablet"|"76232"|"Paranoid Schizophrenia"|"4"|"1"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76245"|"Undifferentiated Schizophrenia"|"2"|"0.666667"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76272"|"Schizoaffective Disorder"|"6"|"0.857143"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76290"|"Atypical Psychosis"|"2"|"1"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76306"|"Episodic Mood Disorders"|"9"|"0.642857"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76307"|"Bipolar Disorder"|"3"|"0.375"
"146992"|"RisperiDONE 1 MG Oral Tablet"|"76342"|"Bipolar I Disorder, Most Recent Episode, Depressed Mild"|"2"|"1"
