medication_definition_id	medication	indications
19935	Potassium Chloride 20 MEQ/15ML (10%) Oral Liquid	2
25108	Verapamil HCl CR 360 MG Oral Capsule Extended Release 24 Hour	2
19802	Mebendazole 100 MG Oral Tablet Chewable	2
19695	Hydroxyurea 500 MG Oral Capsule	2
25294	Humatrope 6 MG Injection Solution Reconstituted	2
25295	Humatrope 12 MG Injection Solution Reconstituted	2
25314	Apri 0.15-30 MG-MCG Oral Tablet	2
25701	ZyPREXA 15 MG Oral Tablet	2
19668	Ethambutol HCl 400 MG Oral Tablet	2
19666	Estradiol 2 MG Oral Tablet	2
19663	Phentermine HCl 37.5 MG Oral Tablet	2
24420	Adderall 10 MG Oral Tablet	2
24346	Prandin 0.5 MG Oral Tablet	2
24238	Evista 60 MG Oral Tablet	2
22978	Senna 8.6 MG Oral Tablet	2
22044	Neoral 25 MG Oral Capsule	2
21830	Hyzaar 50-12.5 MG Oral Tablet	2
21762	Cozaar 25 MG Oral Tablet	2
22374	Aurodex 1.4-5.4 % Otic Solution	2
21745	GlyBURIDE Micronized 3 MG Oral Tablet	2
22418	Clotrimazole AF 1 % External Cream	2
22755	Tetracycline HCl 500 MG Oral Capsule	2
22941	Elmiron 100 MG Oral Capsule	2
23036	Thiamine HCl 100 MG Oral Tablet	2
20618	Milk of Magnesia 400 MG/5ML Oral Suspension	2
23178	HumuLIN R U-500 (CONCENTRATED) 500 UNIT/ML Subcutaneous Solution	2
23269	Warfarin Sodium 6 MG Oral Tablet	2
23342	Valtrex 1 GM Oral Tablet	2
23804	ZyPREXA 2.5 MG Oral Tablet	2
23992	Femara 2.5 MG Oral Tablet	2
24086	Avapro 75 MG Oral Tablet	2
24112	Effexor XR 75 MG Oral Capsule Extended Release 24 Hour	2
20638	Naproxen Sodium 220 MG Oral Tablet	2
19652	PHENobarbital 100 MG Oral Tablet	2
25826	Zonegran 100 MG Oral Capsule	2
25921	Triamcinolone Acetonide 0.5 % External Ointment	2
27281	Levoxyl 25 MCG Oral Tablet	2
18557	Morphine Sulfate 15 MG Oral Tablet	2
26544	Butalbital-APAP-Caffeine 50-325-40 MG Oral Capsule	2
18437	Minocycline HCl 50 MG Oral Capsule	2
26582	Diltiazem HCl CR 120 MG Oral Capsule Extended Release 12 Hour	2
26608	Guaiatussin AC 100-10 MG/5ML Oral Syrup	2
18334	Temazepam 30 MG Oral Capsule	2
18293	Synthroid 25 MCG Oral Tablet	2
26957	Verapamil HCl CR 120 MG Oral Tablet Extended Release	2
18053	Macrobid 100 MG Oral Capsule	2
26493	Tretinoin 0.025 % External Cream	2
18024	Lupron Depot-Ped 15 MG Intramuscular Kit	2
18023	Lupron Depot-Ped 11.25 MG Intramuscular Kit	2
18013	Lubriderm External Lotion	2
27548	Prempro 0.625-2.5 MG Oral Tablet	2
17954	Solu-CORTEF 100 MG Injection Solution Reconstituted	2
17917	Sodium Chloride 2.5 MEQ/ML Injection Solution	2
17898	Loperamide HCl 2 MG Oral Tablet	2
17895	Loperamide HCl 2 MG Oral Capsule	2
26494	Tretinoin 0.025 % External Gel	2
26492	TraZODone HCl 300 MG Oral Tablet	2
19511	Acyclovir 200 MG Oral Capsule	2
26396	Etodolac 400 MG Oral Tablet	2
26306	Acyclovir 800 MG Oral Tablet	2
19502	Zoloft 100 MG Oral Tablet	2
26346	Carbidopa-Levodopa 10-100 MG Oral Tablet	2
26348	Carbidopa-Levodopa 25-250 MG Oral Tablet	2
26354	Cholestyramine 4 GM Oral Packet	2
19375	Warfarin Sodium 2.5 MG Oral Tablet	2
26370	Colistimethate Sodium 150 MG Injection Solution Reconstituted	2
26372	Cyclophosphamide 50 MG Oral Tablet	2
26406	GuaiFENesin 200 MG Oral Tablet	2
18822	Triamcinolone Acetonide 0.025 % External Ointment	2
19293	Vitamin C 250 MG Oral Tablet	2
26416	Hydrocortisone Valerate 0.2 % External Ointment	2
19286	Vitamin B-6 25 MG Oral Tablet	2
19276	Vitamin B-12 1000 MCG Oral Tablet	2
26434	Methimazole 5 MG Oral Tablet	2
19125	Nutraderm External Lotion	2
18829	Triamterene-HCTZ 50-25 MG CAPS	2
26484	Tamoxifen Citrate 20 MG Oral Tablet	2
98926	Flomax 0.4 MG CP24	2
22171	Synthroid 200 MCG Oral Tablet	2
12927	Aspirin Childrens 81 MG Oral Tablet Chewable	2
100248	Flecainide Acetate 50 MG Oral Tablet	2
100245	Desonide 0.05 % External Lotion	2
1104	Diltiazem HCl 60 MG Oral Tablet	2
13683	Bromfed DM 30-2-10 MG/5ML Oral Syrup	2
12403	Albustix In Vitro Strip	2
109968	Blood Pressure Monitor KIT	2
12422	Acetaminophen 325 MG Oral Tablet	2
106991	"Insulin Syringe 28G X 1/2\1 ML Miscellaneous"""	2
13832	Cortef 5 MG Oral Tablet	2
110192	"BD Insulin Syringe Ultrafine 30G X 1/2\1 ML Miscellaneous"""	2
100973	Adderall XR 25 MG Oral Capsule Extended Release 24 Hour	2
12569	Ambien 10 MG Oral Tablet	2
100210	Aspirin 81 MG Oral Tablet Delayed Release	2
13091	Ativan 0.5 MG Oral Tablet	2
100186	Clarinex 5 MG Oral Tablet	2
110469	"Insulin Syringe 30G X 1/2\0.5 ML Miscellaneous"""	2
13066	Aspirin 81 MG Oral Tablet Chewable	2
101214	Senna-Docusate Sodium 8.6-50 MG Oral Tablet	2
101226	Zithromax 500 MG Oral Tablet	2
105901	OneTouch Basic System w/Device Kit	2
100971	Adderall XR 5 MG Oral Capsule Extended Release 24 Hour	2
100258	Mefloquine HCl 250 MG Oral Tablet	2
14099	Desonide 0.05 % External Cream	2
100841	Tev-Tropin 5 MG Subcutaneous Solution Reconstituted	2
100557	Xopenex 0.31 MG/3ML Inhalation Nebulization Solution	2
100517	Clindamycin Phosphate 1 % External Lotion	2
108588	BD Pen Mini Miscellaneous	2
4650	Amoxicillin 250 MG Oral Capsule	2
104099	Avodart 0.5 MG Oral Capsule	2
13562	Betamethasone Dipropionate 0.05 % External Cream	2
4533	Zoloft 50 MG Oral Tablet	2
100323	Diltiazem HCl CR 240 MG Oral Capsule Extended Release 24 Hour	2
4819	Dicloxacillin Sodium 500 MG Oral Capsule	2
100818	Copaxone 20 MG/ML Subcutaneous Kit	2
6544	Suprax 100 MG/5ML Oral Suspension Reconstituted	2
100317	Diltiazem HCl Coated Beads 120 MG Oral Capsule Extended Release 24 Hour	2
107628	BD Pen Miscellaneous	2
100306	Nitroglycerin 0.1 MG/HR Transdermal Patch 24 Hour	2
100283	Torsemide 10 MG Oral Tablet	2
3474	Provera 10 MG Oral Tablet	2
107533	Lancets Thin Miscellaneous	2
13588	Bisacodyl 10 MG Rectal Suppository	2
108990	Colistimethate Sodium Powder	2
100106	Tracleer 125 MG Oral Tablet	2
1103	Diltiazem HCl 30 MG Oral Tablet	2
14117	Dexamethasone 6 MG Oral Tablet	2
144	Amoxicillin 250 MG Oral Tablet Chewable	2
12985	Bacitracin 500 UNIT/GM External Ointment	2
99334	Axert 12.5 MG Oral Tablet	2
111254	Promethazine HCl 12.5 MG Rectal Suppository	2
14327	Docusate Sodium 60 MG/15ML Oral Syrup	2
99634	Nitro-Bid 2 % Transdermal Ointment	2
103815	Ethosuximide 250 MG Oral Capsule	2
103814	Econazole Nitrate 1 % External Cream	2
101452	NovoLOG Mix 70/30 70-30 % Subcutaneous Suspension	2
110475	Accu-Chek Active Care Kit KIT	2
12897	Aquaphor External Ointment	2
14248	DiphenhydrAMINE HCl 25 MG Oral Capsule	2
110950	"Insulin Syringe 31G X 5/16\1 ML Miscellaneous"""	2
12725	Ampicillin 500 MG Oral Capsule	2
99781	Flonase 50 MCG/ACT Nasal Suspension	2
99889	Norditropin 15 MG/1.5ML SOLN	2
99960	Viread 300 MG Oral Tablet	2
18820	Triamcinolone Acetonide 0.025 % External Lotion	1
142307	Clobetasol Propionate 0.05 % External Foam	1
158409	Rivastigmine Tartrate 1.5 MG Oral Capsule	1
18055	Macrodantin 25 MG Oral Capsule	1
18065	Magnesium Citrate 1.745 GM/30ML Oral Solution	1
158914	Simcor 500-40 MG Oral Tablet Extended Release 24 Hour	1
12640	Ambien 5 MG Oral Tablet	1
142202	Cetirizine-Pseudoephedrine 5-120 MG Oral Tablet Extended Release 12 Hour	1
142267	Cyto-Q 80 MG/10ML Oral Liquid	1
19501	Zofran 4 MG Oral Tablet	1
142041	MCT Pro-Cal Oral Packet	1
19498	Zocor 20 MG Oral Tablet	1
19452	Xanax 2 MG Oral Tablet	1
143298	Calcium 600-D 600-400 MG-UNIT Oral Tablet	1
12620	Altace 10 MG Oral Capsule	1
142315	Sular 34 MG Oral Tablet Extended Release 24 Hour	1
143275	ROPINIRole HCl 3 MG Oral Tablet	1
18125	Meclizine HCl 25 MG Oral Tablet Chewable	1
12651	Amitriptyline HCl 75 MG Oral Tablet	1
142137	Cetirizine HCl Childrens Alrgy 1 MG/ML Oral Syrup	1
142035	Simply Saline 0.9 % Nasal Aerosol Solution	1
18184	MedroxyPROGESTERone Acetate 5 MG Oral Tablet	1
12906	Armour Thyroid 30 MG Oral Tablet	1
141064	Acarbose 25 MG Oral Tablet	1
141067	Ramipril 1.25 MG Oral Capsule	1
157866	Livalo 4 MG Oral Tablet	1
19603	Cyclophosphamide 25 MG Oral Tablet	1
141257	Fish Oil Double Strength 1200 MG Oral Capsule	1
143278	ROPINIRole HCl 0.5 MG Oral Tablet	1
159195	Vitamin D3 400 UNIT Oral Tablet Chewable	1
141498	Mouthwash/Gargle Mouth/Throat Liquid	1
141503	Permethrin Lice Treatment 1 % External Lotion	1
19597	Clobetasol Propionate 0.05 % External Solution	1
19581	Captopril 25 MG Oral Tablet	1
19572	Perphenazine 16 MG Oral Tablet	1
19528	Bumetanide 1 MG Oral Tablet	1
141832	Glycerin (Pediatric) 1.2 GM Rectal Suppository	1
12915	Aspir-Low 81 MG Oral Tablet Delayed Release	1
18025	Lupron Depot-Ped 7.5 MG Intramuscular Kit	1
142033	Cimzia 2 X 200 MG Subcutaneous Kit	1
146824	Requip XL 8 MG Oral Tablet Extended Release 24 Hour	1
18213	Mephyton 5 MG Oral Tablet	1
12694	AMILoride HCl 5 MG Oral Tablet	1
146634	Trelstar LA Mixject 11.25 MG Intramuscular Suspension Reconstituted	1
12659	Ampicillin 250 MG Oral Capsule	1
18805	Niacin CR 1000 MG Oral Tablet Extended Release	1
19284	Vitamin B-6 100 MG Oral Tablet	1
18329	TEGretol 200 MG Oral Tablet	1
158551	Naratriptan HCl 2.5 MG Oral Tablet	1
158073	Omeprazole Magnesium 20.6 (20 Base) MG Oral Capsule Delayed Release	1
19050	Unisom 25 MG Oral Tablet	1
140830	Zinc Oxide 40 % External Ointment	1
158113	Prolia 60 MG/ML Subcutaneous Solution	1
18807	Niacin CR 500 MG Oral Tablet Extended Release	1
146558	GNP Aspirin 325 MG Oral Tablet Delayed Release	1
18962	Nortriptyline HCl 50 MG Oral Capsule	1
18849	Trihexyphenidyl HCl 5 MG Oral Tablet	1
12431	Acetylcysteine 10 % Inhalation Solution	1
143247	Amoclan 600-42.9 MG/5ML SUSR	1
18354	Tetracycline HCl 250 MG Oral Capsule	1
158454	Rivastigmine Tartrate 6 MG Oral Capsule	1
146633	Cetirizine HCl Childrens 1 MG/ML Oral Solution	1
142728	Dulcolax Milk of Magnesia 400 MG/5ML Oral Suspension	1
19427	Paxil 30 MG Oral Tablet	1
158635	Adapalene 0.1 % External Cream	1
19384	Wellbutrin 75 MG Oral Tablet	1
146702	Calcium 600+D Plus Minerals 600-400 MG-UNIT Oral Tablet	1
6549	Augmentin 125-31.25 MG/5ML Oral Suspension Reconstituted	1
142414	Zaleplon 5 MG Oral Capsule	1
142415	Zaleplon 10 MG Oral Capsule	1
11910	Afrin Nasal Spray 0.05 % Nasal Solution	1
18804	Niacin 500 MG Oral Tablet	1
143305	PhenylAde Essential Drink Mix Oral Powder	1
12854	Armour Thyroid 120 MG Oral Tablet	1
158767	Vitamin D 2000 UNIT Oral Capsule	1
142416	Amitiza 8 MCG Oral Capsule	1
19313	Oxistat 1 % External Cream	1
12347	AcetaZOLAMIDE 250 MG Oral Tablet	1
18221	Mestinon 180 MG Oral Tablet Extended Release	1
142647	L-Arginine 1000 MG Oral Tablet	1
158754	Enoxaparin Sodium 120 MG/0.8ML Subcutaneous Solution	1
158676	Dulera 100-5 MCG/ACT Inhalation Aerosol	1
141033	Lactobacillus Extra Strength Oral Capsule	1
154857	Renvela 0.8 GM Oral Packet	1
19606	Desmopressin Acetate 4 MCG/ML Injection Solution	1
20911	Simethicone 125 MG Oral Tablet Chewable	1
21191	Levoxyl 200 MCG Oral Tablet	1
21190	Levoxyl 150 MCG Oral Tablet	1
138303	Somatuline Depot 120 MG/0.5ML Subcutaneous Solution	1
21189	Levoxyl 100 MCG Oral Tablet	1
138315	Diastat Pediatric 2.5 MG Rectal Gel	1
21069	Riboflavin 100 MG Oral Capsule	1
20994	Bisacodyl EC 5 MG Oral Tablet Delayed Release	1
138332	Azor 5-40 MG Oral Tablet	1
20986	Diflucan 150 MG Oral Tablet	1
20984	Catapres-TTS-1 0.1 MG/24HR Transdermal Patch Weekly	1
20964	Sodium Chloride 1 GM Oral Tablet	1
138364	MethylPREDNISolone 16 MG Oral Tablet	1
138668	Ranitidine 75 75 MG Oral Tablet	1
160557	Loratadine 5 MG/5ML Oral Solution	1
20691	Senokot 8.6 MG Oral Tablet	1
274	Augmentin 500-125 MG Oral Tablet	1
160345	Corvite Fe Oral Tablet	1
308	Bactrim DS 800-160 MG Oral Tablet	1
138593	MyKidz Iron 10 15 MG/1.5ML Oral Suspension	1
138605	Duac CS 1-5 % KIT	1
20491	Ritalin 5 MG Oral Tablet	1
138615	CitraNatal 90 DHA 90-1 & 250 MG MISC	1
160339	Donepezil HCl 5 MG Oral Tablet Dispersible	1
138622	Tamiflu 45 MG Oral Capsule	1
21259	Aspirin EC 81 MG Oral Tablet Delayed Release	1
160563	Nuedexta 20-10 MG Oral Capsule	1
253	Ativan 1 MG Oral Tablet	1
138292	Milk of Magnesia 1200 MG/15ML Oral Suspension	1
22045	Neoral 100 MG Oral Capsule	1
161635	Allegra Allergy Childrens 30 MG Oral Tablet	1
21831	Hydrocodone-Acetaminophen 7.5-650 MG Oral Tablet	1
161617	Allegra Allergy 60 MG Oral Tablet	1
21827	Mepron 750 MG/5ML Oral Suspension	1
21806	PredniSONE (Pak) 5 MG Oral Tablet	1
161610	Allegra Allergy Childrens 30 MG/5ML Oral Suspension	1
161600	Allegra Allergy Childrens 30 MG Oral Tablet Dispersible	1
21744	GlyBURIDE Micronized 1.5 MG Oral Tablet	1
161592	Allegra-D Allergy & Congestion 180-240 MG Oral Tablet Extended Release 24 Hour	1
138194	Soma 250 MG Oral Tablet	1
21740	Bromfenex PD 6-60 MG CPCR	1
138214	Retrovir 50 MG/5ML Oral Syrup	1
21707	Clotrimazole Anti-Fungal 1 % External Cream	1
21526	Sinemet CR 50-200 MG Oral Tablet Extended Release	1
161534	Sodium Chloride (Inhalant) 7 % Inhalation Nebulization Solution	1
21298	Spironolactone-HCTZ 25-25 MG Oral Tablet	1
138261	Amrix 30 MG Oral Capsule Extended Release 24 Hour	1
138265	Stalevo 200 50-200-200 MG Oral Tablet	1
138276	Azor 10-20 MG Oral Tablet	1
138281	TussiCaps 10-8 MG Oral Capsule Extended Release 12 Hour	1
161242	Fexofenadine-Pseudoephedrine 180-240 MG TB24	1
160797	HydrOXYzine HCl 10 MG/5ML Oral Solution	1
808	Coumadin 5 MG Oral Tablet	1
138680	Bismuth Subsalicylate 262 MG Oral Tablet Chewable	1
140469	1st Choice Lancets Ultra Thin Miscellaneous	1
159417	Gilenya 0.5 MG Oral Capsule	1
19696	Hyoscyamine 0.15 MG TABS	1
3871	Synthroid 150 MCG Oral Tablet	1
159637	Pramipexole Dihydrochloride 0.75 MG Oral Tablet	1
4383	Verapamil HCl 80 MG Oral Tablet	1
139530	Cefuroxime Axetil 125 MG/5ML Oral Suspension Reconstituted	1
139532	All Day Allergy 10 MG Oral Tablet	1
19678	Haloperidol Decanoate 50 MG/ML Intramuscular Solution	1
139593	Elite OB with DHA 28-1.25-200 MG Oral Capsule	1
139662	Simcor 750-20 MG Oral Tablet Extended Release 24 Hour	1
19674	GlyBURIDE 1.25 MG Oral Tablet	1
19673	Gentamicin Sulfate Powder	1
139707	Speech Therapy	1
138696	Kaletra 100-25 MG Oral Tablet	1
159322	Neomycin-Polymyxin-Dexameth 3.5-10000-0.1 Ophthalmic Ointment	1
159319	Neomycin-Polymyxin-Dexameth 3.5-10000-0.1 Ophthalmic Suspension	1
139723	Protonix 40 MG Oral Packet	1
19657	PHENobarbital 97.2 MG Oral Tablet	1
19656	PHENobarbital 64.8 MG Oral Tablet	1
19655	PHENobarbital 60 MG Oral Tablet	1
19654	PHENobarbital 32.4 MG Oral Tablet	1
19653	PHENobarbital 30 MG Oral Tablet	1
159281	Zarah 3-0.03 MG Oral Tablet	1
159221	Diazepam 10 MG Rectal Gel	1
19607	Desonide 0.05 % External Ointment	1
19700	Indapamide 1.25 MG Oral Tablet	1
19740	Piroxicam 10 MG Oral Capsule	1
3482	PROzac 20 MG Oral Capsule	1
19846	Tretinoin 0.05 % External Cream	1
138705	Senna 15 MG Oral Tablet	1
139063	BiPAP	1
20227	Propranolol HCl 60 MG Oral Tablet	1
20093	RisperDAL 4 MG Oral Tablet	1
20092	RisperDAL 3 MG Oral Tablet	1
1190	Doxycycline Hyclate 50 MG Oral Capsule	1
139117	Cetirizine HCl 5 MG Oral Tablet	1
20070	Carafate 1 GM/10ML Oral Suspension	1
160013	Pradaxa 75 MG Oral Capsule	1
19965	Premarin 1.25 MG Oral Tablet	1
1341	Erythromycin Ethylsuccinate 400 MG Oral Tablet	1
139163	Nutropin AQ Pen 20 MG/2ML Subcutaneous Solution	1
2107	Lasix 20 MG Oral Tablet	1
139164	ZyrTEC Childrens Allergy 5 MG Oral Tablet Chewable	1
139199	Methylphenidate HCl 10 MG Oral Tablet Extended Release	1
139200	Cleocin 75 MG/5ML Oral Solution Reconstituted	1
19945	Povidone-Iodine 10 % External Solution	1
2827	Nitrostat 0.3 MG Sublingual Tablet Sublingual	1
19909	Phenex-2 Oral Powder	1
19892	Tessalon Perles 100 MG Oral Capsule	1
19847	Tretinoin 0.1 % External Cream	1
139258	Tekturna HCT 150-25 MG Oral Tablet	1
139259	Tekturna HCT 300-12.5 MG Oral Tablet	1
139673	Cialis 2.5 MG Oral Tablet	1
17833	Levothroid 25 MCG Oral Tablet	1
17963	Soma 350 MG Oral Tablet	1
15707	Levothroid 75 MCG Oral Tablet	1
155509	Slow Iron 160 (50 Fe) MG Oral Tablet Extended Release	1
15712	Levothroid 200 MCG Oral Tablet	1
15710	Levothroid 137 MCG Oral Tablet	1
15709	Levothroid 100 MCG Oral Tablet	1
155505	Periflex Junior Oral Powder	1
152371	LaMICtal ODT 100 MG Oral Tablet Dispersible	1
152383	Asacol HD 800 MG Oral Tablet Delayed Release	1
15708	Levothroid 88 MCG Oral Tablet	1
152401	Malathion 0.5 % External Lotion	1
152404	LaMICtal ODT 50 MG Oral Tablet Dispersible	1
152412	Cimzia 2 X 200 MG/ML Subcutaneous Kit	1
152505	Corvita 150 150-1.25 MG Oral Tablet	1
13665	Codeine Phosphate Powder	1
152515	OB Complete 400 35-5-1.2 MG CAPS	1
15706	Levothroid 50 MCG Oral Tablet	1
13807	Capsaicin 0.025 % External Cream	1
15655	Leucovorin Calcium 25 MG Oral Tablet	1
13811	CarBAMazepine 100 MG/5ML Oral Suspension	1
152663	Cetraxal 0.2 % Otic Solution	1
152816	Cepacol Sore Throat Max Numb 15-4 MG Mouth/Throat Lozenge	1
152817	Creon 24000 UNIT Oral Capsule Delayed Release Particles	1
15572	Ketostix In Vitro Strip	1
15546	Dulcolax 5 MG Oral Tablet Delayed Release	1
15385	Doxepin HCl 25 MG Oral Capsule	1
152259	Concept DHA 53.5-38-1 MG Oral Capsule	1
155572	Desitin 13 % External Cream	1
12943	Atropine Sulfate 1 % Ophthalmic Solution	1
151703	Benadryl Allergy Childrens 12.5 MG Oral Tablet Chewable	1
156234	Chlorphen Tan-Phenyleph Tan 4.5-5 MG/5ML Oral Suspension	1
156224	Dr Smiths Diaper 10 % External Ointment	1
16333	Naftin 1 % External Cream	1
151551	Liothyronine Sodium 25 MCG Oral Tablet	1
16331	Nadolol 80 MG Oral Tablet	1
16330	Nadolol 40 MG Oral Tablet	1
16252	Motrin IB 200 MG Oral Tablet	1
13571	Bethanechol Chloride 10 MG Oral Tablet	1
16218	Fish Oil 1000 MG Oral Capsule	1
13572	Bethanechol Chloride 5 MG Oral Tablet	1
156148	Camino Pro 15 BetterMilk Oral Packet	1
16158	Minocin 100 MG Oral Capsule	1
156017	Ampyra 10 MG Oral Tablet Extended Release 12 Hour	1
156146	Mirapex ER 3 MG Oral Tablet Extended Release 24 Hour	1
151958	Topiramate 25 MG Oral Capsule Sprinkle	1
151985	Savella Titration Pack 12.5 & 25 & 50 MG Oral Miscellaneous	1
152018	Savella 50 MG Oral Tablet	1
152026	Savella 25 MG Oral Tablet	1
156140	Mirapex ER 0.375 MG Oral Tablet Extended Release 24 Hour	1
16090	Felbatol 400 MG Oral Tablet	1
152159	Ketorolac Tromethamine 60 MG/2ML Intramuscular Solution	1
15957	MedroxyPROGESTERone Acetate 2.5 MG Oral Tablet	1
13638	Clidinium-Chlordiazepoxide 2.5-5 MG Oral Capsule	1
15955	Medrol 2 MG Oral Tablet	1
153075	Benzoyl Peroxide Wash 7 % External Liquid	1
15384	Doxepin HCl 150 MG Oral Capsule	1
15383	Doxepin HCl 100 MG Oral Capsule	1
14259	Dipyridamole 75 MG Oral Tablet	1
15048	Gentamicin Sulfate 40 MG/ML Injection Solution	1
154083	Embrace Blood Glucose Test In Vitro Strip	1
154099	Brimonidine Tartrate 0.15 % Ophthalmic Solution	1
154143	PEG 3350 Oral Packet	1
154988	Alpha-Lipoic Acid 100 MG Oral Tablet	1
154155	Zenpep 5000 UNIT Oral Capsule Delayed Release Particles	1
15012	Dexamethasone Sodium Phosphate 4 MG/ML Injection Solution	1
15008	Dexamethasone 2 MG Oral Tablet	1
14859	Folic Acid 400 MCG Oral Tablet	1
154971	Ulesfia 5 % External Lotion	1
154489	Votrient 200 MG Oral Tablet	1
14793	Cytomel 5 MCG Oral Tablet	1
15382	Doxepin HCl 10 MG Oral Capsule	1
154890	Phenytoin Sodium Extended 200 MG Oral Capsule	1
14283	ChlorproMAZINE HCl 25 MG Oral Tablet	1
14660	Ferrous Sulfate 325 (65 Fe) MG Oral Tablet Delayed Release	1
14652	Ferrous Gluconate 324 (38 Fe) MG Oral Tablet	1
14539	Colace 50 MG Oral Capsule	1
154809	Perindopril Erbumine 4 MG Oral Tablet	1
14380	Clotrimazole 1 % External Solution	1
14328	Docusate Sodium 100 MG Oral Tablet	1
14376	ClomiPRAMINE HCl 50 MG Oral Capsule	1
154814	Tyvaso 0.6 MG/ML Inhalation Solution	1
14374	Clomid 50 MG Oral Tablet	1
15084	Grifulvin V 500 MG Oral Tablet	1
15106	Haldol Decanoate 100 MG/ML Intramuscular Solution	1
154020	Intuniv 4 MG Oral Tablet Extended Release 24 Hour	1
153844	LamoTRIgine 25 (42)-100 (7) MG KIT	1
153133	PEG-3350/Electrolytes 236 GM Oral Solution Reconstituted	1
153161	Effient 10 MG Oral Tablet	1
15378	Doral 15 MG Oral Tablet	1
13885	Carisoprodol-Aspirin 200-325 MG Oral Tablet	1
13899	Catapres-TTS-3 0.3 MG/24HR Transdermal Patch Weekly	1
15324	Imitrex STATdose System 6 MG/0.5ML Subcutaneous Kit	1
155434	Actemra 400 MG/20ML Intravenous Solution	1
153223	GNP Loratadine 10 MG Oral Tablet	1
15269	Diltiazem HCl 90 MG Oral Tablet	1
15268	Diltiazem HCl 120 MG Oral Tablet	1
15257	Dilantin Infatabs 50 MG Oral Tablet Chewable	1
15256	Dilantin 30 MG Oral Capsule	1
155433	Actemra 200 MG/10ML Intravenous Solution	1
15248	Hyoscyamine Sulfate 0.125 MG/5ML Oral Elixir	1
15234	Hydromet 5-1.5 MG/5ML Oral Syrup	1
153772	Imodium A-D 2 MG Oral Tablet Chewable	1
15141	Diazepam 1 MG/ML Oral Solution	1
153813	Valturna 150-160 MG Oral Tablet	1
153814	Valturna 300-320 MG Oral Tablet	1
153820	Tyvaso Refill 0.6 MG/ML Inhalation Solution	1
14118	Dexamethasone Sodium Phosphate 10 MG/ML Injection Solution	1
155380	Welchol 3.75 GM Oral Packet	1
14187	Cheratussin DAC 30-10-100 MG/5ML Oral Solution	1
16393	FluPHENAZine HCl 2.5 MG Oral Tablet	1
151491	Pulmicort Flexhaler 180 MCG/ACT Inhalation Aerosol Powder Breath Activated	1
16495	Niacin CR 500 MG Oral Capsule Extended Release	1
13098	Benzoyl Peroxide Wash 5 % External Liquid	1
149350	Galantamine Hydrobromide 24 MG Oral Capsule Extended Release 24 Hour	1
149353	Stalevo 75 18.75-75-200 MG Oral Tablet	1
149354	Stalevo 125 31.25-125-200 MG Oral Tablet	1
17517	Kenalog 40 MG/ML Injection Suspension	1
17463	Isosorbide Dinitrate 10 MG Oral Tablet	1
149485	Vitamin D 2000 UNIT Oral Tablet	1
17383	Imuran 50 MG Oral Tablet	1
13095	Benzoyl Peroxide 10 % External Lotion	1
149636	Dorzolamide HCl-Timolol Mal 22.3-6.8 MG/ML Ophthalmic Solution	1
17335	Pyrazinamide 500 MG Oral Tablet	1
13097	Benzoyl Peroxide Wash 10 % External Liquid	1
149756	Fenofibrate Micronized 200 MG Oral Capsule	1
150019	Stavudine 40 MG Oral Capsule	1
149760	Fenofibrate Micronized 67 MG Oral Capsule	1
17253	Propranolol HCl 20 MG/5ML Oral Solution	1
17244	Promethazine VC/Codeine 6.25-5-10 MG/5ML Oral Syrup	1
149805	Hydrocortisone Ace-Pramoxine 1-1 % Rectal Cream	1
149872	Periflex Infant Oral Powder	1
149931	Omega-3 Fish Oil 1000 MG Oral Capsule	1
149934	Budesonide 0.25 MG/2ML Inhalation Suspension	1
17229	Proglycem 50 MG/ML Oral Suspension	1
149948	Requip XL 12 MG Oral Tablet Extended Release 24 Hour	1
149949	FLUoxetine HCl (PMDD) 10 MG Oral Capsule	1
149953	Ascensia Autodisc Test In Vitro Disk	1
149193	Omnitrope 10 MG/1.5ML Subcutaneous Solution	1
17560	Reglan 5 MG Oral Tablet	1
149070	Venlafaxine HCl 150 MG Oral Tablet Extended Release 24 Hour	1
149048	Forteo 600 MCG/2.4ML Subcutaneous Solution	1
17922	Sodium Chloride 3 % Inhalation Nebulization Solution	1
147161	"BD Insulin Syringe Ultrafine 31G X 5/16\1 ML Miscellaneous"""	1
147176	QC Ferrous Sulfate 325 (65 Fe) MG Oral Tablet	1
157805	ClonazePAM 0.5 MG Oral Tablet Dispersible	1
17896	Loperamide HCl 1 MG/5ML Oral Liquid	1
157169	Amoxicillin-Pot Clavulanate 1000-62.5 MG Oral Tablet Extended Release 12 Hour	1
157106	Xifaxan 550 MG Oral Tablet	1
13022	Benadryl 25 MG Oral Capsule	1
13047	Benzoyl Peroxide 10 % External Gel	1
17836	Levothroid 175 MCG Oral Tablet	1
13048	Benzoyl Peroxide 2.5 % External Gel	1
17834	Levothroid 112 MCG Oral Tablet	1
14369	Clindamycin Phosphate 1 % External Solution	1
148181	Galantamine Hydrobromide 4 MG Oral Tablet	1
148226	Galantamine Hydrobromide 8 MG Oral Tablet	1
17784	Simethicone 40 MG/0.6ML Oral Suspension	1
148802	Carbidopa-Levodopa 25-100 MG Oral Tablet Dispersible	1
148828	Carbidopa-Levodopa 25-250 MG Oral Tablet Dispersible	1
148834	Polyethylene Glycol 3350-GRX Oral Powder	1
