medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
138131	Carvedilol 6.25 MG Oral Tablet	63173	Cardiomyopathy	6	0.333333	200031	20352	carvedilol	DOID:0050700	cardiomyopathy
138131	Carvedilol 6.25 MG Oral Tablet	63217	Congestive Heart Failure	20	0.25974	200031	20352	carvedilol	DOID:6000	congestive heart failure
138131	Carvedilol 6.25 MG Oral Tablet	63467	Hypertension	38	0.214689	200031	20352	carvedilol	DOID:10763	hypertension
138131	Carvedilol 6.25 MG Oral Tablet	63468	Essential Hypertension	23	0.338235	200031	20352	carvedilol	DOID:10825	essential hypertension
138131	Carvedilol 6.25 MG Oral Tablet	63470	Benign Essential Hypertension	24	0.393443	200031	20352	carvedilol	DOID:10913	benign essential hypertension
138145	Carvedilol 3.125 MG Oral Tablet	62975	Coronary Artery Disease	24	0.303797	686924	20352	carvedilol	DOID:3393	coronary artery disease
138145	Carvedilol 3.125 MG Oral Tablet	63173	Cardiomyopathy	6	0.4	686924	20352	carvedilol	DOID:0050700	cardiomyopathy
138145	Carvedilol 3.125 MG Oral Tablet	63174	Dilated Cardiomyopathy	2	0.25	686924	20352	carvedilol	DOID:12930	dilated cardiomyopathy
138145	Carvedilol 3.125 MG Oral Tablet	63217	Congestive Heart Failure	10	0.204082	686924	20352	carvedilol	DOID:6000	congestive heart failure
138145	Carvedilol 3.125 MG Oral Tablet	63467	Hypertension	33	0.3	686924	20352	carvedilol	DOID:10763	hypertension
138145	Carvedilol 3.125 MG Oral Tablet	63468	Essential Hypertension	15	0.3125	686924	20352	carvedilol	DOID:10825	essential hypertension
138145	Carvedilol 3.125 MG Oral Tablet	63470	Benign Essential Hypertension	13	0.382353	686924	20352	carvedilol	DOID:10913	benign essential hypertension
138193	Isentress 400 MG Oral Tablet	76835	HIV Infection	22	0.666667	744846	719872	raltegravir	DOID:526	HIV infection
138198	Diastat AcuDial 20 MG Rectal Gel	297231	Epilepsy	7	0.636364	801966	3322	Diazepam	DOID:1826	epilepsy
138260	Ofloxacin 0.3 % Otic Solution	62322	Otitis Externa	13	0.65	242446	7623	Ofloxacin	DOID:9463	otitis externa
138260	Ofloxacin 0.3 % Otic Solution	62350	Acute Serous Otitis Media	3	0.333333	242446	7623	Ofloxacin	DOID:11557	acute serous otitis media
138260	Ofloxacin 0.3 % Otic Solution	62497	Cholesteatoma Of Attic	2	1	242446	7623	Ofloxacin	DOID:10963	cholesteatoma of attic
138260	Ofloxacin 0.3 % Otic Solution	62499	Cholesteatoma Of Middle Ear And Mastoid	2	0.333333	242446	7623	Ofloxacin	DOID:10964	Cholesteatoma of middle ear and mastoid
138292	Milk of Magnesia 1200 MG/15ML Oral Suspension	166777	Constipation	3	0.5	253017	6581	Magnesium Hydroxide	DOID:2089	constipation
138298	OXcarbazepine 300 MG Oral Tablet	76272	Schizoaffective Disorder	2	1	312137	32624	oxcarbazepine	DOID:5418	schizoaffective disorder
138298	OXcarbazepine 300 MG Oral Tablet	76307	Bipolar Disorder	4	0.444444	312137	32624	oxcarbazepine	DOID:3312	bipolar disorder
138298	OXcarbazepine 300 MG Oral Tablet	297231	Epilepsy	4	0.5	312137	32624	oxcarbazepine	DOID:1826	epilepsy
138300	Exelon 9.5 MG/24HR Transdermal Patch 24 Hour	75020	Alzheimer's Disease	9	0.45	725105	183379	rivastigmine	DOID:10652	Alzheimer's disease
138300	Exelon 9.5 MG/24HR Transdermal Patch 24 Hour	75032	Vascular Dementia	5	0.625	725105	183379	rivastigmine	DOID:8725	vascular dementia
138300	Exelon 9.5 MG/24HR Transdermal Patch 24 Hour	251600	Dementia	13	0.5	725105	183379	rivastigmine	DOID:1307	dementia
138303	Somatuline Depot 120 MG/0.5ML Subcutaneous Solution	258894	Acromegaly	2	1	749816	68092	lanreotide	DOID:2449	acromegaly
138307	Diastat AcuDial 10 MG Rectal Gel	288823	Lennox-Gastaut Syndrome	3	0.428571	801962	3322	Diazepam	DOID:0050561	Lennox-Gastaut syndrome
138307	Diastat AcuDial 10 MG Rectal Gel	297231	Epilepsy	12	0.631579	801962	3322	Diazepam	DOID:1826	epilepsy
138316	OXcarbazepine 150 MG Oral Tablet	75125	Multiple Sclerosis	2	0.25	312136	32624	oxcarbazepine	DOID:2377	multiple sclerosis
138316	OXcarbazepine 150 MG Oral Tablet	75486	Trigeminal Neuralgia	3	0.6	312136	32624	oxcarbazepine	DOID:12098	trigeminal neuralgia
138316	OXcarbazepine 150 MG Oral Tablet	76307	Bipolar Disorder	3	0.3	312136	32624	oxcarbazepine	DOID:3312	bipolar disorder
138316	OXcarbazepine 150 MG Oral Tablet	76431	Borderline Personality Disorder	2	0.25	312136	32624	oxcarbazepine	DOID:10930	borderline personality disorder
138330	Albuterol Sulfate 0.63 MG/3ML Inhalation Nebulization Solution	64181	Asthma	12	0.461538	351137	435	Albuterol	DOID:2841	asthma
138330	Albuterol Sulfate 0.63 MG/3ML Inhalation Nebulization Solution	64205	Chronic Obstructive Pulmonary Disease	2	0.285714	351137	435	Albuterol	DOID:3083	chronic obstructive pulmonary disease
138346	Exelon 4.6 MG/24HR Transdermal Patch 24 Hour	75020	Alzheimer's Disease	6	0.461538	751302	183379	rivastigmine	DOID:10652	Alzheimer's disease
138346	Exelon 4.6 MG/24HR Transdermal Patch 24 Hour	75032	Vascular Dementia	2	0.5	751302	183379	rivastigmine	DOID:8725	vascular dementia
138346	Exelon 4.6 MG/24HR Transdermal Patch 24 Hour	75080	Parkinson's Disease	4	0.4	751302	183379	rivastigmine	DOID:14330	Parkinson's disease
138346	Exelon 4.6 MG/24HR Transdermal Patch 24 Hour	251600	Dementia	9	0.391304	751302	183379	rivastigmine	DOID:1307	dementia
138364	MethylPREDNISolone 16 MG Oral Tablet	70472	Systemic Lupus Erythematosus	2	1	328161	6902	Methylprednisolone	DOID:9074	systemic lupus erythematosus
138593	MyKidz Iron 10 15 MG/1.5ML Oral Suspension	77962	Anemia	7	1	1012609	24947	ferrous sulfate	DOID:2355	anemia
138622	Tamiflu 45 MG Oral Capsule	64119	Influenza	2	1	728115	260101	Oseltamivir	DOID:8469	influenza
138705	Senna 15 MG Oral Tablet	166777	Constipation	2	0.666667	200162	36387	sennosides, USP	DOID:2089	constipation
139104	Renvela 800 MG Oral Tablet	69353	Secondary Hyperparathyroidism	2	0.4	749210	214824	sevelamer	DOID:12466	secondary hyperparathyroidism
139104	Renvela 800 MG Oral Tablet	80847	Renal Cell Carcinoma	2	0.666667	749210	214824	sevelamer	DOID:4450	renal cell carcinoma
139104	Renvela 800 MG Oral Tablet	296780	Hyperphosphatemia	2	0.4	749210	214824	sevelamer	DOID:0050459	hyperphosphatemia
139110	Balsalazide Disodium 750 MG Oral Capsule	64980	Crohn's Disease	3	0.75	885857	18747	balsalazide	DOID:8778	Crohn's disease
139110	Balsalazide Disodium 750 MG Oral Capsule	65041	Ulcerative Colitis	2	0.5	885857	18747	balsalazide	DOID:8577	ulcerative colitis
139114	Intelence 100 MG Oral Tablet	76835	HIV Infection	9	0.818182	758555	475969	etravirine	DOID:526	HIV infection
139117	Cetirizine HCl 5 MG Oral Tablet	62598	Allergic Rhinitis	4	1	1014676	20610	Cetirizine	DOID:4481	allergic rhinitis
139118	Cetirizine HCl 10 MG Oral Tablet	62598	Allergic Rhinitis	99	0.707143	1014678	20610	Cetirizine	DOID:4481	allergic rhinitis
139118	Cetirizine HCl 10 MG Oral Tablet	62611	Chronic Rhinitis	2	0.333333	1014678	20610	Cetirizine	DOID:8252	chronic rhinitis
139118	Cetirizine HCl 10 MG Oral Tablet	64181	Asthma	18	0.195652	1014678	20610	Cetirizine	DOID:2841	asthma
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	64678	Esophagitis	2	0.285714	314200	40790	pantoprazole	DOID:11963	esophagitis
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	64762	Dyspepsia	2	0.285714	314200	40790	pantoprazole	DOID:2321	dyspepsia
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	64763	Gastritis	8	0.307692	314200	40790	pantoprazole	DOID:4029	gastritis
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	64826	Gastric Ulcer	2	0.285714	314200	40790	pantoprazole	DOID:10808	gastric ulcer
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	64980	Crohn's Disease	3	0.5	314200	40790	pantoprazole	DOID:8778	Crohn's disease
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	70455	Rheumatoid Arthritis	4	0.285714	314200	40790	pantoprazole	DOID:7148	rheumatoid arthritis
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	70475	Scleroderma	5	0.454545	314200	40790	pantoprazole	DOID:418	Scleroderma
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	70475	Scleroderma	5	0.454545	314200	40790	pantoprazole	DOID:419	scleroderma
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	70706	Ankylosing Spondylitis	2	0.4	314200	40790	pantoprazole	DOID:7147	ankylosing spondylitis
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	80847	Renal Cell Carcinoma	5	0.454545	314200	40790	pantoprazole	DOID:4450	renal cell carcinoma
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	260898	Kidney Cancer	4	0.571429	314200	40790	pantoprazole	DOID:263	kidney cancer
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	278812	Prostate Cancer	5	0.277778	314200	40790	pantoprazole	DOID:10283	prostate cancer
139120	Pantoprazole Sodium 40 MG Oral Tablet Delayed Release	282704	Acute Gastritis	2	0.666667	314200	40790	pantoprazole	DOID:4029	acute Gastritis
139134	Ramipril 2.5 MG Oral Capsule	34588	Proteinuria	2	0.4	198188	35296	Ramipril	DOID:576	proteinuria
139134	Ramipril 2.5 MG Oral Capsule	62916	Atrial Fibrillation	2	0.222222	198188	35296	Ramipril	DOID:0060224	atrial fibrillation
139134	Ramipril 2.5 MG Oral Capsule	62975	Coronary Artery Disease	4	0.266667	198188	35296	Ramipril	DOID:3393	coronary artery disease
139134	Ramipril 2.5 MG Oral Capsule	63467	Hypertension	8	0.242424	198188	35296	Ramipril	DOID:10763	hypertension
139134	Ramipril 2.5 MG Oral Capsule	63468	Essential Hypertension	6	0.428571	198188	35296	Ramipril	DOID:10825	essential hypertension
139134	Ramipril 2.5 MG Oral Capsule	69387	Type I Diabetes Mellitus	2	0.666667	198188	35296	Ramipril	DOID:9744	type I diabetes mellitus
139164	ZyrTEC Childrens Allergy 5 MG Oral Tablet Chewable	62598	Allergic Rhinitis	2	0.666667	1014645	20610	Cetirizine	DOID:4481	allergic rhinitis
139200	Cleocin 75 MG/5ML Oral Solution Reconstituted	61321	Stye	2	1	748743	2582	Clindamycin	DOID:9909	Stye
139201	Ramipril 5 MG Oral Capsule	62975	Coronary Artery Disease	3	0.111111	198189	35296	Ramipril	DOID:3393	coronary artery disease
139201	Ramipril 5 MG Oral Capsule	63217	Congestive Heart Failure	3	0.428571	198189	35296	Ramipril	DOID:6000	congestive heart failure
139201	Ramipril 5 MG Oral Capsule	63467	Hypertension	26	0.325	198189	35296	Ramipril	DOID:10763	hypertension
139201	Ramipril 5 MG Oral Capsule	63468	Essential Hypertension	16	0.484848	198189	35296	Ramipril	DOID:10825	essential hypertension
139201	Ramipril 5 MG Oral Capsule	63470	Benign Essential Hypertension	10	0.47619	198189	35296	Ramipril	DOID:10913	benign essential hypertension
139202	Ramipril 10 MG Oral Capsule	34588	Proteinuria	3	0.2	261962	35296	Ramipril	DOID:576	proteinuria
139202	Ramipril 10 MG Oral Capsule	62975	Coronary Artery Disease	5	0.147059	261962	35296	Ramipril	DOID:3393	coronary artery disease
139202	Ramipril 10 MG Oral Capsule	63217	Congestive Heart Failure	3	0.166667	261962	35296	Ramipril	DOID:6000	congestive heart failure
139202	Ramipril 10 MG Oral Capsule	63467	Hypertension	55	0.392857	261962	35296	Ramipril	DOID:10763	hypertension
139202	Ramipril 10 MG Oral Capsule	63468	Essential Hypertension	48	0.564706	261962	35296	Ramipril	DOID:10825	essential hypertension
139202	Ramipril 10 MG Oral Capsule	63470	Benign Essential Hypertension	14	0.388889	261962	35296	Ramipril	DOID:10913	benign essential hypertension
139202	Ramipril 10 MG Oral Capsule	69381	Type II Diabetes Mellitus	6	0.130435	261962	35296	Ramipril	DOID:9352	type II diabetes mellitus
139203	Cetirizine HCl 5 MG Oral Tablet Chewable	62597	Rhinitis	2	0.666667	1014643	20610	Cetirizine	DOID:4483	rhinitis
139203	Cetirizine HCl 5 MG Oral Tablet Chewable	62598	Allergic Rhinitis	27	0.642857	1014643	20610	Cetirizine	DOID:4481	allergic rhinitis
139204	Cetirizine HCl 10 MG Oral Tablet Chewable	62598	Allergic Rhinitis	14	0.5	1014674	20610	Cetirizine	DOID:4481	allergic rhinitis
139204	Cetirizine HCl 10 MG Oral Tablet Chewable	69710	Contact Dermatitis	2	1	1014674	20610	Cetirizine	DOID:2773	contact dermatitis
139219	HumaLOG KwikPen 100 UNIT/ML Subcutaneous Solution	69380	Diabetes Mellitus	12	0.162162	847209	86009	Insulin Lispro	DOID:9351	diabetes mellitus
139219	HumaLOG KwikPen 100 UNIT/ML Subcutaneous Solution	69381	Type II Diabetes Mellitus	5	0.147059	847209	86009	Insulin Lispro	DOID:9352	type II diabetes mellitus
139219	HumaLOG KwikPen 100 UNIT/ML Subcutaneous Solution	69387	Type I Diabetes Mellitus	8	0.470588	847209	86009	Insulin Lispro	DOID:9744	type I diabetes mellitus
139280	Bystolic 2.5 MG Oral Tablet	62975	Coronary Artery Disease	5	0.454545	751620	31555	nebivolol	DOID:3393	coronary artery disease
139280	Bystolic 2.5 MG Oral Tablet	63470	Benign Essential Hypertension	3	0.333333	751620	31555	nebivolol	DOID:10913	benign essential hypertension
139281	Bystolic 5 MG Oral Tablet	62916	Atrial Fibrillation	2	0.2	751623	31555	nebivolol	DOID:0060224	atrial fibrillation
139281	Bystolic 5 MG Oral Tablet	62975	Coronary Artery Disease	6	0.162162	751623	31555	nebivolol	DOID:3393	coronary artery disease
139281	Bystolic 5 MG Oral Tablet	63467	Hypertension	27	0.241071	751623	31555	nebivolol	DOID:10763	hypertension
139281	Bystolic 5 MG Oral Tablet	63468	Essential Hypertension	13	0.433333	751623	31555	nebivolol	DOID:10825	essential hypertension
139281	Bystolic 5 MG Oral Tablet	63470	Benign Essential Hypertension	16	0.457143	751623	31555	nebivolol	DOID:10913	benign essential hypertension
139282	Bystolic 10 MG Oral Tablet	62975	Coronary Artery Disease	8	0.210526	751616	31555	nebivolol	DOID:3393	coronary artery disease
139282	Bystolic 10 MG Oral Tablet	63467	Hypertension	28	0.325581	751616	31555	nebivolol	DOID:10763	hypertension
139282	Bystolic 10 MG Oral Tablet	63468	Essential Hypertension	22	0.628571	751616	31555	nebivolol	DOID:10825	essential hypertension
139282	Bystolic 10 MG Oral Tablet	63470	Benign Essential Hypertension	13	0.448276	751616	31555	nebivolol	DOID:10913	benign essential hypertension
139527	Alendronate Sodium 70 MG Oral Tablet	69341	Osteoporosis	160	0.744186	904431	46041	Alendronate	DOID:11476	osteoporosis
139527	Alendronate Sodium 70 MG Oral Tablet	70146	Osteoarthritis	3	0.1	904431	46041	Alendronate	DOID:8398	osteoarthritis
139527	Alendronate Sodium 70 MG Oral Tablet	70455	Rheumatoid Arthritis	6	0.113208	904431	46041	Alendronate	DOID:7148	rheumatoid arthritis
139532	All Day Allergy 10 MG Oral Tablet	62598	Allergic Rhinitis	2	1	1014678	20610	Cetirizine	DOID:4481	allergic rhinitis
139533	Alendronate Sodium 35 MG Oral Tablet	69341	Osteoporosis	9	0.529412	904396	46041	Alendronate	DOID:11476	osteoporosis
139533	Alendronate Sodium 35 MG Oral Tablet	70146	Osteoarthritis	2	0.4	904396	46041	Alendronate	DOID:8398	osteoarthritis
141089	ROPINIRole HCl 1 MG Oral Tablet	75054	Restless Legs Syndrome	4	0.5	314208	72302	ropinirole	DOID:0050425	restless legs syndrome
141089	ROPINIRole HCl 1 MG Oral Tablet	75080	Parkinson's Disease	2	1	314208	72302	ropinirole	DOID:14330	Parkinson's disease
141608	Senna 8.6 MG Oral Capsule	166777	Constipation	2	0.5	312935	36387	sennosides, USP	DOID:2089	constipation
141616	Iron Supplement 325 (65 Fe) MG Oral Tablet	77962	Anemia	3	0.3	310325	24947	ferrous sulfate	DOID:2355	anemia
142033	Cimzia 2 X 200 MG Subcutaneous Kit	70455	Rheumatoid Arthritis	3	1	795085	709271	certolizumab pegol	DOID:7148	rheumatoid arthritis
142035	Simply Saline 0.9 % Nasal Aerosol Solution	62598	Allergic Rhinitis	2	0.5	352148	9863	Sodium Chloride	DOID:4481	allergic rhinitis
142137	Cetirizine HCl Childrens Alrgy 1 MG/ML Oral Syrup	62598	Allergic Rhinitis	6	0.857143	1014673	20610	Cetirizine	DOID:4481	allergic rhinitis
142307	Clobetasol Propionate 0.05 % External Foam	69901	Psoriasis	2	1	861353	2590	Clobetasol	DOID:8893	psoriasis
142315	Sular 34 MG Oral Tablet Extended Release 24 Hour	63470	Benign Essential Hypertension	3	1	763591	7435	Nisoldipine	DOID:10913	benign essential hypertension
142316	Prezista 600 MG Oral Tablet	76835	HIV Infection	20	0.606061	794610	460132	darunavir	DOID:526	HIV infection
142416	Amitiza 8 MCG Oral Capsule	65076	Irritable Bowel Syndrome	2	1	794641	623033	lubiprostone	DOID:9778	irritable bowel syndrome
142496	Luvox CR 100 MG Oral Capsule Extended Release 24 Hour	76546	Obsessive Compulsive Disorder	3	0.75	903875	42355	Fluvoxamine	DOID:10933	obsessive compulsive disorder
142728	Dulcolax Milk of Magnesia 400 MG/5ML Oral Suspension	166777	Constipation	3	1	253017	6581	Magnesium Hydroxide	DOID:2089	constipation
143223	Pristiq 50 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	4	0.666667	790290	734064	Desvenlafaxine	DOID:14330	Parkinson's disease
143224	Pristiq 100 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	2	1	790267	734064	Desvenlafaxine	DOID:14330	Parkinson's disease
143226	Xyzal 2.5 MG/5ML Oral Solution	62598	Allergic Rhinitis	24	0.727273	855170	356887	levocetirizine	DOID:4481	allergic rhinitis
143227	Patanase 0.6 % Nasal Solution	62588	Chronic Ethmoidal Sinusitis	4	0.222222	1111337	135391	olopatadine	DOID:9312	chronic ethmoidal sinusitis
143227	Patanase 0.6 % Nasal Solution	62598	Allergic Rhinitis	20	0.540541	1111337	135391	olopatadine	DOID:4481	allergic rhinitis
143227	Patanase 0.6 % Nasal Solution	62611	Chronic Rhinitis	5	0.294118	1111337	135391	olopatadine	DOID:8252	chronic rhinitis
143229	Voltaren 1 % GEL	70146	Osteoarthritis	12	0.545455	855635	3355	Diclofenac	DOID:8398	osteoarthritis
143229	Voltaren 1 % GEL	70455	Rheumatoid Arthritis	8	0.380952	855635	3355	Diclofenac	DOID:7148	rheumatoid arthritis
143229	Voltaren 1 % GEL	70475	Scleroderma	4	0.5	855635	3355	Diclofenac	DOID:418	Scleroderma
143229	Voltaren 1 % GEL	70475	Scleroderma	4	0.5	855635	3355	Diclofenac	DOID:419	scleroderma
143229	Voltaren 1 % GEL	73564	Lateral Epicondylitis	2	1	855635	3355	Diclofenac	DOID:14087	Lateral epicondylitis
143235	Allegra ODT 30 MG TBDP	62598	Allergic Rhinitis	5	0.833333	997484	87636	fexofenadine	DOID:4481	allergic rhinitis
143235	Allegra ODT 30 MG TBDP	64181	Asthma	3	0.375	997484	87636	fexofenadine	DOID:2841	asthma
143249	Actonel 150 MG Oral Tablet	69341	Osteoporosis	30	0.625	905030	73056	Risedronate	DOID:11476	osteoporosis
143249	Actonel 150 MG Oral Tablet	70455	Rheumatoid Arthritis	3	0.272727	905030	73056	Risedronate	DOID:7148	rheumatoid arthritis
143274	ROPINIRole HCl 2 MG Oral Tablet	75054	Restless Legs Syndrome	5	0.714286	312847	72302	ropinirole	DOID:0050425	restless legs syndrome
143274	ROPINIRole HCl 2 MG Oral Tablet	75080	Parkinson's Disease	4	0.8	312847	72302	ropinirole	DOID:14330	Parkinson's disease
143274	ROPINIRole HCl 2 MG Oral Tablet	75125	Multiple Sclerosis	2	0.666667	312847	72302	ropinirole	DOID:2377	multiple sclerosis
143275	ROPINIRole HCl 3 MG Oral Tablet	75080	Parkinson's Disease	2	0.5	283858	72302	ropinirole	DOID:14330	Parkinson's disease
143277	ROPINIRole HCl 0.25 MG Oral Tablet	75054	Restless Legs Syndrome	11	0.916667	312845	72302	ropinirole	DOID:0050425	restless legs syndrome
143278	ROPINIRole HCl 0.5 MG Oral Tablet	75054	Restless Legs Syndrome	8	0.727273	312846	72302	ropinirole	DOID:0050425	restless legs syndrome
146411	ROPINIRole HCl 5 MG Oral Tablet	75054	Restless Legs Syndrome	2	1	312849	72302	ropinirole	DOID:0050425	restless legs syndrome
146411	ROPINIRole HCl 5 MG Oral Tablet	75080	Parkinson's Disease	2	0.666667	312849	72302	ropinirole	DOID:14330	Parkinson's disease
146558	GNP Aspirin 325 MG Oral Tablet Delayed Release	62975	Coronary Artery Disease	2	1	198467	1191	Aspirin	DOID:3393	coronary artery disease
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	62597	Rhinitis	4	0.8	1014673	20610	Cetirizine	DOID:4483	rhinitis
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	62598	Allergic Rhinitis	115	0.705521	1014673	20610	Cetirizine	DOID:4481	allergic rhinitis
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	62611	Chronic Rhinitis	5	0.416667	1014673	20610	Cetirizine	DOID:8252	chronic rhinitis
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	64181	Asthma	19	0.145038	1014673	20610	Cetirizine	DOID:2841	asthma
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	69941	Urticaria	2	0.5	1014673	20610	Cetirizine	DOID:1555	urticaria
146622	Cetirizine HCl 5 MG/5ML Oral Syrup	278350	Eczema	6	0.133333	1014673	20610	Cetirizine	DOID:2723	eczema
146629	NexIUM 10 MG Oral Packet	62598	Allergic Rhinitis	4	0.210526	861570	283742	Esomeprazole	DOID:4481	allergic rhinitis
146632	Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour	76272	Schizoaffective Disorder	3	1	993542	42347	Bupropion	DOID:5418	schizoaffective disorder
146632	Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour	76383	Dysthymic Disorder	2	0.666667	993542	42347	Bupropion	DOID:12139	dysthymic disorder
146632	Budeprion XL 150 MG Oral Tablet Extended Release 24 Hour	76536	Generalized Anxiety Disorder	2	0.666667	993542	42347	Bupropion	DOID:14320	generalized anxiety disorder
146633	Cetirizine HCl Childrens 1 MG/ML Oral Solution	62598	Allergic Rhinitis	2	0.5	1014673	20610	Cetirizine	DOID:4481	allergic rhinitis
146658	Glumetza 1000 MG Oral Tablet Extended Release 24 Hour	69380	Diabetes Mellitus	7	0.21875	861015	6809	Metformin	DOID:9351	diabetes mellitus
146658	Glumetza 1000 MG Oral Tablet Extended Release 24 Hour	69381	Type II Diabetes Mellitus	6	0.4	861015	6809	Metformin	DOID:9352	type II diabetes mellitus
146716	BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour	75125	Multiple Sclerosis	5	0.625	993541	42347	Bupropion	DOID:2377	multiple sclerosis
146716	BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour	76383	Dysthymic Disorder	4	0.666667	993541	42347	Bupropion	DOID:12139	dysthymic disorder
146716	BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour	76389	Atypical Depressive Disorder	2	0.5	993541	42347	Bupropion	DOID:12294	atypical depressive disorder
146716	BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour	76536	Generalized Anxiety Disorder	6	0.26087	993541	42347	Bupropion	DOID:14320	generalized anxiety disorder
146716	BuPROPion HCl 150 MG Oral Tablet Extended Release 24 Hour	76546	Obsessive Compulsive Disorder	2	0.4	993541	42347	Bupropion	DOID:10933	obsessive compulsive disorder
146824	Requip XL 8 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	9	0.5625	800499	72302	ropinirole	DOID:14330	Parkinson's disease
146849	Requip XL 2 MG Oral Tablet Extended Release 24 Hour	75054	Restless Legs Syndrome	6	0.75	799832	72302	ropinirole	DOID:0050425	restless legs syndrome
146849	Requip XL 2 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	4	0.307692	799832	72302	ropinirole	DOID:14330	Parkinson's disease
146893	Requip XL 4 MG Oral Tablet Extended Release 24 Hour	75054	Restless Legs Syndrome	2	0.5	800497	72302	ropinirole	DOID:0050425	restless legs syndrome
146893	Requip XL 4 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	3	0.5	800497	72302	ropinirole	DOID:14330	Parkinson's disease
146969	RisperiDONE 1 MG/ML Oral Solution	252543	Encephalopathy	2	0.222222	199387	35636	Risperidone	DOID:936	encephalopathy
146969	RisperiDONE 1 MG/ML Oral Solution	275496	Autistic Disorder	12	0.75	199387	35636	Risperidone	DOID:12849	autistic disorder
146973	RisperiDONE 4 MG Oral Tablet	76232	Paranoid Schizophrenia	2	0.666667	314211	35636	Risperidone	DOID:1229	paranoid schizophrenia
146973	RisperiDONE 4 MG Oral Tablet	76272	Schizoaffective Disorder	3	0.75	314211	35636	Risperidone	DOID:5418	schizoaffective disorder
146975	RisperiDONE 0.25 MG Oral Tablet	251600	Dementia	4	0.666667	312828	35636	Risperidone	DOID:1307	dementia
146975	RisperiDONE 0.25 MG Oral Tablet	275496	Autistic Disorder	5	0.714286	312828	35636	Risperidone	DOID:12849	autistic disorder
146989	RisperiDONE 3 MG Oral Tablet	76213	Schizophrenia	2	1	312832	35636	Risperidone	DOID:5419	schizophrenia
146989	RisperiDONE 3 MG Oral Tablet	76232	Paranoid Schizophrenia	5	0.833333	312832	35636	Risperidone	DOID:1229	paranoid schizophrenia
146989	RisperiDONE 3 MG Oral Tablet	76272	Schizoaffective Disorder	6	0.857143	312832	35636	Risperidone	DOID:5418	schizoaffective disorder
146989	RisperiDONE 3 MG Oral Tablet	76307	Bipolar Disorder	2	0.5	312832	35636	Risperidone	DOID:3312	bipolar disorder
146992	RisperiDONE 1 MG Oral Tablet	76213	Schizophrenia	2	0.4	312830	35636	Risperidone	DOID:5419	schizophrenia
146992	RisperiDONE 1 MG Oral Tablet	76232	Paranoid Schizophrenia	4	1	312830	35636	Risperidone	DOID:1229	paranoid schizophrenia
146992	RisperiDONE 1 MG Oral Tablet	76272	Schizoaffective Disorder	6	0.857143	312830	35636	Risperidone	DOID:5418	schizoaffective disorder
146992	RisperiDONE 1 MG Oral Tablet	76307	Bipolar Disorder	3	0.375	312830	35636	Risperidone	DOID:3312	bipolar disorder
146992	RisperiDONE 1 MG Oral Tablet	76536	Generalized Anxiety Disorder	3	0.333333	312830	35636	Risperidone	DOID:14320	generalized anxiety disorder
146992	RisperiDONE 1 MG Oral Tablet	76669	Impulse Control Disorder	3	0.75	312830	35636	Risperidone	DOID:10937	impulse control disorder
146992	RisperiDONE 1 MG Oral Tablet	275496	Autistic Disorder	5	0.833333	312830	35636	Risperidone	DOID:12849	autistic disorder
147014	RisperiDONE 0.5 MG Oral Tablet	76272	Schizoaffective Disorder	2	0.666667	312829	35636	Risperidone	DOID:5418	schizoaffective disorder
147014	RisperiDONE 0.5 MG Oral Tablet	76307	Bipolar Disorder	2	0.5	312829	35636	Risperidone	DOID:3312	bipolar disorder
