problem_definition_id	problem	indications	name_lower	doid	name	type
292748	Carrier Of Infectious Disease Staphylococcus Aureus Methicillin Resistant	1	carrier of infectious disease staphylococcus aureus methicillin resistant			
73557	Adhesive Capsulitis Of Shoulder	1	adhesive capsulitis of shoulder	DOID:14188	Adhesive capsulitis of shoulder	exact-synonym
259485	Selective B12 Malabsorption	1	selective b12 malabsorption			
274499	Seasickness	1	seasickness			
274478	Tympanic Membrane Perforation Of The Left Ear	1	tympanic membrane perforation of the left ear			
274473	Chronic Otitis Media Of Both Ears	1	chronic otitis media of both ears			
69426	Diabetic Peripheral Neuropathy Type II - Uncontrolled	1	diabetic peripheral neuropathy type ii - uncontrolled			
73600	Olecranon Bursitis	1	olecranon bursitis	DOID:12581	olecranon bursitis	name
69986	Carbuncle In The Groin	1	carbuncle in the groin			
293634	AIDS CDC Classification	1	aids cdc classification			
274459	Acute Recurrent Otitis Media Of Both Ears	1	acute recurrent otitis media of both ears			
34687	Open Wound Of The Auditory Canal	1	open wound of the auditory canal			
73597	Bursitis	1	bursitis	DOID:2965	bursitis	name
60996	Excessive Facial Or Body Hair (Hirsutism)	1	excessive facial or body hair (hirsutism)			
259470	Sickle Cell Thalassemia	1	sickle cell thalassemia			
74547	Abdominal Migraine Headache	1	abdominal migraine headache			
296997	Peripheral Arterial Disease	1	peripheral arterial disease			
257849	Overflow Incontinence	1	overflow incontinence			
297004	Acute Venous Thrombosis Of The Deep Vessels Of The Distal Lower Extremity	1	acute venous thrombosis of the deep vessels of the distal lower extremity			
257833	Functional Constipation	1	functional constipation			
257804	Venous Thrombosis Of The Deep Vessels Of The Distal Lower Extremity	1	venous thrombosis of the deep vessels of the distal lower extremity			
74540	Basilar Migraine Headache	1	basilar migraine headache			
252900	Bad Breath	1	bad breath			
74545	Hemiplegic Migraine Headache	1	hemiplegic migraine headache			
30261	Bipolar I Disorder, Most Recent Episode, Depressed Severe With Psychotic Features	1	bipolar i disorder, most recent episode, depressed severe with psychotic features			
62700	Acute Laryngitis	1	acute laryngitis	DOID:9396	acute laryngitis	name
70034	Furuncle On The Neck	1	furuncle on the neck			
252623	Myelopathy	1	myelopathy			
62718	Tracheitis	1	tracheitis	DOID:9392	tracheitis	name
252581	Idiopathic Dystonia Musculorum Deformans	1	idiopathic dystonia musculorum deformans			
30250	Bipolar I Disorder, Most Recent Episode, Mixed	1	bipolar i disorder, most recent episode, mixed			
296950	Memory Lapses Or Loss Worsening	1	memory lapses or loss worsening			
69314	Papillary Carcinoma Of The Thyroid Gland	1	papillary carcinoma of the thyroid gland	DOID:3969	Papillary carcinoma of the Thyroid gland	exact-synonym
298473	Acute Gouty Arthropathy	1	acute gouty arthropathy			
298484	Chronic Gouty Arthropathy	1	chronic gouty arthropathy			
74632	Coccidioidal Meningitis	1	coccidioidal meningitis			
298824	Birth Control Method - Contraceptive Vaginal Ring	1	birth control method - contraceptive vaginal ring			
298909	Strained Pectoralis Major Muscle	1	strained pectoralis major muscle			
252567	Partial Complex Psychosensory Seizure	1	partial complex psychosensory seizure			
74644	Brain Abscess	1	brain abscess			
74767	Brain Tumor	1	brain tumor			
252560	Motor Partial Seizure	1	motor partial seizure			
74884	Subependymal Giant Cell Astrocytoma	1	subependymal giant cell astrocytoma	DOID:5077	subependymal giant cell astrocytoma	name
74963	Hereditary Hemorrhagic Telangiectasia (Osler-Rendu-Weber)	1	hereditary hemorrhagic telangiectasia (osler-rendu-weber)			
70017	Cellulitis Of The Ankle	1	cellulitis of the ankle			
69294	Solitary Thyroid Nodule	1	solitary thyroid nodule			
257888	Prostatic Hyperplasia	1	prostatic hyperplasia			
296919	Failure To Thrive As Newborn	1	failure to thrive as newborn			
259451	Primary Hypercoagulable State	1	primary hypercoagulable state			
74106	Chronic Osteomyelitis	1	chronic osteomyelitis			
73700	Lumbar Spondylosis With Myelopathy	1	lumbar spondylosis with myelopathy			
73790	Contracture	1	contracture			
62405	Adhesive Otitis	1	adhesive otitis			
259126	Hyperhidrosis	1	hyperhidrosis			
258967	Hyperglycemia	1	hyperglycemia	DOID:4195	hyperglycemia	name
73799	Contracture Of Multiple Sites	1	contracture of multiple sites			
73919	Bunion	1	bunion			
62594	Nasal Cavity Polyps	1	nasal cavity polyps			
70045	Furuncle On The Back	1	furuncle on the back			
62601	Allergic Rhinitis Due To Grass Pollen	1	allergic rhinitis due to grass pollen			
74006	Avascular Necrosis	1	avascular necrosis			
74011	Aseptic Necrosis Of The Femoral Head	1	aseptic necrosis of the femoral head			
258836	Restrictive Lung Disease	1	restrictive lung disease			
296642	Functional Urinary Incontinence	1	functional urinary incontinence			
258831	Exercise-induced Bronchospasm	1	exercise-induced bronchospasm			
257889	Prostatic Hyperplasia With Urinary Obstruction	1	prostatic hyperplasia with urinary obstruction			
258750	Muscle Weakness	1	muscle weakness			
74279	Hydrarthrosis Of The Knee / Patella / Tibia / Fibula	1	hydrarthrosis of the knee / patella / tibia / fibula			
30790	Diastolic Hypertension	1	diastolic hypertension			
258023	Infected Superficial Thigh Injury	1	infected superficial thigh injury			
258020	Infected Superficial Injury Of Fingers	1	infected superficial injury of fingers			
296780	Hyperphosphatemia	1	hyperphosphatemia	DOID:0050459	hyperphosphatemia	name
62619	Nasal Vestibulitis	1	nasal vestibulitis			
74299	Palindromic Rheumatism Of Multiple Sites	1	palindromic rheumatism of multiple sites			
257950	Folic Acid Deficiency	1	folic acid deficiency			
62633	Salivary Secretion Disturbance	1	salivary secretion disturbance			
70037	Furuncle On The Upper Arm	1	furuncle on the upper arm			
62634	Salivary Secretion Disturbance: Ptyalism	1	salivary secretion disturbance: ptyalism			
74531	Episodic Tension-type Headache	1	episodic tension-type headache			
69348	Hyperparathyroidism	1	hyperparathyroidism	DOID:13543	hyperparathyroidism	name
292316	Gitelman's Syndrome	1	gitelman's syndrome			
72932	Nonunion Of Fracture	1	nonunion of fracture			
73450	Sprained Ribs	1	sprained ribs			
61124	Highly Irritable	1	highly irritable			
69805	Lichen Sclerosus Et Atrophicus	1	lichen sclerosus et atrophicus			
288997	Oral Thrush Of Newborn	1	oral thrush of newborn			
69794	Keratosis Pilaris	1	keratosis pilaris			
60957	Menses Abnormal	1	menses abnormal			
283233	Abscess Of The Scrotum	1	abscess of the scrotum			
60953	Penile Discharge	1	penile discharge			
283133	Prostatic Hyperplasia With Urinary Obstruction With Other Lower Urinary Tract Symptoms	1	prostatic hyperplasia with urinary obstruction with other lower urinary tract symptoms			
69750	Dermatitis Due To Drugs And Medicines	1	dermatitis due to drugs and medicines			
70463	Polyarticular Juvenile Rheumatoid Arthritis	1	polyarticular juvenile rheumatoid arthritis			
69736	Discoid Lupus Erythematosus With Systemic Involvement	1	discoid lupus erythematosus with systemic involvement			
283124	Prostatic Hyperplasia Without Urinary Obstruction With Other Lower Urinary Tract Symptoms	1	prostatic hyperplasia without urinary obstruction with other lower urinary tract symptoms			
283068	Microscopic Hematuria	1	microscopic hematuria			
70137	Infantile Seborrheic Dermatitis	1	infantile seborrheic dermatitis			
283048	Subacute Cystitis	1	subacute cystitis			
283036	Obstructive Uropathy	1	obstructive uropathy	DOID:5200	Obstructive Uropathy	exact-synonym
282815	Abdominal Pain Of Childhood	1	abdominal pain of childhood			
282806	Post-gastric Bypass For Obesity	1	post-gastric bypass for obesity			
282714	Bloating	1	bloating			
69693	Chronic Nondecubitus Ulcer Of The Foot	1	chronic nondecubitus ulcer of the foot			
69605	Acanthosis Nigricans	1	acanthosis nigricans	DOID:3138	acanthosis nigricans	name
61428	Acute Viral Conjunctivitis	1	acute viral conjunctivitis			
69597	Micropenis	1	micropenis			
282629	Diastolic Dysfunction	1	diastolic dysfunction			
61462	Conjunctivitis In The Left Eye	1	conjunctivitis in the left eye			
60905	Flatus	1	flatus			
61770	Panuveitis	1	panuveitis	DOID:12030	panuveitis	name
282269	Tachycardia	1	tachycardia			
289132	Benign Prostatic Hypertrophy Without Urinary Obstruction With Other Lower Urinary Tract Symptoms	1	benign prostatic hypertrophy without urinary obstruction with other lower urinary tract symptoms			
69569	Male Infertility	1	male infertility	DOID:12336	male infertility	name
61234	Hallucinations (Imagined Perceptions Not Based In Reality)	1	hallucinations (imagined perceptions not based in reality)			
61076	Urinary Loss Of Control	1	urinary loss of control			
292142	Allergic Rhinitis Due To Mold	1	allergic rhinitis due to mold			
283861	Rheumatoid Arthritis RF Negative	1	rheumatoid arthritis rf negative			
288920	Acute Post-thoracotomy Pain	1	acute post-thoracotomy pain			
288918	Acute Pain	1	acute pain			
70160	Localized Primary Osteoarthritis Of The Hand	1	localized primary osteoarthritis of the hand			
288894	Pain Syndromes	1	pain syndromes			
70141	Acrodermatitis Chronica Atrophicans	1	acrodermatitis chronica atrophicans			
288850	Cerebral Artery Occlusion With Cerebral Infarction	1	cerebral artery occlusion with cerebral infarction			
288959	Pyrexia	1	pyrexia			
288830	Orofacial Dyskinesia	1	orofacial dyskinesia			
70182	Localized Secondary Osteoarthritis Of The Hip	1	localized secondary osteoarthritis of the hip			
70188	Localized Osteoarthritis Of The Shoulder	1	localized osteoarthritis of the shoulder			
288819	Fasciculations	1	fasciculations			
288815	Partial Simple Seizure Without Impairment Of Consciousness	1	partial simple seizure without impairment of consciousness			
288961	Anosmia	1	anosmia			
288965	Spastic Gait	1	spastic gait			
70217	Osteoarthritis Of The Hand	1	osteoarthritis of the hand			
70222	Osteoarthrosis	1	osteoarthrosis	DOID:8398	osteoarthrosis	exact-synonym
61041	Fainting (Syncope)	1	fainting (syncope)			
70293	Arthropathy	1	arthropathy	DOID:381	arthropathy	name
60973	Vaginal Discharge (Symptom)	1	vaginal discharge (symptom)			
288522	Periodontal Abscess	1	periodontal abscess			
69816	Miliaria	1	miliaria	DOID:1382	miliaria	name
287531	Lacrimal Stenosis Of The Right Eye	1	lacrimal stenosis of the right eye			
287522	Dry Eye Syndrome Of Both Eyes	1	dry eye syndrome of both eyes			
287495	Acute Conjunctivitis Of The Left Eye	1	acute conjunctivitis of the left eye			
288990	Perianal Abscess	1	perianal abscess			
69806	Lichen Simplex Chronicus	1	lichen simplex chronicus			
284497	Partial Thickness (2nd Degree) Burns Of The Right Chest Wall	1	partial thickness (2nd degree) burns of the right chest wall			
284282	Blister	1	blister			
284040	Abrasion Of The Left Cornea	1	abrasion of the left cornea			
70552	Disorders Of Connective Tissue	1	disorders of connective tissue			
62324	Infective Otitis Externa	1	infective otitis externa			
62327	Acute Swimmer's Ear	1	acute swimmer's ear	DOID:10518	acute swimmer's ear	exact-synonym
62330	Acute Actinic Otitis Externa	1	acute actinic otitis externa			
62371	Chronic Atticoantral Suppurative Otitis Media	1	chronic atticoantral suppurative otitis media	DOID:14248	chronic atticoantral suppurative otitis media	exact-synonym
69950	Heat Urticaria	1	heat urticaria			
277900	Influenza With Other URI Manifestations	1	influenza with other uri manifestations			
277898	Influenza A(H2N2)	1	influenza a(h2n2)			
69459	Alimentary Hypoglycemia	1	alimentary hypoglycemia			
291786	Senile Dementia	1	senile dementia			
62372	Chronic Suppurative Otitis Media Of The Right Ear	1	chronic suppurative otitis media of the right ear			
62384	Chronic Serous Otitis Media	1	chronic serous otitis media			
276403	Muscle Weakness Generalized	1	muscle weakness generalized			
276378	Vomiting During Pregnancy	1	vomiting during pregnancy			
275615	Behavioral Insomnia Of Childhood	1	behavioral insomnia of childhood			
69967	Bacterial Dermatological Conditions	1	bacterial dermatological conditions			
291855	Addisonian Crisis	1	addisonian crisis			
292021	Complaint Of Allergic Reaction Seasonal	1	complaint of allergic reaction seasonal			
275605	Idiopathic Insomnia	1	idiopathic insomnia			
62387	Chronic Serous Otitis Media Of Both Ears	1	chronic serous otitis media of both ears			
69970	Carbuncle On The Face	1	carbuncle on the face			
71076	Closed Fracture Of Facial Bones	1	closed fracture of facial bones			
60853	Chest Pain Or Discomfort	1	chest pain or discomfort			
71097	Open Fracture Of Mandible / Lower Jaw	1	open fracture of mandible / lower jaw			
71119	Fracture Of The Vertebral Column	1	fracture of the vertebral column			
72681	Closed Bimalleolar Fracture	1	closed bimalleolar fracture			
275543	Psychophysiological Insomnia	1	psychophysiological insomnia			
72931	Malunion Of Fracture	1	malunion of fracture			
61002	Changed Sexual Interest (Libido): Decreased	1	changed sexual interest (libido): decreased			
73400	Sprain	1	sprain			
275539	Severe Single Episode Major Depression Without Psychotic Features	1	severe single episode major depression without psychotic features			
73405	Shoulder Sprain	1	shoulder sprain			
292099	Medium-chain Acyl-CoA Dehydrogenase Deficiency	1	medium-chain acyl-coa dehydrogenase deficiency			
69466	21-hydroxylase Deficiency (Non Salt Losing)	1	21-hydroxylase deficiency (non salt losing)			
277984	Allergic Bronchitis	1	allergic bronchitis			
60862	Feeling Congested In The Chest	1	feeling congested in the chest			
278570	Furuncle On The Left Thigh	1	furuncle on the left thigh			
70568	Fibrositis	1	fibrositis			
69897	Pruritus Ani	1	pruritus ani			
289875	Presenile Dementia	1	presenile dementia			
60896	Vomiting Blood (Hematemesis)	1	vomiting blood (hematemesis)			
278689	Cervical Facet Syndrome	1	cervical facet syndrome			
70569	Myopathies	1	myopathies			
62336	Otitis Externa Of The Right Ear	1	otitis externa of the right ear			
278664	Onychomycosis Of The Left 1st Toenail	1	onychomycosis of the left 1st toenail			
278663	Onychomycosis Of The Left Toenails	1	onychomycosis of the left toenails			
60889	Pain On Swallowing	1	pain on swallowing			
278637	Skin Abscess Of The Right Leg	1	skin abscess of the right leg			
289881	Petit Mal Seizure, Juvenile With Intractable Seizure	1	petit mal seizure, juvenile with intractable seizure			
278576	Bullous Impetigo	1	bullous impetigo			
70131	Intertrigo	1	intertrigo			
69493	Primary Adrenal Insufficiency ('Addison Disease')	1	primary adrenal insufficiency ('addison disease')			
69547	Inadequate Luteal Phase	1	inadequate luteal phase			
278541	Furuncle On The Breast	1	furuncle on the breast			
278526	Skin Abscess Of The Left Thigh	1	skin abscess of the left thigh			
278474	Furuncle In The Right Axilla	1	furuncle in the right axilla			
69918	Keloid Scar	1	keloid scar			
69293	Nontoxic Nodular Goiter	1	nontoxic nodular goiter			
278464	Skin Abscess Of The Left Buttock	1	skin abscess of the left buttock			
69526	Hypotension	1	hypotension			
69508	Aldosteronism	1	aldosteronism			
69507	Secondary Adrenal Insufficiency	1	secondary adrenal insufficiency			
70643	Allergic Granulomatous Angiitis (Churg-Strauss)	1	allergic granulomatous angiitis (churg-strauss)			
278225	Diabetes With Neurological Complications Uncontrolled	1	diabetes with neurological complications uncontrolled			
70645	Henoch-Schonlein Purpura	1	henoch-schonlein purpura	DOID:11123	Henoch-Schonlein Purpura	exact-synonym
62347	Acute Suppurative Otitis Media Of The Right Ear	1	acute suppurative otitis media of the right ear			
250884	Benign Hypertensive Heart Disease Without Congestive Heart Failure	1	benign hypertensive heart disease without congestive heart failure			
69270	Thyroiditis	1	thyroiditis	DOID:7166	thyroiditis	name
85696	Lump Or Swelling In The Neck	1	lump or swelling in the neck			
65996	Acute Mastitis	1	acute mastitis			
66071	Pubertal Menorrhagia	1	pubertal menorrhagia			
66074	Postmenopausal Bleeding	1	postmenopausal bleeding			
85668	Pain In The Hands	1	pain in the hands			
76358	Major Depression, Recurrent Without Melancholia	1	major depression, recurrent without melancholia			
85686	Pain In The Arms	1	pain in the arms			
64781	Chronic Atrophic Gastritis	1	chronic atrophic gastritis			
66075	Post-artificial Menopause State	1	post-artificial menopause state			
64099	Dependent Edema Due To Inactivity	1	dependent edema due to inactivity			
64749	Gastrostomy Complication	1	gastrostomy complication			
64701	Esophageal Varices	1	esophageal varices	DOID:112	esophageal varices	exact-synonym
64643	Nonpathogenic Protozoal Intestinal Disease (Endolimax)	1	nonpathogenic protozoal intestinal disease (endolimax)			
66091	Endometriosis Of The Pelvic Peritoneum	1	endometriosis of the pelvic peritoneum			
76344	Bipolar I Disorder, Most Recent Episode, Depressed - Severe	1	bipolar i disorder, most recent episode, depressed - severe			
76343	Bipolar I Disorder, Most Recent Episode, Depressed file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM] Moderate	1	bipolar i disorder, most recent episode, depressed file:///i|/amiajnl/000852/preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/online%20only%20data%20supplement.txt[4/23/2012 8:40:20 pm] moderate			
87251	Breast Pain	1	breast pain			
64869	Duodenal Ulcer	1	duodenal ulcer	DOID:1724	duodenal ulcer	name
85634	Muscle Cramps In The Calf	1	muscle cramps in the calf			
76365	Recurrent Major Depression In Full Remission	1	recurrent major depression in full remission			
85625	Joint Stiffness Of The Knee	1	joint stiffness of the knee			
76392	Bipolar Disorder, Manic, With Psychotic Features	1	bipolar disorder, manic, with psychotic features			
82650	Motor Vehicle Collision With Another Motor Vehicle On A Road	1	motor vehicle collision with another motor vehicle on a road			
82948	Accident Caused By Explosion - Explosive Material	1	accident caused by explosion - explosive material			
65954	Phimosis	1	phimosis	DOID:2712	phimosis	name
65988	Breast Atrophy	1	breast atrophy			
65993	Nonpuerperal Breast Abscess	1	nonpuerperal breast abscess			
83245	Ankle Injury	1	ankle injury			
83430	Unspecified Debility	1	unspecified debility			
83888	Tracheostomy	1	tracheostomy			
83961	Aortic Valve Replacement	1	aortic valve replacement			
76369	Postpartum Depression - Mild	1	postpartum depression - mild			
65035	Acute Colitis	1	acute colitis			
76368	Postpartum Depression	1	postpartum depression	DOID:9478	postpartum depression	name
85619	Pain In The Thigh	1	pain in the thigh			
65995	Mastitis	1	mastitis	DOID:10690	mastitis	name
87419	Chest Tightness Or Heavy Pressure	1	chest tightness or heavy pressure			
64629	Clostridium Difficile Colitis	1	clostridium difficile colitis	DOID:0060185	Clostridium difficile colitis	name
66140	Primary Amenorrhea	1	primary amenorrhea			
88052	Bleeding Between Periods	1	bleeding between periods			
89421	Itching Of The Ears	1	itching of the ears			
76273	Bipolar Schizoaffective Disorder	1	bipolar schizoaffective disorder			
64185	Severe Persistent Asthma	1	severe persistent asthma			
66258	Vulvar Abscess	1	vulvar abscess			
66262	Herpetic Ulceration Of Vulva	1	herpetic ulceration of vulva			
92472	Muscle Aches, Generalized (Myalgias)	1	muscle aches, generalized (myalgias)			
93044	Difficulty Falling Asleep	1	difficulty falling asleep			
66368	Cesarean Delivery - Delivered	1	cesarean delivery - delivered			
76091	Nicotine Dependence Continuous	1	nicotine dependence continuous			
93474	Taking Medication - Steroids	1	taking medication - steroids			
64158	Atypical Mycobacterial Pneumonia	1	atypical mycobacterial pneumonia			
66490	Pregnancy Complicated By Asymptomatic Bacteriuria	1	pregnancy complicated by asymptomatic bacteriuria			
75964	Alcoholism	1	alcoholism	DOID:0050741	alcoholism	exact-synonym
75960	Alcohol Abuse - In Remission	1	alcohol abuse - in remission			
64120	Influenza Type A	1	influenza type a			
76276	Schizoaffective Disorder Chronic (With Residual Symptoms)	1	schizoaffective disorder chronic (with residual symptoms)			
70019	Cellulitis Of The Toes	1	cellulitis of the toes			
64570	Food Poisoning	1	food poisoning			
64220	Bronchiolitis Obliterans	1	bronchiolitis obliterans	DOID:2799	bronchiolitis obliterans	name
76342	Bipolar I Disorder, Most Recent Episode, Depressed Mild	1	bipolar i disorder, most recent episode, depressed mild			
87738	Abdominal Pain In The Left Upper Belly (LUQ)	1	abdominal pain in the left upper belly (luq)			
87740	Abdominal Pain In The Left Lower Belly (LLQ)	1	abdominal pain in the left lower belly (llq)			
64524	Empyema	1	empyema	DOID:3798	empyema	exact-synonym
87742	Abdominal Pain Above The Pubic Area (Suprapubic)	1	abdominal pain above the pubic area (suprapubic)			
64295	Idiopathic Pulmonary Fibrosis	1	idiopathic pulmonary fibrosis	DOID:0050156	idiopathic pulmonary fibrosis	name
87824	Bowel Movement Frequency Recent Change	1	bowel movement frequency recent change			
64288	Pneumonitis	1	pneumonitis			
87900	Incomplete Emptying Of Bladder	1	incomplete emptying of bladder			
66204	Vaginal Adhesions (Postoperative)	1	vaginal adhesions (postoperative)			
64286	Pulmonary Interstitial / Infiltrative Disorders	1	pulmonary interstitial / infiltrative disorders			
66211	Vaginal Wall Prolapse	1	vaginal wall prolapse			
87908	Urinary Stream Is Smaller	1	urinary stream is smaller			
87911	Frequent, Full-bladder Emptying (Polyuria)	1	frequent, full-bladder emptying (polyuria)			
88021	Vaginal Itching Or Burning	1	vaginal itching or burning			
76397	Primary Hypersomnia	1	primary hypersomnia			
82363	Open Wound Of The Left Leg	1	open wound of the left leg			
82334	Open Wound Of The Leg	1	open wound of the leg			
65508	Post Abdominal Surgery	1	post abdominal surgery			
77807	Pediculosis	1	pediculosis	DOID:5502	pediculosis	exact-synonym
65751	Bladder Disorders	1	bladder disorders			
77837	Urogenital Trichomoniasis	1	urogenital trichomoniasis			
76759	Hand Foot & Mouth Disease	1	hand foot & mouth disease			
76754	Varicella	1	varicella	DOID:8659	varicella	exact-synonym
65307	TPN-induced Cholestasis	1	tpn-induced cholestasis			
65302	Ascites	1	ascites			
65770	Acute Urinary Retention	1	acute urinary retention			
65299	Portal Hypertension	1	portal hypertension	DOID:10762	portal hypertension	name
77910	Thrombocytopenia	1	thrombocytopenia	DOID:1588	thrombocytopenia	name
77924	Idiopathic Thrombocytopenic Purpura	1	idiopathic thrombocytopenic purpura	DOID:8924	idiopathic thrombocytopenic purpura	exact-synonym
77961	Protein S Deficiency	1	protein s deficiency	DOID:2451	protein S deficiency	name
77961	Protein S Deficiency	1	protein s deficiency	DOID:2451	Protein S deficiency	exact-synonym
65292	Primary Biliary Cirrhosis	1	primary biliary cirrhosis	DOID:12236	primary biliary cirrhosis	name
65290	Cirrhosis Due To Hepatitis C	1	cirrhosis due to hepatitis c			
76686	Adjustment Disorder With Disturbance Of Emotions And Conduct	1	adjustment disorder with disturbance of emotions and conduct			
77741	Enterobiasis (Pinworm)	1	enterobiasis (pinworm)			
77692	Amebiasis	1	amebiasis	DOID:9181	amebiasis	name
77976	Pernicious Anemia	1	pernicious anemia	DOID:13381	pernicious anemia	name
65578	Primary IgA Nephritis	1	primary iga nephritis			
77011	Mycoplasma Infection	1	mycoplasma infection			
77089	Group A Streptococcal Infection	1	group a streptococcal infection			
77097	Syphilis	1	syphilis	DOID:4166	syphilis	name
77114	Latent Late Syphilis	1	latent late syphilis			
76881	Genital Warts	1	genital warts	DOID:11168	Genital warts	exact-synonym
77190	Fungal Infections	1	fungal infections			
76871	Common Warts	1	common warts			
76868	Viral Syndrome	1	viral syndrome			
65669	Urinary Calculus	1	urinary calculus			
65645	Renal Osteodystrophy	1	renal osteodystrophy	DOID:13068	renal osteodystrophy	name
65631	Hydronephrosis	1	hydronephrosis	DOID:11111	hydronephrosis	name
77233	Cryptococcal Pneumonia	1	cryptococcal pneumonia			
65712	Diabetic Nephropathy Type II Uncontrolled	1	diabetic nephropathy type ii uncontrolled			
65623	Acute Bacterial Pyelonephritis	1	acute bacterial pyelonephritis			
76798	Herpes Zoster With Nervous System Complications	1	herpes zoster with nervous system complications			
76682	Adjustment Disorder With Anxious Mood	1	adjustment disorder with anxious mood			
77983	Anemia Of Chronic Disease	1	anemia of chronic disease			
82328	Open Wound Of The Hip/Thigh Region	1	open wound of the hip/thigh region			
79752	Benign Skin Neoplasm	1	benign skin neoplasm			
76543	Claustrophobia	1	claustrophobia			
65077	Functional Diarrhea	1	functional diarrhea	DOID:11371	functional diarrhea	name
80841	Malignant Neoplasm Of The Kidney	1	malignant neoplasm of the kidney			
81252	Abrasion Of The Face	1	abrasion of the face			
81260	Nonvenomous Insect Bite Of The Face	1	nonvenomous insect bite of the face			
81322	Abrasion Of The Foot	1	abrasion of the foot			
65061	Diverticulosis	1	diverticulosis			
65921	Epididymitis	1	epididymitis	DOID:9402	epididymitis	name
81508	Contusion Of The Knee With Intact Skin Surface	1	contusion of the knee with intact skin surface			
81582	Muscle Hematoma	1	muscle hematoma			
76406	Sleep Apnea	1	sleep apnea	DOID:0050847	sleep apnea	name
81684	Multiple Partial Thickness (Second Degree) Burns Of The Face, Head, And Neck	1	multiple partial thickness (second degree) burns of the face, head, and neck			
76402	Circadian Rhythm Sleep Disorder Jet Lag Type	1	circadian rhythm sleep disorder jet lag type			
81869	Partial Thickness (Second Degree) Burns Of Multiple Sites Of The Lower Limbs	1	partial thickness (second degree) burns of multiple sites of the lower limbs			
82311	Open Wound Of The Forearm With Tendon Involvement	1	open wound of the forearm with tendon involvement			
65130	Hemorrhoids With Bleeding	1	hemorrhoids with bleeding			
65846	Urethra Disorders	1	urethra disorders			
78000	Hereditary Hemolytic Spherocytosis	1	hereditary hemolytic spherocytosis			
79066	Malignant Neoplasm Of The Gallbladder	1	malignant neoplasm of the gallbladder			
65287	Alcoholic (Laennec's) Cirrhosis	1	alcoholic (laennec's) cirrhosis			
65159	Cholelithiasis	1	cholelithiasis	DOID:10211	cholelithiasis	name
78012	Sickle Cell Trait	1	sickle cell trait			
76681	Adjustment Disorder With Anxiety And Prolonged Depressed Mood	1	adjustment disorder with anxiety and prolonged depressed mood			
76658	Sexual Dysfunction, NOS	1	sexual dysfunction, nos			
78129	Anaphylaxis Due To Peanuts	1	anaphylaxis due to peanuts			
78137	Anaphylaxis Due To Eggs	1	anaphylaxis due to eggs			
78365	Nasal Cavity Neoplasm	1	nasal cavity neoplasm	DOID:9310	nasal cavity neoplasm	name
78367	Malignant Nasal Cavity Neoplasm	1	malignant nasal cavity neoplasm			
78405	Malignant Neoplasm Of The Maxillary Sinus	1	malignant neoplasm of the maxillary sinus			
78430	Malignant Oropharyngeal Neoplasm	1	malignant oropharyngeal neoplasm			
78431	Malignant Neoplasm Of The Tonsil (Oropharyngeal)	1	malignant neoplasm of the tonsil (oropharyngeal)			
78620	Malignant Neoplasm Of The Oral Cavity	1	malignant neoplasm of the oral cavity			
78625	Vocal Cord Granuloma	1	vocal cord granuloma			
65137	Internal Hemorrhoids With Bleeding	1	internal hemorrhoids with bleeding			
94389	Exposed To Herpes Simplex	1	exposed to herpes simplex			
75957	Alcohol Abuse	1	alcohol abuse	DOID:1574	alcohol abuse	name
69237	Toxic Nodular Goiter	1	toxic nodular goiter	DOID:11277	Toxic nodular Goiter	exact-synonym
191491	Total Splenectomy	1	total splenectomy			
182924	Preventive Medicine New Patient Evaluation Adult 1839	1	preventive medicine new patient evaluation adult 1839			
75374	Late CVD Effects: Hemiplegia	1	late cvd effects: hemiplegia			
63472	Malignant Essential Hypertension	1	malignant essential hypertension	DOID:10823	malignant essential hypertension	name
63472	Malignant Essential Hypertension	1	malignant essential hypertension	DOID:10823	malignant Essential hypertension	exact-synonym
75371	Late CVD Effects: Aphasia	1	late cvd effects: aphasia			
187798	Gynecologic Service Prescrip Of Contracept Agent Repeat Rx	1	gynecologic service prescrip of contracept agent repeat rx			
187800	Gynecologic Services Intrauterine Device (IUD) Insertion	1	gynecologic services intrauterine device (iud) insertion			
63303	Mitral Valve Disorder	1	mitral valve disorder			
63294	Prolapsing Mitral Valve Leaflet Syndrome	1	prolapsing mitral valve leaflet syndrome			
96964	Dehiscence Of Surgical Wound	1	dehiscence of surgical wound			
192220	Renal Transplant	1	renal transplant			
75369	Late CVD Effects: Cognitive Deficits	1	late cvd effects: cognitive deficits			
196042	Primary Nocturnal Enuresis	1	primary nocturnal enuresis			
75367	Pseudobulbar Palsy	1	pseudobulbar palsy	DOID:12680	pseudobulbar palsy	name
75367	Pseudobulbar Palsy	1	pseudobulbar palsy	DOID:12680	Pseudobulbar palsy	exact-synonym
196093	Primary Enuresis	1	primary enuresis			
68093	Hypophosphatemic Rickets	1	hypophosphatemic rickets			
199485	Tuberculin PPD Nonspec Reaction Without Active Tuberculosis	1	tuberculin ppd nonspec reaction without active tuberculosis			
182924	Preventive Medicine New Patient Evaluation Adult 18-39	1	preventive medicine new patient evaluation adult 18-39			
