input_rxcui	input_tty	input_name	n_ingredients	ingredient_rxcui	ingredient_name	ingredient_umlscui
1440184	SCD	hydrocortisone acetate 0.01 MG/MG Topical Ointment	1	5492	Hydrocortisone	C0020268
313009	SCD	Sodium Chloride 1000 MG Oral Tablet	1	9863	Sodium Chloride	C0037494
628958	SBD	Potassium Chloride 10 MEQ Extended Release Oral Tablet [Klor-Con]	1	8591	Potassium Chloride	C0032825
616018	SBD	abatacept 25 MG/ML Injectable Solution [Orencia]	1	614391	abatacept	C1619966
261339	SBD	moxifloxacin 400 MG Oral Tablet [Avelox]	1	139462	moxifloxacin	C0536495
351133	SCD	Fenofibrate 54 MG Oral Tablet	1	8703	Fenofibrate	C0033228
790276	SBD	120 ACTUAT ciclesonide 0.05 MG/ACTUAT Nasal Inhaler [Omnaris]	1	274964	ciclesonide	C0907850
244967	SCD	Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML Ophthalmic Solution	2	8536	Polymyxin B	C0032535
244967	SCD	Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML Ophthalmic Solution	2	10829	Trimethoprim	C0041041
104783	SBD	Risperidone 3 MG Oral Tablet [Risperdal]	1	35636	Risperidone	C0073393
403884	SCD	Levetiracetam 100 MG/ML Oral Solution	1	114477	Levetiracetam	C0377265
891453	SCD	Potassium Chloride 0.167 MEQ/ML Oral Solution	1	8591	Potassium Chloride	C0032825
213322	SBD	rizatriptan 10 MG Oral Tablet [Maxalt]	1	88014	rizatriptan	C0297635
854996	SBDC	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML [Cortisporin-TC]	4	5492	Hydrocortisone	C0020268
854996	SBDC	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML [Cortisporin-TC]	4	7299	Neomycin	C0027603
854996	SBDC	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML [Cortisporin-TC]	4	2709	Colistin	C0009316
854996	SBDC	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML [Cortisporin-TC]	4	237058	THONZONIUM	C0772395
402695	SCD	24 HR Felodipine 10 MG Extended Release Oral Tablet	1	4316	Felodipine	C0015772
864678	SBDF	Atovaquone / Proguanil Oral Tablet [Malarone]	2	2382	Proguanil	C0008241
864678	SBDF	Atovaquone / Proguanil Oral Tablet [Malarone]	2	60212	Atovaquone	C0165603
213167	SBD	zolmitriptan 5 MG Oral Tablet [Zomig]	1	135775	zolmitriptan	C0528166
854238	SCD	0.6 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	1	67108	Enoxaparin	C0206460
106336	SCD	Ketoconazole 20 MG/ML Medicated Shampoo	1	6135	Ketoconazole	C0022625
197444	SCD	Carbidopa 25 MG / Levodopa 100 MG Oral Tablet	2	2019	Carbidopa	C0006982
197444	SCD	Carbidopa 25 MG / Levodopa 100 MG Oral Tablet	2	6375	Levodopa	C0023570
312241	SCD	Paroxetine 10 MG Oral Tablet	1	32937	Paroxetine	C0070122
244309	SCD	Antipyrine 54 MG/ML / Benzocaine 14 MG/ML Otic Solution	2	1001	Antipyrine	C0003420
244309	SCD	Antipyrine 54 MG/ML / Benzocaine 14 MG/ML Otic Solution	2	1399	Benzocaine	C0005059
1085752	SBD	Triamcinolone Acetonide 10 MG/ML Injectable Suspension [Kenalog]	1	10759	Triamcinolone	C0040864
226426	SBD	modafinil 100 MG Oral Tablet [Provigil]	1	30125	modafinil	C0066677
1085686	SCD	Triamcinolone Acetonide 5 MG/ML Topical Cream	1	10759	Triamcinolone	C0040864
898350	SCD	Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule	2	17767	Amlodipine	C0051696
898350	SCD	Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule	2	18867	benazepril	C0053091
4419	IN	Fish Oils	1	4419	Fish Oils	C0016157
429503	SCD	Hydrochlorothiazide 12.5 MG Oral Tablet	1	5487	Hydrochlorothiazide	C0020261
1596816	SBD	12 HR Brompheniramine Maleate 6 MG / Pseudoephedrine Hydrochloride 45 MG Extended Release Oral Tablet [Lodrane D]	2	8896	Pseudoephedrine	C0033798
1596816	SBD	12 HR Brompheniramine Maleate 6 MG / Pseudoephedrine Hydrochloride 45 MG Extended Release Oral Tablet [Lodrane D]	2	1767	Brompheniramine	C0006246
861657	SCD	24 HR Nitroglycerin 0.1 MG/HR Transdermal Patch	1	4917	Nitroglycerin	C0017887
790271	SBD	Calcium Carbonate 1500 MG Oral Tablet [Caltrate]	1	1897	Calcium Carbonate	C0006681
197887	SCD	Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
197887	SCD	Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet	2	29046	Lisinopril	C0065374
825180	SBD	Aspirin 81 MG Chewable Tablet [Bayer Aspirin]	1	1191	Aspirin	C0004057
1115464	SBD	1 ML Leuprolide Acetate 7.5 MG/ML Prefilled Syringe [Lupron]	1	42375	Leuprolide	C0085272
1294619	SCD	bismuth subcitrate 140 MG / Metronidazole 125 MG / tetracycline hydrochloride 125 MG Oral Capsule	3	6922	Metronidazole	C0025872
1294619	SCD	bismuth subcitrate 140 MG / Metronidazole 125 MG / tetracycline hydrochloride 125 MG Oral Capsule	3	47181	bismuth subcitrate	C0106556
1294619	SCD	bismuth subcitrate 140 MG / Metronidazole 125 MG / tetracycline hydrochloride 125 MG Oral Capsule	3	10395	Tetracycline	C0039644
197844	SCD	Isotretinoin 20 MG Oral Capsule	1	6064	Isotretinoin	C0022265
706943	SCD	Sodium Chloride 1.2 MEQ/ML Inhalant Solution	1	9863	Sodium Chloride	C0037494
617339	SBD	Amoxicillin 50 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension [Augmentin]	2	723	Amoxicillin	C0002645
617339	SBD	Amoxicillin 50 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension [Augmentin]	2	48203	Clavulanate	C0110038
823940	SBDC	Hydrochlorothiazide 25 MG / irbesartan 300 MG [Avalide]	2	83818	irbesartan	C0288171
823940	SBDC	Hydrochlorothiazide 25 MG / irbesartan 300 MG [Avalide]	2	5487	Hydrochlorothiazide	C0020261
805863	SBD	candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]	2	5487	Hydrochlorothiazide	C0020261
805863	SBD	candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]	2	214354	candesartan	C0717550
316365	SCDC	Nitroglycerin 0.4 MG	1	4917	Nitroglycerin	C0017887
855288	SCD	Warfarin Sodium 1 MG Oral Tablet	1	11289	Warfarin	C0043031
997483	SBDC	Fexofenadine hydrochloride 30 MG [Allegra]	1	87636	fexofenadine	C0296800
310316	SCD	ferrous sulfate 125 MG/ML Oral Solution	1	24947	ferrous sulfate	C0060282
856462	SBD	24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule [Inderal]	1	8787	Propranolol	C0033497
993545	SBD	24 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]	1	42347	Bupropion	C0085208
284378	SBD	84 HR Estradiol 0.00104 MG/HR Transdermal Patch [Vivelle]	1	4083	Estradiol	C0014912
896027	SBD	60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler [Flovent]	1	41126	fluticasone	C0082607
1091881	SCD	Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	2	5032	Guaifenesin	C0018305
1091881	SCD	Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	2	8163	Phenylephrine	C0031469
106302	SCD	Tretinoin 0.25 MG/ML Topical Cream	1	10753	Tretinoin	C0040845
1360654	SBD	Famotidine 20 MG Chewable Tablet [Pepcid]	1	4278	Famotidine	C0015620
1014676	SCD	cetirizine hydrochloride 5 MG Oral Tablet	1	20610	Cetirizine	C0055147
966224	SCD	Levothyroxine Sodium 0.125 MG Oral Tablet	1	10582	levothyroxine	C0040165
892582	SCD	Morphine Sulfate 15 MG Oral Tablet	1	7052	Morphine	C0026549
849524	SBD	Desmopressin Acetate 0.2 MG Oral Tablet [DDAVP]	1	3251	desmopressin	C0011701
995281	SCD	Hydroxyzine Hydrochloride 50 MG Oral Tablet	1	5553	Hydroxyzine	C0020404
885735	SBD	24 HR Isradipine 5 MG Extended Release Oral Tablet [Dynacirc]	1	33910	Isradipine	C0071304
197803	SCD	Ibuprofen 20 MG/ML Oral Suspension	1	5640	Ibuprofen	C0020740
210180	SBD	Salicylic Acid 20 MG/ML / Sulfur 20 MG/ML Medicated Shampoo [Sebulex]	2	9525	Salicylic Acid	C0036079
210180	SBD	Salicylic Acid 20 MG/ML / Sulfur 20 MG/ML Medicated Shampoo [Sebulex]	2	10223	Sulfur	C0038774
847261	SBD	3 ML Insulin, Glulisine, Human 100 UNT/ML Prefilled Syringe [Apidra]	1	400008	Insulin, Glulisine, Human	C1313386
310431	SCD	gabapentin 300 MG Oral Capsule	1	25480	gabapentin	C0060926
1247877	SBD	Docusate Sodium 100 MG Oral Capsule [Dulcolax Stool Softener]	1	82003	Docusate	C1692318
833711	SCD	24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet	1	10689	Tramadol	C0040610
198152	SCD	Probenecid 500 MG Oral Tablet	1	8698	Probenecid	C0033209
314216	SCD	Simethicone 80 MG Chewable Tablet	1	9796	Simethicone	C0037138
830528	SCD	docosahexaenoic acid 100 MG Oral Capsule	1	73	Docosahexaenoate	C0000464
197625	SCD	Doxazosin 1 MG Oral Tablet	1	49276	Doxazosin	C0114873
308047	SCD	Alprazolam 0.25 MG Oral Tablet	1	596	Alprazolam	C0002333
861233	SBD	24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule [Adderall]	2	725	Amphetamine	C0002658
861233	SBD	24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule [Adderall]	2	3288	Dextroamphetamine	C0011812
830647	SBDF	adapalene / Benzoyl Peroxide Topical Gel [Epiduo]	2	1418	Benzoyl Peroxide	C0005088
830647	SBDF	adapalene / Benzoyl Peroxide Topical Gel [Epiduo]	2	60223	adapalene	C0165631
210887	SBD	Magnesium Hydroxide 80 MG/ML Oral Suspension [Phillips Milk of Magnesia]	1	6581	Magnesium Hydroxide	C0024476
205285	SCD	leflunomide 20 MG Oral Tablet	1	27169	leflunomide	C0063041
896108	SBD	Naftifine hydrochloride 0.01 MG/MG Topical Gel [Naftin]	1	31476	naftifine	C0068367
214004	SBD	Alprazolam 2 MG Oral Tablet [Xanax]	1	596	Alprazolam	C0002333
310534	SCD	Glyburide 2.5 MG Oral Tablet	1	4815	Glyburide	C0017628
1012223	SCD	hydrocortisone acetate 0.025 MG/MG / Lidocaine Hydrochloride 0.03 MG/MG Rectal Gel	2	5492	Hydrocortisone	C0020268
1012223	SCD	hydrocortisone acetate 0.025 MG/MG / Lidocaine Hydrochloride 0.03 MG/MG Rectal Gel	2	6387	Lidocaine	C0023660
198861	SCD	Sodium Bicarbonate 650 MG Oral Tablet	1	36676	Sodium Bicarbonate	C0074722
284497	SBD	tazarotene 1 MG/ML Topical Cream [Tazorac]	1	83947	tazarotene	C0288792
890916	SBDC	Estradiol 0.1 MG/ML [Estrace]	1	4083	Estradiol	C0014912
575077	SBDC	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG [Trizivir]	3	68244	Lamivudine	C0209738
575077	SBDC	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG [Trizivir]	3	11413	Zidovudine	C0043474
575077	SBDC	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG [Trizivir]	3	190521	abacavir	C0663655
213271	SBD	sildenafil 100 MG Oral Tablet [Viagra]	1	136411	sildenafil	C0529793
199083	SCD	Ascorbic Acid 250 MG Oral Tablet	1	1151	Ascorbic Acid	C0003968
199119	SCD	Omeprazole 10 MG Delayed Release Oral Capsule	1	7646	Omeprazole	C0028978
1251337	BPCK	{28 (Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Femhrt 1/5 28 Day]	2	4124	Ethinyl Estradiol	C0015011
1251337	BPCK	{28 (Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Femhrt 1/5 28 Day]	2	7514	Norethindrone	C0028356
284185	SCD	Didanosine 200 MG Delayed Release Oral Capsule	1	3364	Didanosine	C0012133
199224	SCD	anastrozole 1 MG Oral Tablet	1	84857	anastrozole	C0290883
248642	SCD	Fluoxetine 20 MG Oral Tablet	1	4493	Fluoxetine	C0016365
284391	SBD	Levetiracetam 750 MG Oral Tablet [Keppra]	1	114477	Levetiracetam	C0377265
848943	SCD	Cholestyramine Resin 66.7 MG/ML Oral Suspension	1	2447	Cholestyramine Resin	C0008402
849052	SBD	lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]	1	28439	lamotrigine	C0064636
213485	SBD	miglitol 25 MG Oral Tablet [Glyset]	1	30009	miglitol	C0066535
900145	SBD	24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]	1	28439	lamotrigine	C0064636
361018	SBDF	podofilox Topical Gel [Condylox]	1	8463	podofilox	C0032334
866479	SCD	Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
866479	SCD	Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet	2	6918	Metoprolol	C0025859
1245449	SBD	ezetimibe 10 MG / Simvastatin 80 MG Oral Tablet [Vytorin]	2	36567	Simvastatin	C0074554
1245449	SBD	ezetimibe 10 MG / Simvastatin 80 MG Oral Tablet [Vytorin]	2	341248	ezetimibe	C1142985
544452	SBD	Lactulose 667 MG/ML Oral Solution [Constulose]	1	6218	Lactulose	C0022957
854997	SBD	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML Otic Suspension [Cortisporin-TC]	4	5492	Hydrocortisone	C0020268
854997	SBD	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML Otic Suspension [Cortisporin-TC]	4	7299	Neomycin	C0027603
854997	SBD	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML Otic Suspension [Cortisporin-TC]	4	2709	Colistin	C0009316
854997	SBD	Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML Otic Suspension [Cortisporin-TC]	4	237058	THONZONIUM	C0772395
1493474	SBD	60 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler [Nasacort]	1	10759	Triamcinolone	C0040864
308182	SCD	Amoxicillin 250 MG Oral Capsule	1	723	Amoxicillin	C0002645
1293128	SBD	Somatropin 10 MG/ML Injectable Solution [Tev Tropin]	1	61148	Somatropin	C0169964
855332	SCD	Warfarin Sodium 5 MG Oral Tablet	1	11289	Warfarin	C0043031
213379	SBD	leflunomide 20 MG Oral Tablet [Arava]	1	27169	leflunomide	C0063041
867506	SBD	pazopanib 200 MG Oral Tablet [Votrient]	1	714438	pazopanib	C1831796
616541	SCD	Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule	2	7646	Omeprazole	C0028978
616541	SCD	Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule	2	36676	Sodium Bicarbonate	C0074722
857169	SCD	Fosinopril Sodium 10 MG Oral Tablet	1	50166	Fosinopril	C0118168
352046	SBD	darbepoetin alfa 0.06 MG/ML Injectable Solution [Aranesp]	1	283838	darbepoetin alfa	C0937950
310809	SCD	Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet	2	35208	quinapril	C0072857
310809	SCD	Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
314099	SCD	Methylprednisolone 62.5 MG/ML Injectable Solution	1	6902	Methylprednisolone	C0025815
866305	SBD	12 HR Carbamazepine 200 MG Extended Release Oral Tablet [Tegretol]	1	2002	Carbamazepine	C0006949
885111	SBD	Megestrol Acetate 125 MG/ML Oral Suspension [Megace]	1	6703	Megestrol	C0025175
1245391	SCD	Docusate Sodium 4 MG/ML Oral Solution	1	82003	Docusate	C1692318
861966	SBD	Iloprost 0.02 MG/ML Inhalant Solution [Ventavis]	1	40138	Iloprost	C0079594
207364	SCD	Minocycline 100 MG Oral Tablet	1	6980	Minocycline	C0026187
1244908	BPCK	{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Chewable Tablet) / 7 (Ferrous fumarate 75 MG Chewable Tablet) } Pack [Femcon Fe 28 Day]	3	4124	Ethinyl Estradiol	C0015011
1244908	BPCK	{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Chewable Tablet) / 7 (Ferrous fumarate 75 MG Chewable Tablet) } Pack [Femcon Fe 28 Day]	3	7514	Norethindrone	C0028356
1244908	BPCK	{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Chewable Tablet) / 7 (Ferrous fumarate 75 MG Chewable Tablet) } Pack [Femcon Fe 28 Day]	3	24941	Ferrous fumarate	C0060276
404553	SBD	Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet [Stalevo]	3	60307	entacapone	C0165921
404553	SBD	Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet [Stalevo]	3	6375	Levodopa	C0023570
404553	SBD	Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet [Stalevo]	3	2019	Carbidopa	C0006982
314234	SCD	Sucralfate 1000 MG Oral Tablet	1	10156	Sucralfate	C0038633
856377	SCD	Trazodone Hydrochloride 50 MG Oral Tablet	1	10737	Trazodone	C0040805
800497	SBD	24 HR ropinirole 4 MG Extended Release Oral Tablet [Requip]	1	72302	ropinirole	C0244821
731533	SBD	Ibuprofen 200 MG Oral Capsule [Advil]	1	5640	Ibuprofen	C0020740
311204	SCD	Itraconazole 100 MG Oral Capsule	1	28031	Itraconazole	C0064113
153353	SBD	zolmitriptan 2.5 MG Oral Tablet [Zomig]	1	135775	zolmitriptan	C0528166
197528	SCD	Clonazepam 1 MG Oral Tablet	1	2598	Clonazepam	C0009011
895987	SCD	Fluticasone propionate 0.5 MG/ML Topical Cream	1	41126	fluticasone	C0082607
897626	SBD	24 HR Verapamil hydrochloride 240 MG Extended Release Oral Capsule [Verelan]	1	11170	Verapamil	C0042523
866412	SCD	24 HR metoprolol succinate 100 MG Extended Release Oral Tablet	1	6918	Metoprolol	C0025859
830645	BN	Epiduo	2	1418	Benzoyl Peroxide	C0005088
830645	BN	Epiduo	2	60223	adapalene	C0165631
855635	SBD	Diclofenac Sodium 0.01 MG/MG Topical Gel [Voltaren]	1	3355	Diclofenac	C0012091
351855	SBD	Loratadine 10 MG Disintegrating Oral Tablet [Alavert]	1	28889	Loratadine	C0065180
315187	SCD	Prednisone 1 MG/ML Oral Solution	1	8640	Prednisone	C0032952
250855	SCD	Malathion 5 MG/ML Topical Solution	1	6606	Malathion	C0024547
239239	SCD	Griseofulvin 250 MG Oral Tablet	1	5021	Griseofulvin	C0018242
311192	SCD	Isosorbide Mononitrate 10 MG Oral Tablet	1	6057	Isosorbide	C0022251
198371	SCD	torsemide 20 MG Oral Tablet	1	38413	torsemide	C0076840
312847	SCD	ropinirole 2 MG Oral Tablet	1	72302	ropinirole	C0244821
352044	SBD	darbepoetin alfa 0.025 MG/ML Injectable Solution [Aranesp]	1	283838	darbepoetin alfa	C0937950
1117562	SCD	24 HR Loratadine 10 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet	2	28889	Loratadine	C0065180
1117562	SCD	24 HR Loratadine 10 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet	2	8896	Pseudoephedrine	C0033798
905057	SBD	Triptorelin 11.3 MG/ML Injectable Suspension [Trelstar]	1	38782	Triptorelin	C0077275
239238	SCD	Griseofulvin 25 MG/ML Oral Suspension	1	5021	Griseofulvin	C0018242
310437	SCD	Galantamine 8 MG Oral Tablet	1	4637	Galantamine	C0016967
197577	SCD	Dexamethasone 0.5 MG Oral Tablet	1	3264	Dexamethasone	C0011777
901547	SBD	24 HR Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet [Mirapex]	1	746741	Pramipexole	C0074710
831393	SBD	Miconazole Nitrate 0.0025 MG/MG / Petrolatum 0.814 MG/MG / Zinc Oxide 0.15 MG/MG Topical Ointment [Vusion]	3	11423	Zinc Oxide	C0043491
831393	SBD	Miconazole Nitrate 0.0025 MG/MG / Petrolatum 0.814 MG/MG / Zinc Oxide 0.15 MG/MG Topical Ointment [Vusion]	3	8091	Petrolatum	C0031262
831393	SBD	Miconazole Nitrate 0.0025 MG/MG / Petrolatum 0.814 MG/MG / Zinc Oxide 0.15 MG/MG Topical Ointment [Vusion]	3	6932	Miconazole	C0025942
580286	SBD	mesalamine 500 MG Extended Release Oral Capsule [Pentasa]	1	52582	mesalamine	C0127615
833149	SBD	Milnacipran hydrochloride 25 MG Oral Tablet [Savella]	1	588250	milnacipran	C1533126
861503	SBD	Clobetasol Propionate 0.5 MG/ML Topical Cream [Temovate]	1	2590	Clobetasol	C0008992
825321	SBD	Acyclovir 50 MG/ML Topical Cream [Zovirax]	1	281	Acyclovir	C0001367
309113	SCD	Cephalexin 50 MG/ML Oral Suspension	1	2231	Cephalexin	C0007716
1179810	SBDG	Nascobal Nasal Product	1	11248	Vitamin B 12	C0042845
1148399	SCD	8 HR Acetaminophen 650 MG Extended Release Oral Tablet	1	161	Acetaminophen	C0000970
197604	SCD	Digoxin 0.125 MG Oral Tablet	1	3407	Digoxin	C0012265
864677	SBDC	Atovaquone 250 MG / proguanil hydrochloride 100 MG [Malarone]	2	60212	Atovaquone	C0165603
864677	SBDC	Atovaquone 250 MG / proguanil hydrochloride 100 MG [Malarone]	2	2382	Proguanil	C0008241
856556	SCD	Propranolol Hydrochloride 60 MG Oral Tablet	1	8787	Propranolol	C0033497
966171	SBD	Levothyroxine Sodium 0.075 MG Oral Tablet [Synthroid]	1	10582	levothyroxine	C0040165
404639	SBD	vardenafil 20 MG Oral Tablet [Levitra]	1	306674	vardenafil	C0971579
541142	SBDC	Somatropin 5 MG/ML [Tev Tropin]	1	61148	Somatropin	C0169964
755298	SBD	Zidovudine 10 MG/ML Oral Solution [Retrovir]	1	11413	Zidovudine	C0043474
901551	SBD	24 HR Pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet [Mirapex]	1	746741	Pramipexole	C0074710
896273	SBD	120 ACTUAT Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	2	36117	salmeterol	C0073992
896273	SBD	120 ACTUAT Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	2	41126	fluticasone	C0082607
352118	SBD	Dutasteride 0.5 MG Oral Capsule [Avodart]	1	228790	Dutasteride	C0754659
213283	SBD	hydroxyurea 300 MG Oral Capsule [Droxia]	1	5552	hydroxyurea	C0020402
1157044	SCDG	Phenolphthalein Oral Liquid Product	1	155122	Phenolphthalein	C0600489
978013	SBD	Loperamide Hydrochloride 2 MG Oral Tablet [Imodium]	1	6468	Loperamide	C0023992
212438	SBD	tazarotene 0.001 MG/MG Topical Gel [Tazorac]	1	83947	tazarotene	C0288792
751623	SBD	nebivolol 5 MG Oral Tablet [Bystolic]	1	31555	nebivolol	C0068475
314200	SCD	pantoprazole 40 MG Delayed Release Oral Tablet	1	40790	pantoprazole	C0081876
312320	SCD	Permethrin 10 MG/ML Topical Lotion	1	33199	Permethrin	C0070455
308399	SCD	Ascorbic Acid 60 MG Chewable Tablet	1	1151	Ascorbic Acid	C0003968
1358765	BPCK	{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]	3	24941	Ferrous fumarate	C0060276
1358765	BPCK	{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]	3	4124	Ethinyl Estradiol	C0015011
1358765	BPCK	{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]	3	7514	Norethindrone	C0028356
198624	SCD	Ferrous fumarate 325 MG Oral Tablet	1	24941	Ferrous fumarate	C0060276
360422	SCD	Calcium Carbonate 600 MG / Cholecalciferol 200 UNT Oral Tablet	2	1897	Calcium Carbonate	C0006681
360422	SCD	Calcium Carbonate 600 MG / Cholecalciferol 200 UNT Oral Tablet	2	2418	Cholecalciferol	C0008318
546627	SBD	Sodium polystyrene sulfonate 250 MG/ML Oral Suspension [Kayexalate]	1	56512	Sodium polystyrene sulfonate	C0142915
284481	SBD	Levofloxacin 750 MG Oral Tablet [Levaquin]	1	82122	Levofloxacin	C0282386
197795	SCD	hydroquinone 40 MG/ML Topical Cream	1	5509	hydroquinone	C0020306
790275	SBDF	ciclesonide Nasal Inhaler [Omnaris]	1	274964	ciclesonide	C0907850
1043567	SBD	24 HR Metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]	2	6809	Metformin	C0025598
1043567	SBD	24 HR Metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]	2	857974	saxagliptin	C1611934
763308	SBD	pantoprazole 40 MG Oral Granules [Protonix]	1	40790	pantoprazole	C0081876
616489	SBD	quetiapine 50 MG Oral Tablet [Seroquel]	1	51272	quetiapine	C0123091
207485	SBD	Permethrin 50 MG/ML Topical Cream [Elimite]	1	33199	Permethrin	C0070455
860737	SBD	12 HR ranolazine 1000 MG Extended Release Oral Tablet [Ranexa]	1	35829	ranolazine	C0073633
197582	SCD	Dexamethasone 4 MG Oral Tablet	1	3264	Dexamethasone	C0011777
381056	SCD	Isosorbide Dinitrate 10 MG Oral Tablet	1	6058	Isosorbide Dinitrate	C0022252
602395	SBD	abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom]	2	68244	Lamivudine	C0209738
602395	SBD	abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom]	2	190521	abacavir	C0663655
151226	SCD	topiramate 50 MG Oral Tablet	1	38404	topiramate	C0076829
966526	SBD	200 ACTUAT Budesonide 0.16 MG/ACTUAT Dry Powder Inhaler [Pulmicort]	1	19831	Budesonide	C0054201
895762	SBDC	tocilizumab 20 MG/ML [Actemra]	1	612865	tocilizumab	C1609165
207790	SBD	Nitrofurantoin 5 MG/ML Oral Suspension [Furadantin]	1	7454	Nitrofurantoin	C0028156
