drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Midazolam	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00683	http://www.disease-ontology.org/term/DOID%3A1826	False
Mifepristone	brain cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00834	http://www.disease-ontology.org/term/DOID%3A1319	False
Mifepristone	meningioma	NOT	NOT					http://www.drugbank.ca/drugs/DB00834	http://www.disease-ontology.org/term/DOID%3A3565	False
Minocycline	systemic scleroderma	NOT	NOT					http://www.drugbank.ca/drugs/DB01017	http://www.disease-ontology.org/term/DOID%3A418	False
Minoxidil	epilepsy syndrome	NOT	NOT					http://www.drugbank.ca/drugs/DB00350	http://www.disease-ontology.org/term/DOID%3A1826	False
Mitomycin	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A10534	False
Mitomycin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A11054	False
Mitoxantrone	prostate cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A10283	False
Modafinil	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A14330	False
Modafinil	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A2377	False
Modafinil	narcolepsy	SYM	SYM					http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A8986	False
Moexipril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00691	http://www.disease-ontology.org/term/DOID%3A10763	False
Montelukast	allergic rhinitis	DM	DM					http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A4481	False
Montelukast	asthma	DM	DM					http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A2841	False
Montelukast	chronic obstructive pulmonary disease	DM	DM					http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A3083	False
Morphine	coronary artery disease	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB00295	http://www.disease-ontology.org/term/DOID%3A3393	False
Mycophenolate mofetil	psoriasis	DM	DM					http://www.drugbank.ca/drugs/DB00688	http://www.disease-ontology.org/term/DOID%3A8893	False
Mycophenolate mofetil	systemic lupus erythematosus	DM	DM					http://www.drugbank.ca/drugs/DB00688	http://www.disease-ontology.org/term/DOID%3A9074	False
Mycophenolate mofetil	systemic scleroderma	DM	DM					http://www.drugbank.ca/drugs/DB00688	http://www.disease-ontology.org/term/DOID%3A418	False
Mycophenolic acid	psoriasis	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB01024	http://www.disease-ontology.org/term/DOID%3A8893	False
Mycophenolic acid	systemic scleroderma	DM	DM					http://www.drugbank.ca/drugs/DB01024	http://www.disease-ontology.org/term/DOID%3A418	False
Nabumetone	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00461	http://www.disease-ontology.org/term/DOID%3A8398	False
Nabumetone	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00461	http://www.disease-ontology.org/term/DOID%3A7148	False
Naftifine	rheumatoid arthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB00735	http://www.disease-ontology.org/term/DOID%3A7148	False
Naproxen	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A7147	False
Naproxen	gout	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A13189	False
Naproxen	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A6364	False
Naproxen	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A8398	False
Naproxen	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A7148	False
Naproxen	systemic lupus erythematosus	SYM	SYM					http://www.drugbank.ca/drugs/DB00788	http://www.disease-ontology.org/term/DOID%3A9074	False
Naratriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00952	http://www.disease-ontology.org/term/DOID%3A6364	False
Nebivolol	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB04861	http://www.disease-ontology.org/term/DOID%3A10763	False
Nefazodone	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB01149	http://www.disease-ontology.org/term/DOID%3A1595	False
Nelarabine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01280	http://www.disease-ontology.org/term/DOID%3A2531	False
Nelfinavir	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00220	http://www.disease-ontology.org/term/DOID%3A635	False
Nevirapine	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00238	http://www.disease-ontology.org/term/DOID%3A635	False
Nicardipine	hypertension	SYM	SYM		acute			http://www.drugbank.ca/drugs/DB00622	http://www.disease-ontology.org/term/DOID%3A10763	False
Nicotine	chronic obstructive pulmonary disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00184	http://www.disease-ontology.org/term/DOID%3A3083	False
Nilotinib	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB04868	http://www.disease-ontology.org/term/DOID%3A2531	False
Nilutamide	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00665	http://www.disease-ontology.org/term/DOID%3A10283	False
Nitric Oxide	hypertension	DM	DM		pulm htn			http://www.drugbank.ca/drugs/DB00435	http://www.disease-ontology.org/term/DOID%3A10763	False
Nitroglycerin	coronary artery disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00727	http://www.disease-ontology.org/term/DOID%3A3393	False
Nitroglycerin	hypertension	SYM	SYM					http://www.drugbank.ca/drugs/DB00727	http://www.disease-ontology.org/term/DOID%3A10763	False
Nitroprusside	hypertension	SYM	SYM					http://www.drugbank.ca/drugs/DB00325	http://www.disease-ontology.org/term/DOID%3A10763	False
Nortriptyline	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00540	http://www.disease-ontology.org/term/DOID%3A1094	False
Nortriptyline	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00540	http://www.disease-ontology.org/term/DOID%3A1595	False
Nortriptyline	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00540	http://www.disease-ontology.org/term/DOID%3A2377	False
Nortriptyline	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00540	http://www.disease-ontology.org/term/DOID%3A594	False
Ofloxacin	chronic obstructive pulmonary disease	NOT	NOT			USED TO TREAT COMPLICATION OR PREVENT INFECTION		http://www.drugbank.ca/drugs/DB01165	http://www.disease-ontology.org/term/DOID%3A3083	False
Olanzapine	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00334	http://www.disease-ontology.org/term/DOID%3A11119	False
Olanzapine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00334	http://www.disease-ontology.org/term/DOID%3A3312	False
Olanzapine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00334	http://www.disease-ontology.org/term/DOID%3A594	False
Olanzapine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00334	http://www.disease-ontology.org/term/DOID%3A5419	False
Olmesartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00275	http://www.disease-ontology.org/term/DOID%3A10763	False
Olsalazine	ulcerative colitis	DM	DM					http://www.drugbank.ca/drugs/DB01250	http://www.disease-ontology.org/term/DOID%3A8577	False
Omeprazole	Barrett's esophagus	DM	DM					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A9206	False
Omeprazole	allergic rhinitis	NOT	NOT					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A4481	False
Omeprazole	esophageal cancer	NOT	NOT			Prevents		http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A5041	False
Omeprazole	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A263	False
Omeprazole	prostate cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A10283	False
Omeprazole	rheumatoid arthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A7148	False
Omeprazole	systemic lupus erythematosus	NOT	NOT					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A9074	False
Omeprazole	systemic scleroderma	SYM	SYM		Pilot classification: ? Symptomatic; Pilot notes: although could be considered disease mod if it protects against esophogeal complications of scleroderma			http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A418	False
Orlistat	obesity	DM	DM		Pilot classification: disease-modifying; Pilot notes: prevents absorption of fats			http://www.drugbank.ca/drugs/DB01083	http://www.disease-ontology.org/term/DOID%3A9970	False
Orphenadrine	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB01173	http://www.disease-ontology.org/term/DOID%3A6364	False
Oxaprozin	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00991	http://www.disease-ontology.org/term/DOID%3A7148	False
Oxcarbazepine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00776	http://www.disease-ontology.org/term/DOID%3A3312	False
Oxcarbazepine	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00776	http://www.disease-ontology.org/term/DOID%3A1826	False
Oxcarbazepine	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00776	http://www.disease-ontology.org/term/DOID%3A2377	False
Oxtriphylline	rheumatoid arthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB01303	http://www.disease-ontology.org/term/DOID%3A7148	False
Paclitaxel	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01229	http://www.disease-ontology.org/term/DOID%3A1612	False
Paclitaxel	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB01229	http://www.disease-ontology.org/term/DOID%3A263	False
Paclitaxel	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB01229	http://www.disease-ontology.org/term/DOID%3A1324	False
Paclitaxel	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB01229	http://www.disease-ontology.org/term/DOID%3A2394	False
Paliperidone	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB01267	http://www.disease-ontology.org/term/DOID%3A5419	False
Pamidronate	Paget's disease of bone	DM	DM					http://www.drugbank.ca/drugs/DB00282	http://www.disease-ontology.org/term/DOID%3A5408	False
Pamidronate	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00282	http://www.disease-ontology.org/term/DOID%3A11476	False
Paroxetine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00715	http://www.disease-ontology.org/term/DOID%3A3312	False
Paroxetine	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00715	http://www.disease-ontology.org/term/DOID%3A1595	False
Paroxetine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00715	http://www.disease-ontology.org/term/DOID%3A594	False
Pazopanib	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB06589	http://www.disease-ontology.org/term/DOID%3A263	False
Pemetrexed	lung cancer	DM	DM			Mesothelioma		http://www.drugbank.ca/drugs/DB00642	http://www.disease-ontology.org/term/DOID%3A1324	False
Penbutolol	coronary artery disease	NOT	NOT					http://www.drugbank.ca/drugs/DB01359	http://www.disease-ontology.org/term/DOID%3A3393	False
Penicillamine	rheumatoid arthritis	DM	DM					http://www.drugbank.ca/drugs/DB00859	http://www.disease-ontology.org/term/DOID%3A7148	False
Pentostatin	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00552	http://www.disease-ontology.org/term/DOID%3A2531	False
Pentoxifylline	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00806	http://www.disease-ontology.org/term/DOID%3A418	False
Perindopril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00790	http://www.disease-ontology.org/term/DOID%3A10763	False
Perphenazine	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00850	http://www.disease-ontology.org/term/DOID%3A11119	False
Phendimetrazine	obesity	DM	DM					http://www.drugbank.ca/drugs/DB01579	http://www.disease-ontology.org/term/DOID%3A9970	False
Phenobarbital	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01174	http://www.disease-ontology.org/term/DOID%3A1826	False
Phenobarbital	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01174	http://www.disease-ontology.org/term/DOID%3A10763	False
Phentermine	obesity	DM	DM					http://www.drugbank.ca/drugs/DB00191	http://www.disease-ontology.org/term/DOID%3A9970	False
Phentolamine	hypertension	SYM	SYM		HTN emerg			http://www.drugbank.ca/drugs/DB00692	http://www.disease-ontology.org/term/DOID%3A10763	False
Phenylephrine	glaucoma	NOT	NOT			WORSENS NARROW ANGLE		http://www.drugbank.ca/drugs/DB00388	http://www.disease-ontology.org/term/DOID%3A1686	False
Phenytoin	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00252	http://www.disease-ontology.org/term/DOID%3A1826	False
Phenytoin	multiple sclerosis	NOT	NOT					http://www.drugbank.ca/drugs/DB00252	http://www.disease-ontology.org/term/DOID%3A2377	False
Pilocarpine	head and neck cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB01085	http://www.disease-ontology.org/term/DOID%3A11934	False
Pilocarpine	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01085	http://www.disease-ontology.org/term/DOID%3A10763	False
Pimecrolimus	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB00337	http://www.disease-ontology.org/term/DOID%3A3310	False
Pimozide	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01100	http://www.disease-ontology.org/term/DOID%3A11119	False
Pitavastatin	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB08860	http://www.disease-ontology.org/term/DOID%3A3393	False
Porfimer	esophageal cancer	SYM	SYM		palliative	Used for late stage disease		http://www.drugbank.ca/drugs/DB00707	http://www.disease-ontology.org/term/DOID%3A5041	False
Potassium Chloride	breast cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00761	http://www.disease-ontology.org/term/DOID%3A1612	False
Potassium Chloride	coronary artery disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00761	http://www.disease-ontology.org/term/DOID%3A3393	False
Potassium Chloride	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00761	http://www.disease-ontology.org/term/DOID%3A10763	False
Pramipexole	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00413	http://www.disease-ontology.org/term/DOID%3A10652	False
Pramipexole	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00413	http://www.disease-ontology.org/term/DOID%3A14330	False
Pramipexole	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00413	http://www.disease-ontology.org/term/DOID%3A0050425	False
Pravastatin	atherosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB00175	http://www.disease-ontology.org/term/DOID%3A1936	False
Pravastatin	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00175	http://www.disease-ontology.org/term/DOID%3A3393	False
Prednisolone	anemia	NOT	NOT					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A2355	False
Prednisolone	hematologic cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A2531	False
Prednisolone	idiopathic pulmonary fibrosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A0050156	False
Prednisolone	multiple sclerosis	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A2377	False
Prednisolone	psoriasis	SYM	SYM					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A8893	False
Prednisolone	psoriatic arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A9008	False
Prednisolone	ulcerative colitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00860	http://www.disease-ontology.org/term/DOID%3A8577	False
Prednisone	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A7147	False
Prednisone	hematologic cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A2531	False
Prednisone	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A6364	False
Prednisone	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A2377	False
Prednisone	prostate cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A10283	False
Prednisone	psoriasis	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A8893	False
Prednisone	psoriatic arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A9008	False
Prednisone	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00635	http://www.disease-ontology.org/term/DOID%3A418	False
Pregabalin	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00230	http://www.disease-ontology.org/term/DOID%3A1826	False
Pregabalin	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00230	http://www.disease-ontology.org/term/DOID%3A2377	False
Pregabalin	prostate cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00230	http://www.disease-ontology.org/term/DOID%3A10283	False
Pregabalin	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00230	http://www.disease-ontology.org/term/DOID%3A0050425	False
Primidone	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00794	http://www.disease-ontology.org/term/DOID%3A1826	False
Probenecid	gout	DM	DM					http://www.drugbank.ca/drugs/DB01032	http://www.disease-ontology.org/term/DOID%3A13189	False
Procarbazine	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB01168	http://www.disease-ontology.org/term/DOID%3A1319	False
Procarbazine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01168	http://www.disease-ontology.org/term/DOID%3A2531	False
Procarbazine	lung cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB01168	http://www.disease-ontology.org/term/DOID%3A1324	False
Procarbazine	melanoma	NOT	NOT					http://www.drugbank.ca/drugs/DB01168	http://www.disease-ontology.org/term/DOID%3A1909	False
Procarbazine	skin cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB01168	http://www.disease-ontology.org/term/DOID%3A4159	False
Procyclidine	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00387	http://www.disease-ontology.org/term/DOID%3A10652	False
Procyclidine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00387	http://www.disease-ontology.org/term/DOID%3A14330	False
Proguanil	malaria	DM	DM					http://www.drugbank.ca/drugs/DB01131	http://www.disease-ontology.org/term/DOID%3A12365	False
Propofol	epilepsy syndrome	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB00818	http://www.disease-ontology.org/term/DOID%3A1826	False
Propranolol	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00571	http://www.disease-ontology.org/term/DOID%3A6364	False
Propylthiouracil	Graves' disease	DM	DM					http://www.drugbank.ca/drugs/DB00550	http://www.disease-ontology.org/term/DOID%3A12361	False
Pseudoephedrine	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00852	http://www.disease-ontology.org/term/DOID%3A2841	False
Pyridoxine	anemia	DM	DM		for B6 def anemia	For pyrodoxine responsive anemia		http://www.drugbank.ca/drugs/DB00165	http://www.disease-ontology.org/term/DOID%3A2355	False
Pyrimethamine	malaria	DM	DM					http://www.drugbank.ca/drugs/DB00205	http://www.disease-ontology.org/term/DOID%3A12365	False
Quazepam	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB01589	http://www.disease-ontology.org/term/DOID%3A2377	False
Quetiapine	autistic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01224	http://www.disease-ontology.org/term/DOID%3A12849	False
Quetiapine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01224	http://www.disease-ontology.org/term/DOID%3A3312	False
Quetiapine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB01224	http://www.disease-ontology.org/term/DOID%3A5419	False
Quinidine barbiturate	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01346	http://www.disease-ontology.org/term/DOID%3A10763	False
Quinine	malaria	DM	DM					http://www.drugbank.ca/drugs/DB00468	http://www.disease-ontology.org/term/DOID%3A12365	False
Raloxifene	breast cancer	DM	DM			with ER+ postive tumor		http://www.drugbank.ca/drugs/DB00481	http://www.disease-ontology.org/term/DOID%3A1612	False
Raloxifene	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00481	http://www.disease-ontology.org/term/DOID%3A11476	False
Ramelteon	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00980	http://www.disease-ontology.org/term/DOID%3A14330	False
Ramipril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00178	http://www.disease-ontology.org/term/DOID%3A10763	False
Ramipril	type 1 diabetes mellitus	NOT	NOT					http://www.drugbank.ca/drugs/DB00178	http://www.disease-ontology.org/term/DOID%3A9744	False
Ramipril	type 2 diabetes mellitus	NOT	NOT					http://www.drugbank.ca/drugs/DB00178	http://www.disease-ontology.org/term/DOID%3A9352	False
Rasagiline	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01367	http://www.disease-ontology.org/term/DOID%3A14330	False
Rifampicin	leprosy	DM	DM					http://www.drugbank.ca/drugs/DB01045	http://www.disease-ontology.org/term/DOID%3A1024	False
Risedronate	Paget's disease of bone	DM	DM					http://www.drugbank.ca/drugs/DB00884	http://www.disease-ontology.org/term/DOID%3A5408	False
Risedronate	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00884	http://www.disease-ontology.org/term/DOID%3A11476	False
Risperidone	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00734	http://www.disease-ontology.org/term/DOID%3A11119	False
Risperidone	autistic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00734	http://www.disease-ontology.org/term/DOID%3A12849	False
Risperidone	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00734	http://www.disease-ontology.org/term/DOID%3A3312	False
Risperidone	conduct disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00734	http://www.disease-ontology.org/term/DOID%3A12995	False
Risperidone	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00734	http://www.disease-ontology.org/term/DOID%3A5419	False
Ritonavir	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00503	http://www.disease-ontology.org/term/DOID%3A635	False
Rivastigmine	Alzheimer's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00989	http://www.disease-ontology.org/term/DOID%3A10652	False
Rivastigmine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00989	http://www.disease-ontology.org/term/DOID%3A14330	False
Rizatriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00953	http://www.disease-ontology.org/term/DOID%3A6364	False
Rizatriptan	multiple sclerosis	NOT	NOT					http://www.drugbank.ca/drugs/DB00953	http://www.disease-ontology.org/term/DOID%3A2377	False
Roflumilast	chronic obstructive pulmonary disease	DM	DM					http://www.drugbank.ca/drugs/DB01656	http://www.disease-ontology.org/term/DOID%3A3083	False
Ropinirole	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00268	http://www.disease-ontology.org/term/DOID%3A14330	False
Ropinirole	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00268	http://www.disease-ontology.org/term/DOID%3A0050425	False
Rosuvastatin	atherosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB01098	http://www.disease-ontology.org/term/DOID%3A1936	False
Rosuvastatin	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB01098	http://www.disease-ontology.org/term/DOID%3A3393	False
Rotigotine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB05271	http://www.disease-ontology.org/term/DOID%3A14330	False
Rufinamide	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB06201	http://www.disease-ontology.org/term/DOID%3A1826	False
Ruxolitinib	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB08877	http://www.disease-ontology.org/term/DOID%3A2531	False
Salbutamol	allergic rhinitis	SYM	SYM					http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A4481	False
Salbutamol	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A2841	False
Salbutamol	chronic obstructive pulmonary disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A3083	False
Salbutamol	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A10763	False
Salicylic acid	psoriasis	DM	DM					http://www.drugbank.ca/drugs/DB00936	http://www.disease-ontology.org/term/DOID%3A8893	False
Salsalate	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB01399	http://www.disease-ontology.org/term/DOID%3A7148	False
Saquinavir	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB01232	http://www.disease-ontology.org/term/DOID%3A635	False
Scopolamine	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00747	http://www.disease-ontology.org/term/DOID%3A10652	False
Scopolamine	Parkinson's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00747	http://www.disease-ontology.org/term/DOID%3A14330	False
Selegiline	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01037	http://www.disease-ontology.org/term/DOID%3A14330	False
Selegiline	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB01037	http://www.disease-ontology.org/term/DOID%3A1595	False
Sertraline	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A14330	False
Sertraline	autistic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A12849	False
Sertraline	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A1595	False
Sertraline	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A594	False
Sertraline	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A5419	False
