RXCUI_IN,DRUG_DESC,ICD9,INDICATION_DESCRIPTION,POSSIBLE_LABEL_USE
235743,Metformin hydrochloride,250.1,Diabetes with ketoacidosis,1
235743,Metformin hydrochloride,250.10,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; with ketoacidosis,1
235743,Metformin hydrochloride,790.6,Other abnormal blood chemistry,1
235758,Benazepril hydrochloride,250.4,Diabetes with renal manifestations,0
235758,Benazepril hydrochloride,401-405.99,,1
235758,Benazepril hydrochloride,401.9,Hypertension NOS,1
235758,Benazepril hydrochloride,428.0,Congestive heart failure (CHF) NOS,1
235758,Benazepril hydrochloride,429.3,Cardiomegaly,0
235758,Benazepril hydrochloride,997.91,Hypertension,1
235824,Azelastine hydrochloride,372.14,Other chronic allergic conjunctivitis,1
235824,Azelastine hydrochloride,472.0,Chronic rhinitis,1
235824,Azelastine hydrochloride,477.0,Allergic rhinitis due to pollen,1
235824,Azelastine hydrochloride,477.9,Allergic rhinitis NOS,1
235824,Azelastine hydrochloride,478.19,Other diseases of nasal cavity and sinuses,1
235824,Azelastine hydrochloride,698.9,Unspecified pruritic disorder,1
235824,Azelastine hydrochloride,784.91,Postnasal drip,1
235824,Azelastine hydrochloride,784.99,Other symptoms involving head and neck,1
235838,Terbinafine hydrochloride,110.0,Dermatophytosis of scalp and beard,1
235838,Terbinafine hydrochloride,110.1,Dermatophytosis of nail,1
235838,Terbinafine hydrochloride,110.3,Dermatophytosis of groin and perianal area,1
235838,Terbinafine hydrochloride,110.4,Dermatophytosis of foot,1
235838,Terbinafine hydrochloride,110.5,Dermatophytosis of the body,1
235838,Terbinafine hydrochloride,111.0,Pityriasis versicolor,1
235838,Terbinafine hydrochloride,112.3,Candidiasis of skin and nails,0
235838,Terbinafine hydrochloride,686.9,Unspecified local infection of skin and subcutaneous tissue,1
235996,Erwinia asparaginase,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,0
236082,Nefazodone hydrochloride,311,Depressive disorder NEC,1
236082,Nefazodone hydrochloride,780.79,Other malaise and fatigue,1
236083,Alendronic acid,338-338.99,,1
236083,Alendronic acid,731.0,Osteitis deformans without mention of bone tumor,0
236083,Alendronic acid,733.0,Osteoporosis,1
236083,Alendronic acid,733.00,Osteoporosis NOS,1
236083,Alendronic acid,733.01,Senile osteoporosis,1
236083,Alendronic acid,733.90,Disorder of bone and cartilage; unspecified,1
236083,Alendronic acid,780.96,Generalized pain,1
236083,Alendronic acid,829.0,Fracture of unspecified bone closed,1
236216,formoterol fumarate,491,Chronic bronchitis,1
236216,formoterol fumarate,491.9,Chronic bronchitis NOS,1
236216,formoterol fumarate,493,Asthma,1
236216,formoterol fumarate,493.81,Exercise induced bronchospasm,0
236216,formoterol fumarate,493.9,Asthma; unspecified,1
236216,formoterol fumarate,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
236216,formoterol fumarate,496,Chronic airway obstruction; not elsewhere classified,1
236216,formoterol fumarate,518.89,Other diseases of lung; not elsewhere classified,1
236216,formoterol fumarate,519.11,Acute bronchospasm,1
236216,formoterol fumarate,796.4,Other abnormal clinical findings,1
236279,Devil's claw preparation,536.8,Dyspepsia and other specified disorders of function of stomach,0
236279,Devil's claw preparation,716.90,Arthropathy; unspecified; site unspecified,0
236279,Devil's claw preparation,783.0,Anorexia,0
236344,Saw palmetto extract,600,Hyperplasia of prostate,0
236344,Saw palmetto extract,600.9,Hyperplasia of prostate; unspecified,0
236344,Saw palmetto extract,600.90,Hyperplasia of prostate; unspecified; without urinary obstruction and other lower urinary symptoms (LUTS),0
236381,Poractant alfa,518.0,Pulmonary collapse,0
236381,Poractant alfa,769,Respiratory distress syndrome in newborn,0
236474,Fexofenadine hydrochloride,379.99,Other ill-defined disorders of eye,0
236474,Fexofenadine hydrochloride,477.0,Allergic rhinitis due to pollen,1
236474,Fexofenadine hydrochloride,477.9,Allergic rhinitis NOS,1
236474,Fexofenadine hydrochloride,698.9,Unspecified pruritic disorder,1
236474,Fexofenadine hydrochloride,708,Urticaria,1
236474,Fexofenadine hydrochloride,708.9,Unspecified urticaria,1
236474,Fexofenadine hydrochloride,797,Senility without mention of psychosis,0
236495,Tamsulosin hydrochloride,600,Hyperplasia of prostate,1
236495,Tamsulosin hydrochloride,600.0,Hypertrophy (benign) of prostate,0
236495,Tamsulosin hydrochloride,600.9,Hyperplasia of prostate; unspecified,1
236495,Tamsulosin hydrochloride,600.90,Hyperplasia of prostate; unspecified; without urinary obstruction and other lower urinary symptoms (LUTS),1
236539,Ropivacaine hydrochloride,338-338.99,,1
236539,Ropivacaine hydrochloride,338.18,Other acute postoperative pain,0
236539,Ropivacaine hydrochloride,780.96,Generalized pain,1
236559,Donepezil hydrochloride,290,Dementias,1
236559,Donepezil hydrochloride,294.2,,1
236559,Donepezil hydrochloride,294.20,Dementia; unspecified; without behavioral disturbance,1
236559,Donepezil hydrochloride,331.0,Alzheimer's disease,0
236594,amphotericin B liposomal,085.0,Visceral leishmaniasis,1
236594,amphotericin B liposomal,110-118.99,,1
236594,amphotericin B liposomal,112,Candidiasis,1
236594,amphotericin B liposomal,112.3,Candidiasis of skin and nails,0
236594,amphotericin B liposomal,112.9,Candidiasis of unspecified site,1
236594,amphotericin B liposomal,114,Coccidioidomycosis,0
236594,amphotericin B liposomal,114.9,Coccidioidomycosis NOS,0
236594,amphotericin B liposomal,115,Histoplasmosis,0
236594,amphotericin B liposomal,115.9,Histoplasmosis; unspecified,0
236594,amphotericin B liposomal,115.90,Histoplasmosis; unspecified without mention of manifestation,0
236594,amphotericin B liposomal,116,Blastomycotic infection,0
236594,amphotericin B liposomal,116.0,Blastomycosis,0
236594,amphotericin B liposomal,116.1,Paracoccidioidomycosis,0
236594,amphotericin B liposomal,117.1,Sporotrichosis,0
236594,amphotericin B liposomal,117.3,Aspergillosis,1
236594,amphotericin B liposomal,117.7,Zygomycosis,0
236594,amphotericin B liposomal,117.9,Other and unspecified mycoses,1
236594,amphotericin B liposomal,136.9,Unspecified infectious and parasitic diseases,1
236594,amphotericin B liposomal,288.0,Agranulocytosis,0
236594,amphotericin B liposomal,288.00,Neutropenia NOS,0
236594,amphotericin B liposomal,321.0,Cryptococcal meningitis,1
236594,amphotericin B liposomal,567.9,Peritonitis NOS,0
236594,amphotericin B liposomal,595,Cystitis,0
236594,amphotericin B liposomal,595.9,Cystitis NOS,0
236594,amphotericin B liposomal,599.0,Urinary tract infection; site not specified,0
236665,Black Cohosh Extract,253.4,Other anterior pituitary disorders,0
236665,Black Cohosh Extract,256.31,Premature menopause,0
236665,Black Cohosh Extract,536.8,Dyspepsia and other specified disorders of function of stomach,0
236665,Black Cohosh Extract,625.3,Dysmenorrhea,0
236665,Black Cohosh Extract,627.2,Symptomatic menopausal or female climacteric states,0
236665,Black Cohosh Extract,782.62,Flushing,0
236685,Memantine hydrochloride,331.0,Alzheimer's disease,0
236719,Sodium Phosphate  Dibasic,275.3,Disorders of phosphorus metabolism,0
236747,Pramipexole dihydrochloride,311,Depressive disorder NEC,0
236747,Pramipexole dihydrochloride,332,Parkinson's disease,0
236747,Pramipexole dihydrochloride,332.0,Paralysis agitans,0
236747,Pramipexole dihydrochloride,333.94,Restless legs syndrome (RLS),1
236778,Trospium,596.51,Hypertonicity of bladder,1
236778,Trospium,788.41,Urinary frequency,1
236778,Trospium,788.69,Other abnormality of urination,1
236961,epinastine hydrochloride,372.14,Other chronic allergic conjunctivitis,1
237005,Levomethadyl,292.89,Other specified drug-induced mental disorders,0
237005,Levomethadyl,338-338.99,,0
237005,Levomethadyl,780.96,Generalized pain,0
237057,lepirudin,287.5,Thrombocytopenia NOS,1
237057,lepirudin,410-414.99,,0
237057,lepirudin,411.1,Intermediate coronary syndrome,1
237057,lepirudin,414.8,Other specified forms of chronic ischemic heart disease,0
237057,lepirudin,414.9,Chronic ischemic heart disease; unspecified,0
237057,lepirudin,453.9,Embolism and thrombosis of unspecified site,1
237057,lepirudin,459.9,Unspecified circulatory system disorder,1
237057,lepirudin,790.99,Other nonspecific findings on examination of blood,1
237125,Sevelamer hydrochloride,275.3,Disorders of phosphorus metabolism,1
237125,Sevelamer hydrochloride,585.6,End stage renal disease,1
237125,Sevelamer hydrochloride,585.9,Chronic kidney disease; unspecified,1
237125,Sevelamer hydrochloride,586,Renal failure unspecified,1
237125,Sevelamer hydrochloride,593.9,Unspecified disorder of kidney and ureter,1
237148,BISMUTH-FORMIC-IODIDE,004.9,Shigellosis NOS,0
237148,BISMUTH-FORMIC-IODIDE,041.49,Other and unspecified Escherichia coli [E. coli],0
237148,BISMUTH-FORMIC-IODIDE,079.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,0
237148,BISMUTH-FORMIC-IODIDE,686.8|041.9,,0
237148,BISMUTH-FORMIC-IODIDE,958.3,Posttraumatic wound infection not elsewhere classified,0
237159,Levalbuterol,493,Asthma,0
237159,Levalbuterol,493.9,Asthma; unspecified,0
237159,Levalbuterol,493.90,Asthma; unspecified type; without mention of status asthmaticus,0
237159,Levalbuterol,496,Chronic airway obstruction; not elsewhere classified,0
237159,Levalbuterol,519.11,Acute bronchospasm,1
237159,Levalbuterol,796.4,Other abnormal clinical findings,0
253166,estrogens  conjugated synthetic A,239.3,Neoplasm of unspecified nature of breast,0
253166,estrogens  conjugated synthetic A,239.5,Neoplasm of unspecified nature of other genitourinary organs,0
253166,estrogens  conjugated synthetic A,253.4,Other anterior pituitary disorders,0
253166,estrogens  conjugated synthetic A,256.31,Premature menopause,0
253166,estrogens  conjugated synthetic A,256.39,Other ovarian failure,0
253166,estrogens  conjugated synthetic A,626.2,Excessive or frequent menstruation,0
253166,estrogens  conjugated synthetic A,627.2,Symptomatic menopausal or female climacteric states,0
253166,estrogens  conjugated synthetic A,733.01,Senile osteoporosis,0
253166,estrogens  conjugated synthetic A,782.62,Flushing,0
253174,Hepatitis A Vaccine  Inactivated,070.1,Viral hepatitis A without mention of hepatic coma,1
253174,Hepatitis A Vaccine  Inactivated,070.9,Unspecified viral hepatitis without mention of hepatic coma,1
253174,Hepatitis A Vaccine  Inactivated,136.9,Unspecified infectious and parasitic diseases,1
253174,Hepatitis A Vaccine  Inactivated,573.3,Hepatitis NOS,1
253174,Hepatitis A Vaccine  Inactivated,573.9,Unspecified disorder of liver,1
253181,NPH Insulin  Human,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,0
253181,NPH Insulin  Human,250.01,type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication,0
253181,NPH Insulin  Human,790.6,Other abnormal blood chemistry,0
253182,Regular Insulin  Human,250,Diabetes mellitus,1
253182,Regular Insulin  Human,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
253182,Regular Insulin  Human,250.01,type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication,1
253182,Regular Insulin  Human,250.1,Diabetes with ketoacidosis,0
253182,Regular Insulin  Human,250.10,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; with ketoacidosis,0
253182,Regular Insulin  Human,276.7,Hyperpotassemia,0
253182,Regular Insulin  Human,790.6,Other abnormal blood chemistry,1
253337,bevacizumab,140-239.99,,0
253337,bevacizumab,153.9,Malignant neoplasm of colon; unspecified,1
253337,bevacizumab,162.9,Malignant neoplasm of bronchus and lung; unspecified,1
253337,bevacizumab,174.9,Malignant neoplasm of breast (female); unspecified,1
253337,bevacizumab,189.0,Malignant neoplasm of kidney; except pelvis,1
253337,bevacizumab,199,Malignant neoplasm without specification of site,1
253337,bevacizumab,199.1,Other malignant neoplasm of unspecified site,1
253337,bevacizumab,239,Neoplasms of unspecified nature,0
253337,bevacizumab,239-239.99,,0
253337,bevacizumab,239.6,Neoplasm of unspecified nature of brain,0
253337,bevacizumab,362.50,Macular degeneration (senile) of retina NOS,0
253337,bevacizumab,799.9,Other unknown and unspecified cause of morbidity or mortality,0
253453,peginterferon alfa-2b,070.31,Viral hepatitis B without mention of hepatic coma; acute or unspecified; with hepatitis delta,0
253453,peginterferon alfa-2b,070.54,Chronic hepatitis C without mention of hepatic coma,0
253453,peginterferon alfa-2b,078.1,Viral warts,0
253453,peginterferon alfa-2b,078.10,Viral warts; unspecified,0
253453,peginterferon alfa-2b,155.0,Malignant neoplasm of liver; primary,0
253453,peginterferon alfa-2b,172.9,Melanoma of skin; site unspecified,0
253453,peginterferon alfa-2b,176,Kaposi's sarcoma,0
253453,peginterferon alfa-2b,176.9,Kaposi's sarcoma NOS,0
253453,peginterferon alfa-2b,189.0,Malignant neoplasm of kidney; except pelvis,0
253453,peginterferon alfa-2b,202.1,Mycosis fungoides,0
253453,peginterferon alfa-2b,202.10,Mycosis fungoides; unspecified site; extranodal and solid organ sites,0
253453,peginterferon alfa-2b,202.2,Sezary's disease,0
253453,peginterferon alfa-2b,202.20,Sezary's disease; unspecified site; extranodal and solid organ sites,0
253453,peginterferon alfa-2b,202.4,Leukemic reticuloendotheliosis,0
253453,peginterferon alfa-2b,202.40,Leukemic reticuloendotheliosis; unspecified site; extranodal and solid organ sites,0
253453,peginterferon alfa-2b,203.0,Multiple myeloma,0
253453,peginterferon alfa-2b,203.00,Multiple myeloma without mention of having achieved remission,0
253453,peginterferon alfa-2b,228.0,Hemangioma; any site,0
253453,peginterferon alfa-2b,228.00,Hemangioma NOS,0
253453,peginterferon alfa-2b,238.71,Essential thrombocythemia,0
253453,peginterferon alfa-2b,239.0,Neoplasm of unspecified nature of digestive system,0
253453,peginterferon alfa-2b,239.2,Neoplasm of unspecified nature of bone; soft tissue; and skin,0
253453,peginterferon alfa-2b,239.6,Neoplasm of unspecified nature of brain,0
253453,peginterferon alfa-2b,273.2,Other paraproteinemias,0
253453,peginterferon alfa-2b,287.5,Thrombocytopenia NOS,0
253453,peginterferon alfa-2b,362.50,Macular degeneration (senile) of retina NOS,0
253453,peginterferon alfa-2b,707.9,Chronic ulcer of unspecified site,0
253453,peginterferon alfa-2b,709.8,Other specified disorders of skin,0
253453,peginterferon alfa-2b,790.99,Other nonspecific findings on examination of blood,0
257844,Mefenamate,338-338.99,,1
257844,Mefenamate,625.3,Dysmenorrhea,1
257844,Mefenamate,625.4,Premenstrual tension syndromes,0
257844,Mefenamate,626.2,Excessive or frequent menstruation,0
257844,Mefenamate,780.60,Fever; unspecified,0
257844,Mefenamate,780.96,Generalized pain,1
258337,Hydrochlorothiazide / Triamterene,276.6,Fluid overload,1
258337,Hydrochlorothiazide / Triamterene,276.69,Other fluid overload,1
258337,Hydrochlorothiazide / Triamterene,401-405.99,,1
258337,Hydrochlorothiazide / Triamterene,401.9,Hypertension NOS,1
258337,Hydrochlorothiazide / Triamterene,782.3,Edema,1
258337,Hydrochlorothiazide / Triamterene,997.91,Hypertension,1
258439,Heavy mineral oil,560.9,Unspecified intestinal obstruction,0
258439,Heavy mineral oil,564.0,Constipation,0
258439,Heavy mineral oil,564.00,Constipation NOS,0
258494,exemestane,174.9,Malignant neoplasm of breast (female); unspecified,1
258494,exemestane,239.3,Neoplasm of unspecified nature of breast,0
259264,Ganirelix acetate,256.1,Other ovarian hyperfunction,1
259277,POTASSIUM CHELATED,276.8,Hypopotassemia,0
259280,Tenecteplase,410.90,Acute myocardial infarction; unspecified site; episode of care unspecified,1
259318,Pemirolast potassium,372.14,Other chronic allergic conjunctivitis,0
259453,Levobupivacaine,338-338.99,,0
259453,Levobupivacaine,780.96,Generalized pain,0
259454,Levobupivacaine hydrochloride,338-338.99,,0
259454,Levobupivacaine hydrochloride,780.96,Generalized pain,0
260101,Oseltamivir,136.9,Unspecified infectious and parasitic diseases,1
260101,Oseltamivir,462,Acute pharyngitis,1
260101,Oseltamivir,478.19,Other diseases of nasal cavity and sinuses,1
260101,Oseltamivir,487,Influenza,1
260101,Oseltamivir,487.1,Influenza with other respiratory manifestations,1
260101,Oseltamivir,488.01,Influenza due to identified avian influenza virus with pneumonia,0
260101,Oseltamivir,780.60,Fever; unspecified,1
260101,Oseltamivir,780.79,Other malaise and fatigue,1
260101,Oseltamivir,780.99,Other general symptoms,1
260101,Oseltamivir,784.0,Headache,1
260101,Oseltamivir,784.1,Throat pain,1
260101,Oseltamivir,786.2,Cough,1
260101,Oseltamivir,797,Senility without mention of psychosis,1
260101,Oseltamivir,799.89,Other ill-defined conditions,1
261415,Fosinopril / Hydrochlorothiazide,401-405.99,,1
261415,Fosinopril / Hydrochlorothiazide,401.9,Hypertension NOS,1
261415,Fosinopril / Hydrochlorothiazide,997.91,Hypertension,1
261417,Hydrochlorothiazide / quinapril,401-405.99,,1
261417,Hydrochlorothiazide / quinapril,401.9,Hypertension NOS,1
261417,Hydrochlorothiazide / quinapril,997.91,Hypertension,1
261432,Phenylephrine / Pyrilamine,460,Acute nasopharyngitis (common cold),1
261432,Phenylephrine / Pyrilamine,477.9,Allergic rhinitis NOS,1
261432,Phenylephrine / Pyrilamine,478.19,Other diseases of nasal cavity and sinuses,1
261435,Sodium ferric gluconate complex,280,Iron deficiency anemias,1
261435,Sodium ferric gluconate complex,280.9,Iron deficiency anemia; unspecified,1
262150,Iron Carbonyl,280,Iron deficiency anemias,0
262150,Iron Carbonyl,280.9,Iron deficiency anemia; unspecified,0
263010,tositumomab,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
266604,Metyrosine,239.7,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,1
266604,Metyrosine,239.9,Neoplasm of unspecified nature; site unspecified,1
266604,Metyrosine,401,Essential hypertension,1
266604,Metyrosine,401-405.99,,1
266604,Metyrosine,401.9,Hypertension NOS,1
266604,Metyrosine,997.91,Hypertension,1
266663,Nedocromil Sodium,372.14,Other chronic allergic conjunctivitis,1
266663,Nedocromil Sodium,493,Asthma,0
266663,Nedocromil Sodium,493.9,Asthma; unspecified,0
266663,Nedocromil Sodium,493.90,Asthma; unspecified type; without mention of status asthmaticus,0
266663,Nedocromil Sodium,698.9,Unspecified pruritic disorder,1
266663,Nedocromil Sodium,786.05,Shortness of breath,0
266663,Nedocromil Sodium,786.09,Other dyspnea and respiratory abnormality,0
266856,Divalproex Sodium,296.00,Manic disorder; single episode; unspecified degree,1
266856,Divalproex Sodium,296.20,Major depressive disorder; single episode; unspecified degree,1
266856,Divalproex Sodium,296.80,Bipolar disorder NOS,1
266856,Divalproex Sodium,331.0,Alzheimer's disease,0
266856,Divalproex Sodium,345.00,Generalized nonconvulsive epilepsy; without mention of intractable epilepsy,1
266856,Divalproex Sodium,345.40,Partial epilepsy without intractable epilepsy,0
266856,Divalproex Sodium,345.9,Epilepsy; unspecified,1
266856,Divalproex Sodium,345.90,Epilepsy; unspecified; without mention of intractable epilepsy,1
266856,Divalproex Sodium,346,Migraine,1
266856,Divalproex Sodium,346.9,Migraine; unspecified,1
266856,Divalproex Sodium,346.90,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,1
266856,Divalproex Sodium,780.39,Other convulsions,1
266856,Divalproex Sodium,799.24,Emotional lability (ADDED),1
266959,Pheniramine Maleate,477.9,Allergic rhinitis NOS,0
266959,Pheniramine Maleate,708,Urticaria,0
266959,Pheniramine Maleate,708.9,Unspecified urticaria,0
267073,Methicillin Sodium,136.9,Unspecified infectious and parasitic diseases,0
267073,Methicillin Sodium,482.9,Bacterial pneumonia NOS,0
267073,Methicillin Sodium,686.9,Unspecified local infection of skin and subcutaneous tissue,0
267073,Methicillin Sodium,730.2,Unspecified osteomyelitis,0
267073,Methicillin Sodium,730.20,Unspecified osteomyelitis; site unspecified,0
267342,spectinomycin hydrochloride,098,Gonococcal infections,1
267342,spectinomycin hydrochloride,098.89,Gonococcal infection of other specified sites,1
267366,Sodium Ascorbate,267,Ascorbic acid deficiency,0
267366,Sodium Ascorbate,270.2,Other disturbances of aromatic amino-acid metabolism,0
267366,Sodium Ascorbate,285.9,Anemia unspecified,0
267366,Sodium Ascorbate,289.7,Methemoglobinemia,0
267366,Sodium Ascorbate,460,Acute nasopharyngitis (common cold),0
267366,Sodium Ascorbate,879.8,Open wound(s) (multiple) of unspecified site(s); without mention of complication,0
267396,Bupivacaine Hydrochloride,338-338.99,,1
267396,Bupivacaine Hydrochloride,780.96,Generalized pain,1
274332,nateglinide,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
274403,mecasermin,260-269.99,,1
274403,mecasermin,269.9,Unspecified nutritional deficiency,1
274403,mecasermin,994.2,Effects of hunger,1
274771,nelarabine,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
274771,nelarabine,208,Leukemia of unspecified cell type,1
274771,nelarabine,208.9,Unspecified leukemia,1
274771,nelarabine,208.90,Unspecified leukemia without mention of having achieved remission,1
274783,Insulin Glargine,250,Diabetes mellitus,1
274783,Insulin Glargine,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
274783,Insulin Glargine,250.01,type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication,1
274783,Insulin Glargine,790.6,Other abnormal blood chemistry,1
274786,telithromycin,136.9,Unspecified infectious and parasitic diseases,1
274786,telithromycin,486,Pneumonia; organism unspecified,1
274964,ciclesonide,477.0,Allergic rhinitis due to pollen,1
274964,ciclesonide,477.9,Allergic rhinitis NOS,1
274964,ciclesonide,493,Asthma,1
274964,ciclesonide,493.9,Asthma; unspecified,1
274964,ciclesonide,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
275635,desloratadine,477.0,Allergic rhinitis due to pollen,1
275635,desloratadine,477.9,Allergic rhinitis NOS,1
275635,desloratadine,478.19,Other diseases of nasal cavity and sinuses,1
275635,desloratadine,698.9,Unspecified pruritic disorder,1
275635,desloratadine,708,Urticaria,1
275635,desloratadine,708.9,Unspecified urticaria,1
275635,desloratadine,995.3,Allergy unspecified not elsewhere classified,0
275891,valganciclovir,042,Human immunodeficiency virus [HIV] disease,1
275891,valganciclovir,078.5,Cytomegaloviral disease,0
275891,valganciclovir,363.20|078.5,,1
276237,emtricitabine,042,Human immunodeficiency virus [HIV] disease,1
276237,emtricitabine,042-042.99,,1
276237,emtricitabine,136.9,Unspecified infectious and parasitic diseases,1
278567,valdecoxib,625.3,Dysmenorrhea,1
278567,valdecoxib,714.0,Rheumatoid arthritis,1
278567,valdecoxib,715.00,Osteoarthrosis; generalized; involving unspecified site,1
278567,valdecoxib,715.9,Osteoarthrosis; unspecified whether generalized or localized,1
278567,valdecoxib,715.90,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1
278567,valdecoxib,716.90,Arthropathy; unspecified; site unspecified,1
278739,pegvisomant,253.0,Acromegaly and gigantism,1
279645,almotriptan,300.29,Other isolated or specific phobias,1
279645,almotriptan,338-338.99,,1
279645,almotriptan,346,Migraine,1
279645,almotriptan,346.9,Migraine; unspecified,1
279645,almotriptan,346.90,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,1
279645,almotriptan,368.13,Visual discomfort,1
279645,almotriptan,379.99,Other ill-defined disorders of eye,1
279645,almotriptan,780.96,Generalized pain,1
279645,almotriptan,784.0,Headache,1
279645,almotriptan,787.02,Nausea alone,1
282357,fulvestrant,174.9,Malignant neoplasm of breast (female); unspecified,1
282357,fulvestrant,239.3,Neoplasm of unspecified nature of breast,0
282388,imatinib,140-239.99,,1
282388,imatinib,173.99,Other specified malignant neoplasm of skin; site unspecified,1
282388,imatinib,204.0,Lymphoid leukemia; acute,1
282388,imatinib,204.00,Acute lymphoid leukemia without mention of having achieved remission,1
282388,imatinib,205.1,Myeloid leukemia; chronic,1
282388,imatinib,205.10,Chronic myeloid leukemia without mention of having achieved remission,1
282388,imatinib,208,Leukemia of unspecified cell type,1
282388,imatinib,208.9,Unspecified leukemia,1
282388,imatinib,208.90,Unspecified leukemia without mention of having achieved remission,1
282388,imatinib,239,Neoplasms of unspecified nature,1
282388,imatinib,239-239.99,,1
282388,imatinib,239.0,Neoplasm of unspecified nature of digestive system,1
282388,imatinib,733.29,Other bone cyst,1
282388,imatinib,757.33,Congenital pigmentary anomalies of skin,1
282415,Amantadine Hydrochloride,136.9,Unspecified infectious and parasitic diseases,1
282415,Amantadine Hydrochloride,332,Parkinson's disease,1
282415,Amantadine Hydrochloride,332.0,Paralysis agitans,1
282415,Amantadine Hydrochloride,333.99,Other extrapyramidal diseases and abnormal movement disorders,0
282415,Amantadine Hydrochloride,487,Influenza,1
282415,Amantadine Hydrochloride,487.1,Influenza with other respiratory manifestations,1
282415,Amantadine Hydrochloride,519.8,Other diseases of respiratory system; not elsewhere classified,1
282446,posaconazole,110-118.99,,1
282446,posaconazole,112,Candidiasis,1
282446,posaconazole,112.9,Candidiasis of unspecified site,1
282446,posaconazole,117.9,Other and unspecified mycoses,1
282446,posaconazole,136.9,Unspecified infectious and parasitic diseases,1
282448,artemether / lumefantrine,084,Malaria,0
282448,artemether / lumefantrine,084.2,Quartan malaria,0
282448,artemether / lumefantrine,084.6,Malaria NOS,0
283547,CARBETAPENTANE CITRATE,786.2,Cough,0
283579,Milk thistle extract,571.4,Chronic hepatitis,0
283579,Milk thistle extract,571.40,Chronic hepatitis NOS,0
283579,Milk thistle extract,571.5,Cirrhosis of liver without mention of alcohol,0
283742,Esomeprazole,530.1,Esophagitis,1
283742,Esomeprazole,530.10,Esophagitis; unspecified,1
283742,Esomeprazole,530.81,Esophageal reflux,1
283742,Esomeprazole,531,Gastric ulcer,1
283742,Esomeprazole,531.90,Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,1
283742,Esomeprazole,532,Duodenal ulcer,1
283742,Esomeprazole,532.90,Duodenal ulcer; unspecified as acute or chronic; without hemorrhage or perforation; without mention of obstruction,1
283742,Esomeprazole,707.9,Chronic ulcer of unspecified site,1
283742,Esomeprazole,787.1,Heartburn,1
283809,travoprost,365,Glaucoma,1
283809,travoprost,365.04,Ocular hypertension,1
283809,travoprost,365.1,Open-angle glaucoma,0
283809,travoprost,365.10,Open-angle glaucoma NOS,0
283809,travoprost,365.13,Pigmentary glaucoma,0
283809,travoprost,365.9,Glaucoma NOS,1
283810,bimatoprost,365,Glaucoma,1
283810,bimatoprost,365.04,Ocular hypertension,1
283810,bimatoprost,365.1,Open-angle glaucoma,1
283810,bimatoprost,365.10,Open-angle glaucoma NOS,1
283810,bimatoprost,365.13,Pigmentary glaucoma,1
283810,bimatoprost,365.9,Glaucoma NOS,1
283810,bimatoprost,704.09,Other alopecia,1
283821,Rasburicase,140-239.99,,1
283821,Rasburicase,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
283821,Rasburicase,208,Leukemia of unspecified cell type,1
283821,Rasburicase,208.9,Unspecified leukemia,1
283821,Rasburicase,208.90,Unspecified leukemia without mention of having achieved remission,1
283821,Rasburicase,239,Neoplasms of unspecified nature,1
283821,Rasburicase,239-239.99,,1
283821,Rasburicase,277.88,Tumor lysis syndrome,0
283821,Rasburicase,277.89,Other specified disorders of metabolism,0
283821,Rasburicase,790.6,Other abnormal blood chemistry,1
283838,darbepoetin alfa,285.9,Anemia unspecified,1
283838,darbepoetin alfa,585.6,End stage renal disease,1
283838,darbepoetin alfa,585.9,Chronic kidney disease; unspecified,1
283838,darbepoetin alfa,586,Renal failure unspecified,1
284620,abacavir / Lamivudine / Zidovudine,042,Human immunodeficiency virus [HIV] disease,0
284620,abacavir / Lamivudine / Zidovudine,042-042.99,,0
