disease	drug	AJG	CSH	PK	AJG_notes	CSH_notes	PK_notes	doid_id	drugbank_id	majority
migraine	Cyclobenzaprine	NOT	SYM	SYM			same as tizanidine, rarely used	DOID:6364	DB00924	SYM
migraine	Cyproheptadine	NOT	SYM	SYM			though rarely used	DOID:6364	DB00434	SYM
migraine	Diclofenac	SYM	SYM	SYM				DOID:6364	DB00586	SYM
migraine	Dihydroergotamine	SYM	SYM	SYM				DOID:6364	DB00320	SYM
migraine	Eletriptan	SYM	SYM	SYM				DOID:6364	DB00216	SYM
migraine	Ergotamine	SYM	SYM	SYM				DOID:6364	DB00696	SYM
migraine	Frovatriptan	SYM	SYM	SYM				DOID:6364	DB00998	SYM
migraine	Gabapentin	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00996	SYM
migraine	Indomethacin	SYM	SYM	SYM				DOID:6364	DB00328	SYM
migraine	Methylergometrine	SYM	SYM	SYM				DOID:6364	DB00353	SYM
migraine	Metoclopramide	SYM	SYM	SYM				DOID:6364	DB01233	SYM
migraine	Naproxen	SYM	SYM	SYM				DOID:6364	DB00788	SYM
migraine	Naratriptan	SYM	SYM	SYM				DOID:6364	DB00952	SYM
migraine	Orphenadrine	SYM	SYM	SYM				DOID:6364	DB01173	SYM
migraine	Prednisone	SYM	SYM	SYM				DOID:6364	DB00635	SYM
migraine	Propranolol	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00571	SYM
migraine	Rizatriptan	SYM	SYM	SYM				DOID:6364	DB00953	SYM
migraine	Sumatriptan	SYM	SYM	SYM				DOID:6364	DB00669	SYM
migraine	Timolol	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00373	SYM
migraine	Tizanidine	SYM	SYM	SYM				DOID:6364	DB00697	SYM
migraine	Topiramate	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00273	SYM
migraine	Valproic Acid	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00313	SYM
migraine	Verapamil	SYM	SYM	DM			see notes on migraine	DOID:6364	DB00661	SYM
migraine	Zolmitriptan	SYM	SYM	SYM				DOID:6364	DB00315	SYM
multiple sclerosis	Amantadine	SYM	SYM	SYM		fatigue in MS		DOID:2377	DB00915	SYM
multiple sclerosis	Amitriptyline	SYM	SYM	SYM		SYM or NOT		DOID:2377	DB00321	SYM
multiple sclerosis	Azathioprine	DM	DM	DM				DOID:2377	DB00993	DM
multiple sclerosis	Baclofen	SYM	SYM	SYM		Pilot classification: symptomatic; Pilot notes:		DOID:2377	DB00181	SYM
multiple sclerosis	Betamethasone	SYM	SYM	DM				DOID:2377	DB00443	SYM
multiple sclerosis	Carbamazepine	SYM	SYM	SYM				DOID:2377	DB00564	SYM
multiple sclerosis	Cladribine	DM	DM	DM		in research		DOID:2377	DB00242	DM
multiple sclerosis	Clonazepam	SYM	SYM	SYM				DOID:2377	DB01068	SYM
multiple sclerosis	Dalfampridine	SYM	SYM	SYM				DOID:2377	DB06637	SYM
multiple sclerosis	Dantrolene	SYM	SYM	SYM				DOID:2377	DB01219	SYM
multiple sclerosis	Dexamethasone	SYM	SYM	DM				DOID:2377	DB01234	SYM
multiple sclerosis	Dextromethorphan	SYM	SYM	SYM				DOID:2377	DB00514	SYM
multiple sclerosis	Diazepam	SYM	SYM	SYM				DOID:2377	DB00829	SYM
multiple sclerosis	Eszopiclone	SYM	SYM	SYM				DOID:2377	DB00402	SYM
multiple sclerosis	Fingolimod	DM	DM	DM				DOID:2377	DB08868	DM
multiple sclerosis	Gabapentin	SYM	SYM	SYM				DOID:2377	DB00996	SYM
multiple sclerosis	Methotrexate	NOT	DM	DM			"see ""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3214348/""    , per ammendment 1"	DOID:2377	DB00563	DM
multiple sclerosis	Methylprednisolone	SYM	SYM	DM				DOID:2377	DB00959	SYM
multiple sclerosis	Mitoxantrone	NOT	DM	DM				DOID:2377	DB01204	DM
multiple sclerosis	Modafinil	SYM	SYM	SYM				DOID:2377	DB00745	SYM
multiple sclerosis	Nortriptyline	SYM	SYM	SYM				DOID:2377	DB00540	SYM
multiple sclerosis	Oxcarbazepine	SYM	SYM	SYM				DOID:2377	DB00776	SYM
multiple sclerosis	Phenytoin	NOT	NOT	NOT				DOID:2377	DB00252	NOT
multiple sclerosis	Prednisolone	SYM	SYM	DM		Pilot classification: symptomatic; Pilot notes:		DOID:2377	DB00860	SYM
multiple sclerosis	Prednisone	SYM	SYM	DM				DOID:2377	DB00635	SYM
multiple sclerosis	Pregabalin	SYM	SYM	SYM				DOID:2377	DB00230	SYM
multiple sclerosis	Quazepam	SYM	SYM	SYM				DOID:2377	DB01589	SYM
multiple sclerosis	Rizatriptan	NOT	NOT	NOT				DOID:2377	DB00953	NOT
multiple sclerosis	Ropinirole	NOT	SYM	NOT				DOID:2377	DB00268	NOT
multiple sclerosis	Sildenafil	SYM	SYM	SYM				DOID:2377	DB00203	SYM
multiple sclerosis	Solifenacin	DM	SYM	SYM				DOID:2377	DB01591	SYM
multiple sclerosis	Tizanidine	SYM	SYM	SYM				DOID:2377	DB00697	SYM
multiple sclerosis	Tolterodine	NOT	SYM	SYM		urinary incon		DOID:2377	DB01036	SYM
multiple sclerosis	Triamcinolone	NOT	NOT	DM				DOID:2377	DB00620	NOT
multiple sclerosis	Zolpidem	NOT	SYM	SYM				DOID:2377	DB00425	SYM
multiple sclerosis	Zopiclone	NOT	SYM	SYM		insomnia		DOID:2377	DB01198	SYM
muscle cancer	Dacarbazine	DM	DM	DM				DOID:4045	DB00851	DM
muscle cancer	Dactinomycin	DM	DM	DM			sarcomas	DOID:4045	DB00970	DM
muscle cancer	Doxorubicin	DM	DM	DM				DOID:4045	DB00997	DM
muscle cancer	Etoposide	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:4045	DB00773	DM
muscle cancer	Melphalan	DM	NOT	NOT				DOID:4045	DB01042	NOT
muscle cancer	Methotrexate	DM	DM	DM				DOID:4045	DB00563	DM
muscle cancer	Vincristine	DM	DM	DM				DOID:4045	DB00541	DM
narcolepsy	Amphetamine	SYM	SYM	SYM				DOID:8986	DB00182	SYM
narcolepsy	Dextroamphetamine	SYM	SYM	SYM		Pilot classification: symptomatic; Pilot notes:		DOID:8986	DB01576	SYM
narcolepsy	Gamma Hydroxybutyric Acid	SYM	SYM	SYM				DOID:8986	DB01440	SYM
narcolepsy	Methamphetamine	SYM	SYM	SYM				DOID:8986	DB01577	SYM
narcolepsy	Modafinil	SYM	SYM	SYM				DOID:8986	DB00745	SYM
nephrolithiasis	Hydrochlorothiazide	NOT	DM	DM	SIDE EFFECT		prevents stone formation so modifies disease biology	DOID:585	DB00999	DM
nicotine dependence	Nicotine	NOT	SYM	SYM				DOID:0050742	DB00184	SYM
nicotine dependence	Varenicline	DM	SYM	DM			tough call, but agreed with AJG with similar reasoning to alcohol dependence medications	DOID:0050742	DB01273	DM
obesity	Benzphetamine	DM	DM	DM				DOID:9970	DB00865	DM
obesity	Bupropion	DM	NOT	DM			"uptodate ""Obesity in adults: Drug therapy"""	DOID:9970	DB01156	DM
obesity	Cimetidine	DM	NOT	DM			ok but not great evidence	DOID:9970	DB00501	DM
obesity	Diethylpropion	DM	SYM	DM			"uptodate ""Obesity in adults: Drug therapy"""	DOID:9970	DB00937	DM
obesity	Methamphetamine	NOT	SYM	DM		tough decision	amendment 1	DOID:9970	DB01577	
obesity	Orlistat	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes: prevents absorption of fats		DOID:9970	DB01083	DM
obesity	Phendimetrazine	DM	DM	DM				DOID:9970	DB01579	DM
obesity	Phentermine	DM	DM	DM				DOID:9970	DB00191	DM
obesity	Phenylpropanolamine	DM	NOT	DM		inc risk stroke in women	ammendment 1	DOID:9970	DB00397	DM
obesity	Sibutramine	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes: enhances satiety via CNS		DOID:9970	DB01105	DM
obesity	Topiramate	DM	DM	DM				DOID:9970	DB00273	DM
ocular cancer	Carboplatin	DM	DM	DM				DOID:2174	DB00958	DM
ocular cancer	Dactinomycin	DM	DM	DM			retinoblastoma	DOID:2174	DB00970	DM
osteoarthritis	Acetaminophen	SYM	SYM	SYM				DOID:8398	DB00316	SYM
osteoarthritis	Acetylsalicylic acid	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00945	SYM
osteoarthritis	Caffeine	NOT	NOT	NOT				DOID:8398	DB00201	NOT
osteoarthritis	Celecoxib	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00482	SYM
osteoarthritis	Choline	NOT	SYM	SYM			per drugbank.ca	DOID:8398	DB00122	SYM
osteoarthritis	Clonazepam	NOT	SYM	NOT			don't know where CSH got this data	DOID:8398	DB01068	NOT
osteoarthritis	Codeine	SYM	SYM	SYM				DOID:8398	DB00318	SYM
osteoarthritis	Cyclobenzaprine	NOT	SYM	SYM			per MedScape	DOID:8398	DB00924	SYM
osteoarthritis	Diclofenac	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00586	SYM
osteoarthritis	Diflunisal	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00861	SYM
osteoarthritis	Etodolac	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00749	SYM
osteoarthritis	Fenoprofen	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00573	SYM
osteoarthritis	Flurbiprofen	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00712	SYM
osteoarthritis	Glucosamine	DM	SYM	SYM				DOID:8398	DB01296	SYM
osteoarthritis	Ibuprofen	SYM	SYM	SYM		Pilot classification: symptomatic ; Pilot notes:	see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB01050	SYM
osteoarthritis	Indomethacin	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00328	SYM
osteoarthritis	Ketoprofen	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB01009	SYM
osteoarthritis	Lidocaine	SYM	SYM	SYM				DOID:8398	DB00281	SYM
osteoarthritis	Meloxicam	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00814	SYM
osteoarthritis	Methylprednisolone	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00959	SYM
osteoarthritis	Misoprostol	SYM	NOT	NOT			treats the side effect of NSAIDs	DOID:8398	DB00929	NOT
osteoarthritis	Nabumetone	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00461	SYM
osteoarthritis	Naproxen	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00788	SYM
osteoarthritis	Oxaprozin	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00991	SYM
osteoarthritis	Piroxicam	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00554	SYM
osteoarthritis	Prednisone	NOT	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00635	SYM
osteoarthritis	Sulindac	SYM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00605	SYM
osteoarthritis	Tolmetin	DM	SYM	SYM			see notes on osteoarthritis, NSAIDs and steroids	DOID:8398	DB00500	SYM
osteoporosis	Alendronate	DM	DM	DM				DOID:11476	DB00630	DM
osteoporosis	Calcitriol	DM	DM	DM				DOID:11476	DB00136	DM
osteoporosis	Calcium Acetate	DM	SYM	DM				DOID:11476	DB00258	DM
osteoporosis	Cholecalciferol	DM	SYM	DM				DOID:11476	DB00169	DM
osteoporosis	Conjugated Estrogens	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:11476	DB00286	DM
osteoporosis	Ergocalciferol	DM	SYM	DM				DOID:11476	DB00153	DM
osteoporosis	Estradiol	DM	DM	DM				DOID:11476	DB00783	DM
osteoporosis	Estropipate	DM	DM	DM				DOID:11476	DB04574	DM
osteoporosis	Ethinyl Estradiol	DM	DM	DM				DOID:11476	DB00977	DM
osteoporosis	Etidronic acid	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:11476	DB01077	DM
osteoporosis	Hydrochlorothiazide	NOT	NOT	NOT	SIDE EFFECT			DOID:11476	DB00999	NOT
osteoporosis	Ibandronate	DM	DM	DM				DOID:11476	DB00710	DM
osteoporosis	Medroxyprogesterone Acetate	NOT	NOT	NOT				DOID:11476	DB00603	NOT
osteoporosis	Methyltestosterone	NOT	NOT	NOT				DOID:11476	DB06710	NOT
osteoporosis	Norethindrone	DM	NOT	NOT			agreed with CSH. AJG thought it was a bisphosphonate? Or an estrogen?	DOID:11476	DB00717	NOT
osteoporosis	Oxandrolone	DM	SYM	SYM		Pilot classification: symptomatic; Pilot notes: relieves bone pain	see CSH note	DOID:11476	DB00621	SYM
osteoporosis	Pamidronate	DM	DM	DM				DOID:11476	DB00282	DM
osteoporosis	Raloxifene	DM	DM	DM				DOID:11476	DB00481	DM
osteoporosis	Risedronate	DM	DM	DM				DOID:11476	DB00884	DM
osteoporosis	Zoledronate	DM	DM	DM				DOID:11476	DB00399	DM
ovarian cancer	Altretamine	DM	DM	DM				DOID:2394	DB00488	DM
ovarian cancer	Carboplatin	DM	DM	DM				DOID:2394	DB00958	DM
ovarian cancer	Chlorambucil	DM	DM	DM				DOID:2394	DB00291	DM
ovarian cancer	Docetaxel	DM	DM	DM				DOID:2394	DB01248	DM
ovarian cancer	Doxorubicin	DM	DM	DM				DOID:2394	DB00997	DM
ovarian cancer	Epirubicin	DM	DM	DM				DOID:2394	DB00445	DM
ovarian cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:2394	DB01005	NOT
ovarian cancer	Melphalan	DM	NOT	DM				DOID:2394	DB01042	DM
ovarian cancer	Mestranol	NOT	NOT	NOT				DOID:2394	DB01357	NOT
ovarian cancer	Paclitaxel	DM	DM	DM				DOID:2394	DB01229	DM
ovarian cancer	Topotecan	DM	DM	DM				DOID:2394	DB01030	DM
ovarian cancer	Vinorelbine	DM	NOT	DM			uptodate	DOID:2394	DB00361	DM
pancreatic cancer	Dacarbazine	DM	DM	DM				DOID:1793	DB00851	DM
pancreatic cancer	Docetaxel	DM	DM	DM				DOID:1793	DB01248	DM
pancreatic cancer	Doxorubicin	DM	DM	DM				DOID:1793	DB00997	DM
pancreatic cancer	Epirubicin	DM	DM	DM				DOID:1793	DB00445	DM
pancreatic cancer	Erlotinib	DM	DM	DM				DOID:1793	DB00530	DM
pancreatic cancer	Fluorouracil	DM	DM	DM				DOID:1793	DB00544	DM
pancreatic cancer	Gemcitabine	DM	DM	DM				DOID:1793	DB00441	DM
pancreatic cancer	Irinotecan	DM	DM	DM				DOID:1793	DB00762	DM
pancreatic cancer	Octreotide	SYM	NOT	SYM		diarrhea from VIPomas		DOID:1793	DB00104	SYM
pancreatic cancer	Sunitinib	DM	DM	DM				DOID:1793	DB01268	DM
pancreatic cancer	Tamoxifen	DM	NOT	DM	Potnetially		"affects a subset of pancreatic cancers, see uptodate ""Chemotherapy for advanced exocrine pancreatic cancer"""	DOID:1793	DB00675	DM
pancreatitis	Atropine	NOT	NOT	NOT			technically could be DM (same as propantheline), but it was never proven to work in humans	DOID:4989	DB00572	NOT
pancreatitis	Gemfibrozil	NOT	DM	NOT	SIDE EFFECT OF MED	if panc is from hyperTG	less than 5% of pancreatitis is HTG pancreatitis, therefore will choose NOT	DOID:4989	DB01241	NOT
pancreatitis	Hyoscyamine	SYM	SYM	DM			same as propantheline	DOID:4989	DB00424	SYM
pancreatitis	Niacin	NOT	DM	NOT				DOID:4989	DB00627	NOT
pancreatitis	Octreotide	SYM	NOT	SYM			"controversial, may be ""NOT"", may be ""DM"""	DOID:4989	DB00104	SYM
pancreatitis	Propantheline	DM	SYM	DM			I think it prevents pancreatitis from worsening (if it works as it is supposed to) therefore is DM	DOID:4989	DB00782	DM
panic disorder	Alprazolam	SYM	SYM	SYM				DOID:594	DB00404	SYM
panic disorder	Bupropion	SYM	SYM	SYM		Pilot classification: disease-modifying; Pilot notes: if it reduces 'flares' of panic attacks		DOID:594	DB01156	SYM
panic disorder	Buspirone	SYM	SYM	SYM				DOID:594	DB00490	SYM
panic disorder	Citalopram	SYM	SYM	SYM				DOID:594	DB00215	SYM
panic disorder	Clomipramine	SYM	SYM	SYM				DOID:594	DB01242	SYM
panic disorder	Clonazepam	SYM	SYM	SYM				DOID:594	DB01068	SYM
panic disorder	Diazepam	SYM	SYM	SYM				DOID:594	DB00829	SYM
panic disorder	Fluoxetine	SYM	SYM	SYM				DOID:594	DB00472	SYM
panic disorder	Fluvoxamine	SYM	SYM	SYM				DOID:594	DB00176	SYM
panic disorder	Imipramine	SYM	SYM	SYM				DOID:594	DB00458	SYM
panic disorder	Isocarboxazid	SYM	SYM	SYM				DOID:594	DB01247	SYM
panic disorder	Lorazepam	SYM	SYM	SYM				DOID:594	DB00186	SYM
panic disorder	Maprotiline	SYM	SYM	SYM				DOID:594	DB00934	SYM
panic disorder	Nortriptyline	SYM	SYM	SYM				DOID:594	DB00540	SYM
panic disorder	Olanzapine	SYM	SYM	SYM				DOID:594	DB00334	SYM
panic disorder	Paroxetine	SYM	SYM	SYM				DOID:594	DB00715	SYM
panic disorder	Sertraline	SYM	SYM	SYM				DOID:594	DB01104	SYM
panic disorder	Venlafaxine	SYM	SYM	SYM				DOID:594	DB00285	SYM
periodontitis	Penicillin V	DM	NOT	NOT			only when suppurative, which is a tiny minority of disease	DOID:824	DB00417	NOT
peripheral nervous system neoplasm	Alitretinoin	NOT	DM	DM			can treat sarcomas, should work	DOID:1192	DB00523	DM
peripheral nervous system neoplasm	Cisplatin	DM	DM	DM	Neurofibroma only			DOID:1192	DB00515	DM
peripheral nervous system neoplasm	Dacarbazine	DM	DM	DM				DOID:1192	DB00851	DM
peripheral nervous system neoplasm	Dactinomycin	NOT	DM	DM			can treat sarcomas, should work	DOID:1192	DB00970	DM
peripheral nervous system neoplasm	Doxorubicin	DM	DM	DM				DOID:1192	DB00997	DM
peripheral nervous system neoplasm	Epirubicin	NOT	DM	DM			should match doxorubicin	DOID:1192	DB00445	DM
peripheral nervous system neoplasm	Etoposide	NOT	DM	DM			can treat sarcomas, should work	DOID:1192	DB00773	DM
peripheral nervous system neoplasm	Isotretinoin	NOT	DM	DM			triton tumor	DOID:1192	DB00982	DM
peripheral nervous system neoplasm	Melphalan	DM	NOT	DM			http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4637813/	DOID:1192	DB01042	DM
peripheral nervous system neoplasm	Topotecan	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:1192	DB01030	DM
peripheral nervous system neoplasm	Tretinoin	NOT	NOT	DM			can treat sarcomas (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4174344/) and per amendment 1	DOID:1192	DB00755	NOT
peripheral nervous system neoplasm	Vincristine	NOT	DM	DM			per uptodate	DOID:1192	DB00541	DM
polycystic ovary syndrome	Desogestrel	DM	SYM	SYM			agree with CSH that these don't change downstream biology of disease	DOID:11612	DB00304	SYM
polycystic ovary syndrome	Drospirenone	DM	SYM	SYM			agree with CSH that these don't change downstream biology of disease	DOID:11612	DB01395	SYM
polycystic ovary syndrome	Ethinyl Estradiol	DM	SYM	SYM			agree with CSH that these don't change downstream biology of disease	DOID:11612	DB00977	SYM
polycystic ovary syndrome	Levonorgestrel	DM	SYM	SYM			agree with CSH that these don't change downstream biology of disease	DOID:11612	DB00367	SYM
polycystic ovary syndrome	Metformin	DM	DM	DM				DOID:11612	DB00331	DM
polycystic ovary syndrome	Norethindrone	DM	SYM	SYM			agree with CSH that these don't change downstream biology of disease	DOID:11612	DB00717	SYM
primary biliary cirrhosis	Chenodeoxycholic acid	NOT	SYM	DM			"in trials, see uptodate ""Overview of the treatment of primary biliary cholangitis (primary biliary cirrhosis)"""	DOID:12236	DB06777	
primary biliary cirrhosis	Colchicine	NOT	NOT	DM			"admittedly less evidence, but see uptodate ""Overview of the treatment of primary biliary cholangitis (primary biliary cirrhosis)"""	DOID:12236	DB01394	NOT
primary biliary cirrhosis	Penicillamine	NOT	DM	NOT			"ineffective per uptodate ""Overview of the treatment of primary biliary cholangitis (primary biliary cirrhosis)"""	DOID:12236	DB00859	NOT
primary biliary cirrhosis	Ursodeoxycholic acid	SYM	SYM	DM			"doesn't treat any symptom, only modifies disease, see uptodate ''Overview of the treatment of primary biliary cholangitis (primary biliary cirrhosis)"""	DOID:12236	DB01586	SYM
prostate cancer	Abiraterone	DM	DM	DM				DOID:10283	DB05812	DM
prostate cancer	Aminocaproic Acid	NOT	NOT	NOT		to prevent bleeding after TURP		DOID:10283	DB00513	NOT
prostate cancer	Betamethasone	SYM	SYM	SYM				DOID:10283	DB00443	SYM
prostate cancer	Bicalutamide	DM	DM	DM				DOID:10283	DB01128	DM
prostate cancer	Cabazitaxel	DM	DM	DM				DOID:10283	DB06772	DM
prostate cancer	Capecitabine	DM	DM	DM				DOID:10283	DB01101	DM
prostate cancer	Celecoxib	NOT	SYM	SYM				DOID:10283	DB00482	SYM
prostate cancer	Ciprofloxacin	NOT	NOT	NOT		in research		DOID:10283	DB00537	NOT
prostate cancer	Conjugated Estrogens	DM	NOT	DM		in research	good evidence per uptodate.com	DOID:10283	DB00286	DM
prostate cancer	Degarelix	DM	DM	DM				DOID:10283	DB06699	DM
prostate cancer	Dexamethasone	NOT	SYM	SYM			see notes on steroids in cancers	DOID:10283	DB01234	SYM
prostate cancer	Docetaxel	DM	DM	DM				DOID:10283	DB01248	DM
prostate cancer	Doxorubicin	DM	DM	DM				DOID:10283	DB00997	DM
prostate cancer	Epirubicin	DM	DM	DM				DOID:10283	DB00445	DM
prostate cancer	Esomeprazole	SYM	NOT	SYM				DOID:10283	DB00736	SYM
prostate cancer	Estradiol	DM	DM	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	DOID:10283	DB00783	DM
prostate cancer	Estradiol valerate/Dienogest	DM	DM	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	DOID:10283	DB08866	DM
prostate cancer	Estramustine	DM	DM	DM				DOID:10283	DB01196	DM
prostate cancer	Estrone	DM	NOT	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	DOID:10283	DB00655	DM
prostate cancer	Ethinyl Estradiol	NOT	DM	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	DOID:10283	DB00977	DM
prostate cancer	Etoposide	DM	DM	DM				DOID:10283	DB00773	DM
prostate cancer	Fentanyl	SYM	SYM	SYM				DOID:10283	DB00813	SYM
prostate cancer	Finasteride	DM	SYM	NOT			prevents but doesn't treat it. Not sure what the symptomatic thing CSH refers to, does she mean symptoms of BPH? (and if so isn't that a different disease?)	DOID:10283	DB01216	
prostate cancer	Flutamide	DM	DM	DM				DOID:10283	DB00499	DM
prostate cancer	Goserelin	DM	DM	DM				DOID:10283	DB00014	DM
prostate cancer	Hydrocortisone	NOT	SYM	SYM			see notes on steroids in cancers	DOID:10283	DB00741	SYM
prostate cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:10283	DB01005	NOT
prostate cancer	Melatonin	NOT	NOT	NOT				DOID:10283	DB01065	NOT
prostate cancer	Metformin	NOT	NOT	NOT				DOID:10283	DB00331	NOT
prostate cancer	Metoclopramide	SYM	SYM	SYM		Pilot classification: ? Symptomatic; Pilot notes: cant find anything that suggests it is disease modifying		DOID:10283	DB01233	SYM
prostate cancer	Mitoxantrone	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10283	DB01204	DM
prostate cancer	Nilutamide	DM	DM	DM				DOID:10283	DB00665	DM
prostate cancer	Omeprazole	NOT	NOT	SYM			should match esomeprazole	DOID:10283	DB00338	NOT
prostate cancer	Pravastatin	DM	NOT	NOT				DOID:10283	DB00175	NOT
prostate cancer	Prednisone	SYM	SYM	DM				DOID:10283	DB00635	SYM
prostate cancer	Pregabalin	NOT	NOT	NOT				DOID:10283	DB00230	NOT
prostate cancer	Sirolimus	NOT	DM	NOT			only transplant rejection as far as I found	DOID:10283	DB00877	NOT
prostate cancer	Tamsulosin	SYM	SYM	SYM				DOID:10283	DB00706	SYM
prostate cancer	Vitamin C	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10283	DB00126	DM
prostate cancer	Zoledronate	SYM	NOT	NOT			see note on bisphosphonates in cancer	DOID:10283	DB00399	NOT
psoriasis	Acitretin	SYM	DM	DM				DOID:8893	DB00459	DM
psoriasis	Beclomethasone	SYM	DM	DM				DOID:8893	DB00394	DM
psoriasis	Betamethasone	SYM	SYM	DM				DOID:8893	DB00443	SYM
psoriasis	Bismuth Subsalicylate	NOT	NOT	NOT			reaches only the stomach, no skin	DOID:8893	DB01294	NOT
psoriasis	Butenafine	NOT	NOT	NOT				DOID:8893	DB01091	NOT
psoriasis	Calcipotriol	DM	DM	DM				DOID:8893	DB02300	DM
psoriasis	Calcitriol	SYM	DM	DM			per uptodate	DOID:8893	DB00136	DM
psoriasis	Cholecalciferol	NOT	DM	DM			per uptodate	DOID:8893	DB00169	DM
psoriasis	Clobetasol propionate	DM	DM	DM				DOID:8893	DB01013	DM
psoriasis	Cyclosporine	DM	DM	DM				DOID:8893	DB00091	DM
psoriasis	Dexamethasone	SYM	SYM	DM				DOID:8893	DB01234	SYM
psoriasis	Fluocinolone Acetonide	SYM	DM	DM				DOID:8893	DB00591	DM
psoriasis	Fluocinonide	SYM	DM	DM		DM		DOID:8893	DB01047	DM
psoriasis	Hydrocortisone	SYM	DM	DM				DOID:8893	DB00741	DM
psoriasis	Hydroxyurea	DM	NOT	DM			per uptodate	DOID:8893	DB01005	DM
psoriasis	Magnesium salicylate	NOT	NOT	SYM			should agree with salicylate-sodium (active ingredient is the same)	DOID:8893	DB01397	NOT
psoriasis	Methotrexate	DM	DM	DM				DOID:8893	DB00563	DM
psoriasis	Methoxsalen	DM	DM	DM			in conjunction with UV radiation	DOID:8893	DB00553	DM
psoriasis	Mycophenolate mofetil	DM	DM	DM				DOID:8893	DB00688	DM
psoriasis	Mycophenolic acid	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:8893	DB01024	DM
psoriasis	Prednisolone	SYM	SYM	DM				DOID:8893	DB00860	SYM
psoriasis	Prednisone	SYM	SYM	DM				DOID:8893	DB00635	SYM
psoriasis	Salicylate-sodium	SYM	DM	SYM			agree with CSH, see note for discussion	DOID:8893	DB01398	SYM
psoriasis	Salicylic acid	DM	DM	SYM			should agree with salicylate-sodium (active ingredient is the same)	DOID:8893	DB00936	DM
psoriasis	Tazarotene	DM	DM	DM	Plaque psoriasis			DOID:8893	DB00799	DM
psoriasis	Triamcinolone	SYM	DM	DM				DOID:8893	DB00620	DM
psoriasis	Trisalicylate-choline	SYM	SYM	SYM			should agree with salicylate-sodium (active ingredient is the same)	DOID:8893	DB01401	SYM
psoriatic arthritis	Auranofin	SYM	DM	DM			http://www.ncbi.nlm.nih.gov/pubmed/2645874	DOID:9008	DB00995	DM
psoriatic arthritis	Betamethasone	SYM	SYM	DM				DOID:9008	DB00443	SYM
psoriatic arthritis	Dexamethasone	SYM	SYM	DM				DOID:9008	DB01234	SYM
psoriatic arthritis	Methotrexate	DM	DM	DM				DOID:9008	DB00563	DM
psoriatic arthritis	Methylprednisolone	SYM	SYM	DM				DOID:9008	DB00959	SYM
