drug	disease	classification	notes	drug_url	disease_url
Indinavir	acquired immunodeficiency syndrome	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00224	http://www.disease-ontology.org/term/DOID%3A635
Indomethacin	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A7147
Indomethacin	gout			http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A13189
Indomethacin	migraine			http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A6364
Indomethacin	osteoarthritis			http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A8398
Indomethacin	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A7148
Ipratropium bromide	asthma			http://www.drugbank.ca/drugs/DB00332	http://www.disease-ontology.org/term/DOID%3A2841
Irbesartan	hypertension			http://www.drugbank.ca/drugs/DB01029	http://www.disease-ontology.org/term/DOID%3A10763
Irbesartan	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01029	http://www.disease-ontology.org/term/DOID%3A9352
Irinotecan	breast cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1612
Irinotecan	colon cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A219
Irinotecan	hematologic cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A2531
Irinotecan	lung cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1324
Irinotecan	pancreatic cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1793
Irinotecan	stomach cancer			http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A10534
Isocarboxazid	panic disorder			http://www.drugbank.ca/drugs/DB01247	http://www.disease-ontology.org/term/DOID%3A594
Isoetarine	asthma			http://www.drugbank.ca/drugs/DB00221	http://www.disease-ontology.org/term/DOID%3A2841
Isoprenaline	asthma			http://www.drugbank.ca/drugs/DB01064	http://www.disease-ontology.org/term/DOID%3A2841
Isosorbide Dinitrate	coronary artery disease			http://www.drugbank.ca/drugs/DB00883	http://www.disease-ontology.org/term/DOID%3A3393
Isosorbide Dinitrate	hypertension			http://www.drugbank.ca/drugs/DB00883	http://www.disease-ontology.org/term/DOID%3A10763
Isosorbide Mononitrate	coronary artery disease			http://www.drugbank.ca/drugs/DB01020	http://www.disease-ontology.org/term/DOID%3A3393
Isotretinoin	hematologic cancer			http://www.drugbank.ca/drugs/DB00982	http://www.disease-ontology.org/term/DOID%3A2531
Isotretinoin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00982	http://www.disease-ontology.org/term/DOID%3A1192
Isradipine	hypertension			http://www.drugbank.ca/drugs/DB00270	http://www.disease-ontology.org/term/DOID%3A10763
Ixabepilone	breast cancer			http://www.drugbank.ca/drugs/DB04845	http://www.disease-ontology.org/term/DOID%3A1612
Ketoprofen	osteoarthritis			http://www.drugbank.ca/drugs/DB01009	http://www.disease-ontology.org/term/DOID%3A8398
Ketotifen	asthma			http://www.drugbank.ca/drugs/DB00920	http://www.disease-ontology.org/term/DOID%3A2841
L-Carnitine	autistic disorder			http://www.drugbank.ca/drugs/DB00583	http://www.disease-ontology.org/term/DOID%3A12849
L-DOPA	Parkinson's disease			http://www.drugbank.ca/drugs/DB01235	http://www.disease-ontology.org/term/DOID%3A14330
L-DOPA	restless legs syndrome	SYM	Pilot classification: symptomatic ; Pilot notes: 	http://www.drugbank.ca/drugs/DB01235	http://www.disease-ontology.org/term/DOID%3A0050425
Labetalol	hypertension			http://www.drugbank.ca/drugs/DB00598	http://www.disease-ontology.org/term/DOID%3A10763
Lacosamide	epilepsy syndrome			http://www.drugbank.ca/drugs/DB06218	http://www.disease-ontology.org/term/DOID%3A1826
Lamivudine	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00709	http://www.disease-ontology.org/term/DOID%3A635
Lamivudine	hepatitis B			http://www.drugbank.ca/drugs/DB00709	http://www.disease-ontology.org/term/DOID%3A2043
Lamotrigine	bipolar disorder			http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A3312
Lamotrigine	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A1826
Lamotrigine	schizophrenia			http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A5419
Lapatinib	breast cancer			http://www.drugbank.ca/drugs/DB01259	http://www.disease-ontology.org/term/DOID%3A1612
Latanoprost	glaucoma			http://www.drugbank.ca/drugs/DB00654	http://www.disease-ontology.org/term/DOID%3A1686
Latanoprost	hypertension			http://www.drugbank.ca/drugs/DB00654	http://www.disease-ontology.org/term/DOID%3A10763
Leflunomide	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A7148
Leflunomide	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A9074
Leflunomide	systemic scleroderma			http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A418
Lenalidomide	hematologic cancer			http://www.drugbank.ca/drugs/DB00480	http://www.disease-ontology.org/term/DOID%3A2531
Letrozole	breast cancer			http://www.drugbank.ca/drugs/DB01006	http://www.disease-ontology.org/term/DOID%3A1612
Leucovorin	bone cancer			http://www.drugbank.ca/drugs/DB00650	http://www.disease-ontology.org/term/DOID%3A184
Leucovorin	colon cancer			http://www.drugbank.ca/drugs/DB00650	http://www.disease-ontology.org/term/DOID%3A219
Levetiracetam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB01202	http://www.disease-ontology.org/term/DOID%3A1826
Levobunolol	glaucoma			http://www.drugbank.ca/drugs/DB01210	http://www.disease-ontology.org/term/DOID%3A1686
Levobunolol	hypertension			http://www.drugbank.ca/drugs/DB01210	http://www.disease-ontology.org/term/DOID%3A10763
Levofloxacin	asthma			http://www.drugbank.ca/drugs/DB01137	http://www.disease-ontology.org/term/DOID%3A2841
Levofloxacin	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB01137	http://www.disease-ontology.org/term/DOID%3A3083
Levonorgestrel	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB00367	http://www.disease-ontology.org/term/DOID%3A11612
Levothyroxine	Graves' disease			http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A12361
Levothyroxine	coronary artery disease			http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A3393
Levothyroxine	hypothyroidism			http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A1459
Levothyroxine	thyroid cancer			http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A1781
Lidocaine	coronary artery disease			http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A3393
Lidocaine	osteoarthritis			http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A8398
Lidocaine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A7148
Lidocaine	systemic scleroderma			http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A418
Linagliptin	type 2 diabetes mellitus	SYM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB08882	http://www.disease-ontology.org/term/DOID%3A9352
Liothyronine	Graves' disease			http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A12361
Liothyronine	hypothyroidism			http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A1459
Liothyronine	thyroid cancer			http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A1781
Liotrix	Graves' disease			http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A12361
Liotrix	coronary artery disease			http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A3393
Liotrix	hypothyroidism			http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A1459
Liotrix	thyroid cancer			http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A1781
Lisdexamfetamine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01255	http://www.disease-ontology.org/term/DOID%3A1094
Lisinopril	coronary artery disease			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A3393
Lisinopril	dilated cardiomyopathy			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A12930
Lisinopril	hypertension			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A10763
Lisinopril	kidney cancer			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A263
Lisinopril	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A9074
Lisinopril	systemic scleroderma			http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A418
Lithium	schizophrenia			http://www.drugbank.ca/drugs/DB01356	http://www.disease-ontology.org/term/DOID%3A5419
Lomustine	brain cancer			http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A1319
Lomustine	hematologic cancer			http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A2531
Lomustine	kidney cancer			http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A263
Lomustine	melanoma			http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A1909
Lomustine	skin cancer			http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A4159
Lopinavir	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB01601	http://www.disease-ontology.org/term/DOID%3A635
Loratadine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A4481
Loratadine	asthma			http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A2841
Loratadine	atopic dermatitis			http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A3310
Lorazepam	panic disorder			http://www.drugbank.ca/drugs/DB00186	http://www.disease-ontology.org/term/DOID%3A594
Losartan	coronary artery disease			http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A3393
Losartan	hypertension			http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A10763
Losartan	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A9352
Lovastatin	atherosclerosis			http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A1936
Lovastatin	coronary artery disease			http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A3393
Lovastatin	hypertension			http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A10763
Loxapine	schizophrenia			http://www.drugbank.ca/drugs/DB00408	http://www.disease-ontology.org/term/DOID%3A5419
Magnesium Sulfate	hypertension			http://www.drugbank.ca/drugs/DB00653	http://www.disease-ontology.org/term/DOID%3A10763
Magnesium salicylate	psoriasis			http://www.drugbank.ca/drugs/DB01397	http://www.disease-ontology.org/term/DOID%3A8893
Mannitol	glaucoma			http://www.drugbank.ca/drugs/DB00742	http://www.disease-ontology.org/term/DOID%3A1686
Maprotiline	panic disorder			http://www.drugbank.ca/drugs/DB00934	http://www.disease-ontology.org/term/DOID%3A594
Mecamylamine	Gilles de la Tourette syndrome			http://www.drugbank.ca/drugs/DB00657	http://www.disease-ontology.org/term/DOID%3A11119
Mecamylamine	hypertension			http://www.drugbank.ca/drugs/DB00657	http://www.disease-ontology.org/term/DOID%3A10763
Mechlorethamine	hematologic cancer			http://www.drugbank.ca/drugs/DB00888	http://www.disease-ontology.org/term/DOID%3A2531
Mechlorethamine	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00888	http://www.disease-ontology.org/term/DOID%3A0060073
Medroxyprogesterone Acetate	breast cancer			http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A1612
Medroxyprogesterone Acetate	kidney cancer			http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A263
Medroxyprogesterone Acetate	osteoporosis			http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A11476
Medroxyprogesterone Acetate	uterine cancer			http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A363
Megestrol acetate	breast cancer			http://www.drugbank.ca/drugs/DB00351	http://www.disease-ontology.org/term/DOID%3A1612
Melatonin	kidney cancer			http://www.drugbank.ca/drugs/DB01065	http://www.disease-ontology.org/term/DOID%3A263
Melatonin	prostate cancer			http://www.drugbank.ca/drugs/DB01065	http://www.disease-ontology.org/term/DOID%3A10283
Meloxicam	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A7147
Meloxicam	osteoarthritis			http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A8398
Meloxicam	rheumatoid arthritis	DM	Pilot classification: symptomatic; Pilot notes: 	http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A7148
Meloxicam	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A9074
Meloxicam	systemic scleroderma			http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A418
Melphalan	breast cancer			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1612
Melphalan	hematologic cancer			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A2531
Melphalan	melanoma			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1909
Melphalan	muscle cancer			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A4045
Melphalan	ovarian cancer			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A2394
Melphalan	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1192
Melphalan	sarcoma			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1115
Melphalan	skin cancer			http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A4159
Memantine	Alzheimer's disease			http://www.drugbank.ca/drugs/DB01043	http://www.disease-ontology.org/term/DOID%3A10652
Memantine	Parkinson's disease			http://www.drugbank.ca/drugs/DB01043	http://www.disease-ontology.org/term/DOID%3A14330
Mercaptopurine	Crohn's disease			http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A8778
Mercaptopurine	hematologic cancer			http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A2531
Mercaptopurine	ulcerative colitis			http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A8577
Mesalazine	Crohn's disease			http://www.drugbank.ca/drugs/DB00244	http://www.disease-ontology.org/term/DOID%3A8778
Mesalazine	ulcerative colitis			http://www.drugbank.ca/drugs/DB00244	http://www.disease-ontology.org/term/DOID%3A8577
Mesoridazine	schizophrenia			http://www.drugbank.ca/drugs/DB00933	http://www.disease-ontology.org/term/DOID%3A5419
Mestranol	ovarian cancer			http://www.drugbank.ca/drugs/DB01357	http://www.disease-ontology.org/term/DOID%3A2394
Metformin	kidney cancer	DM	Pilot classification: symptomatic; Pilot notes: some studies suggest it may be beneficial but not one from 2013	http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A263
Metformin	liver cancer			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A3571
Metformin	metabolic syndrome X			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A14221
Metformin	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A11612
Metformin	prostate cancer			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A10283
Metformin	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A9352
Methamphetamine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01577	http://www.disease-ontology.org/term/DOID%3A1094
Methamphetamine	narcolepsy			http://www.drugbank.ca/drugs/DB01577	http://www.disease-ontology.org/term/DOID%3A8986
Methamphetamine	obesity			http://www.drugbank.ca/drugs/DB01577	http://www.disease-ontology.org/term/DOID%3A9970
Methazolamide	glaucoma			http://www.drugbank.ca/drugs/DB00703	http://www.disease-ontology.org/term/DOID%3A1686
Methimazole	Graves' disease			http://www.drugbank.ca/drugs/DB00763	http://www.disease-ontology.org/term/DOID%3A12361
Methotrexate	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A7147
Methotrexate	bone cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A184
Methotrexate	breast cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A1612
Methotrexate	colon cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A219
Methotrexate	esophageal cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A5041
Methotrexate	germ cell cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2994
Methotrexate	hematologic cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2531
Methotrexate	lung cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A1324
Methotrexate	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A0060073
Methotrexate	multiple sclerosis			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2377
Methotrexate	muscle cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A4045
Methotrexate	psoriasis			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A8893
Methotrexate	psoriatic arthritis			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A9008
Methotrexate	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A7148
Methotrexate	stomach cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A10534
Methotrexate	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A9074
Methotrexate	systemic scleroderma			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A418
Methotrexate	testicular cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2998
Methotrexate	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A11054
Methoxsalen	hematologic cancer			http://www.drugbank.ca/drugs/DB00553	http://www.disease-ontology.org/term/DOID%3A2531
Methoxsalen	psoriasis			http://www.drugbank.ca/drugs/DB00553	http://www.disease-ontology.org/term/DOID%3A8893
Methoxsalen	vitiligo			http://www.drugbank.ca/drugs/DB00553	http://www.disease-ontology.org/term/DOID%3A12306
Methyldopa	hypertension			http://www.drugbank.ca/drugs/DB00968	http://www.disease-ontology.org/term/DOID%3A10763
Methylergometrine	migraine			http://www.drugbank.ca/drugs/DB00353	http://www.disease-ontology.org/term/DOID%3A6364
Methylphenidate	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00422	http://www.disease-ontology.org/term/DOID%3A1094
Methylprednisolone	allergic rhinitis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A4481
Methylprednisolone	anemia			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A2355
Methylprednisolone	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A7147
Methylprednisolone	asthma			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A2841
Methylprednisolone	atopic dermatitis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A3310
Methylprednisolone	brain cancer			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A1319
Methylprednisolone	gout			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A13189
Methylprednisolone	hematologic cancer			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A2531
Methylprednisolone	multiple sclerosis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A2377
Methylprednisolone	osteoarthritis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A8398
Methylprednisolone	psoriatic arthritis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A9008
Methylprednisolone	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A7148
Methylprednisolone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A9074
Methylprednisolone	ulcerative colitis			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A8577
Methyltestosterone	breast cancer			http://www.drugbank.ca/drugs/DB06710	http://www.disease-ontology.org/term/DOID%3A1612
Methyltestosterone	osteoporosis			http://www.drugbank.ca/drugs/DB06710	http://www.disease-ontology.org/term/DOID%3A11476
Metipranolol	glaucoma			http://www.drugbank.ca/drugs/DB01214	http://www.disease-ontology.org/term/DOID%3A1686
Metoclopramide	migraine			http://www.drugbank.ca/drugs/DB01233	http://www.disease-ontology.org/term/DOID%3A6364
Metoclopramide	prostate cancer	SYM	Pilot classification: ? Symptomatic; Pilot notes: cant find anything that suggests it is disease modifying	http://www.drugbank.ca/drugs/DB01233	http://www.disease-ontology.org/term/DOID%3A10283
Metoclopramide	systemic scleroderma			http://www.drugbank.ca/drugs/DB01233	http://www.disease-ontology.org/term/DOID%3A418
Metolazone	hypertension			http://www.drugbank.ca/drugs/DB00524	http://www.disease-ontology.org/term/DOID%3A10763
Metoprolol	hypertension	SYM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00264	http://www.disease-ontology.org/term/DOID%3A10763
Metronidazole	Crohn's disease			http://www.drugbank.ca/drugs/DB00916	http://www.disease-ontology.org/term/DOID%3A8778
Metronidazole	systemic scleroderma			http://www.drugbank.ca/drugs/DB00916	http://www.disease-ontology.org/term/DOID%3A418
Metyrosine	hypertension			http://www.drugbank.ca/drugs/DB00765	http://www.disease-ontology.org/term/DOID%3A10763
Midazolam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00683	http://www.disease-ontology.org/term/DOID%3A1826
Mifepristone	brain cancer			http://www.drugbank.ca/drugs/DB00834	http://www.disease-ontology.org/term/DOID%3A1319
Mifepristone	meningioma			http://www.drugbank.ca/drugs/DB00834	http://www.disease-ontology.org/term/DOID%3A3565
Miglitol	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB00491	http://www.disease-ontology.org/term/DOID%3A9352
Minocycline	systemic scleroderma			http://www.drugbank.ca/drugs/DB01017	http://www.disease-ontology.org/term/DOID%3A418
Minoxidil	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00350	http://www.disease-ontology.org/term/DOID%3A1826
Minoxidil	hypertension			http://www.drugbank.ca/drugs/DB00350	http://www.disease-ontology.org/term/DOID%3A10763
Misoprostol	osteoarthritis			http://www.drugbank.ca/drugs/DB00929	http://www.disease-ontology.org/term/DOID%3A8398
Mitomycin	glaucoma			http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A1686
Mitomycin	stomach cancer			http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A10534
Mitomycin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A11054
Mitoxantrone	breast cancer			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A1612
Mitoxantrone	hematologic cancer			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A2531
Mitoxantrone	lymphatic system cancer			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A0060073
Mitoxantrone	multiple sclerosis			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A2377
Mitoxantrone	prostate cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A10283
Mitoxantrone	sarcoma			http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A1115
Modafinil	Parkinson's disease			http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A14330
Modafinil	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A1094
Modafinil	multiple sclerosis			http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A2377
Modafinil	narcolepsy			http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A8986
Moexipril	hypertension			http://www.drugbank.ca/drugs/DB00691	http://www.disease-ontology.org/term/DOID%3A10763
Mometasone	asthma			http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A2841
Mometasone	atopic dermatitis			http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A3310
Mometasone	systemic scleroderma			http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A418
Monobenzone	vitiligo			http://www.drugbank.ca/drugs/DB00600	http://www.disease-ontology.org/term/DOID%3A12306
Montelukast	allergic rhinitis			http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A4481
Montelukast	asthma			http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A2841
Montelukast	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00471	http://www.disease-ontology.org/term/DOID%3A3083
Morphine	coronary artery disease	SYM	Pilot classification: symptomatic; Pilot notes: 	http://www.drugbank.ca/drugs/DB00295	http://www.disease-ontology.org/term/DOID%3A3393
Moxifloxacin	asthma			http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A2841
Moxifloxacin	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A3083
Moxifloxacin	hypertension			http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A10763
Mupirocin	atopic dermatitis			http://www.drugbank.ca/drugs/DB00410	http://www.disease-ontology.org/term/DOID%3A3310
Mycophenolate mofetil	psoriasis			http://www.drugbank.ca/drugs/DB00688	http://www.disease-ontology.org/term/DOID%3A8893
